scenario,scenario_label,arrangement,number_of_households,load_folder,en_opex,en_capex_repayment,pv_capex_repayment,average_hh_bill$,average_hh_solar_bill$,average_hh_total$,central_battery_SOH_mean,central_battery_capacity_kWh_mean,central_battery_cycles_mean,checksum_total_payments$_mean,cp_ratio_mean,cust_bill_cp_mean,cust_solar_bill_cp_mean,cust_total$_cp_mean,eno$_bat_capex_repay_mean,eno$_demand_charge_mean,eno$_energy_bill_mean,eno$_npv_building_mean,eno$_receipts_from_residents_mean,eno$_total_payment_mean,eno_net$_mean,export_kWh_mean,import_kWh_mean,pv_ratio_mean,retailer_bill$_mean,retailer_receipt$_mean,self-consumption_mean,self-consumption_OLD_mean,self-sufficiency_mean,self-sufficiency_OLD_mean,solar_retailer_profit_mean,total$_building_costs_mean,total_battery_losses_mean,total_building_load_mean
10,W_bldg2_010,cp_only,72.0,W,0.0,0.0,7794.985576665478,1532.2408826146159,0.0,1532.2408826146159,0.0,0.0,0.0,0.0,21.55713016986636,12209.237071459496,0.0,20004.222648124975,0.0,0.0,0.0,-553711.9367065488,0.0,0.0,0.0,15147.242137854431,379443.74930301256,10.825908753667974,35956.221872410875,122530.58061971149,65.75060608234044,65.75060608234028,7.1181006194578424,7.1181006194576355,0.0,130325.56619637697,0.0,408522.8142766657
11,W_bldg2_011,cp_only,72.0,W,0.0,0.0,4476.346638287376,1532.2408826146159,0.0,1532.2408826146159,0.0,0.0,0.0,1.862645149230957e-11,21.55713016986636,12209.237071459496,0.0,16685.583709746872,0.0,0.0,0.0,-947512.1141679616,0.0,0.0,0.0,15147.242137854431,379443.74930301256,10.825908753667974,35956.221872410875,122530.58061971149,65.75060608234044,65.75060608234028,7.1181006194578424,7.1181006194576355,0.0,127006.92725799885,0.0,408522.8142766657
12,W_bldg2_012,cp_only,72.0,W,0.0,0.0,4678.342254700676,1532.2408826146159,0.0,1532.2408826146159,0.0,0.0,0.0,1.862645149230957e-11,21.55713016986636,12209.237071459496,0.0,16887.579326160172,0.0,0.0,0.0,-1251905.7547593825,0.0,0.0,0.0,15147.242137854431,379443.74930301256,10.825908753667974,35956.221872410875,122530.58061971149,65.75060608234044,65.75060608234028,7.1181006194578424,7.1181006194576355,0.0,127208.92287441215,0.0,408522.8142766657
13,W_bldg2_013,cp_only,72.0,W,0.0,0.0,3971.8937882029904,1532.2408826146159,0.0,1532.2408826146159,0.0,0.0,0.0,0.0,21.55713016986636,12209.237071459496,0.0,16181.130859662486,0.0,0.0,0.0,-1468258.0906864377,0.0,0.0,0.0,15147.242137854431,379443.74930301256,10.825908753667974,35956.221872410875,122530.58061971149,65.75060608234044,65.75060608234028,7.1181006194578424,7.1181006194576355,0.0,126502.47440791447,0.0,408522.8142766657
14,W_bldg2_014,cp_only,72.0,W,0.0,0.0,4546.19068888179,1532.2408826146159,0.0,1532.2408826146159,0.0,0.0,0.0,0.0,21.55713016986636,12209.237071459496,0.0,16755.427760341285,0.0,0.0,0.0,-1641227.1939559546,0.0,0.0,0.0,15147.242137854431,379443.74930301256,10.825908753667974,35956.221872410875,122530.58061971149,65.75060608234044,65.75060608234028,7.1181006194578424,7.1181006194576355,0.0,127076.77130859326,0.0,408522.8142766657
15,W_bldg2_015,cp_only,72.0,W,0.0,0.0,7794.985576665478,1532.1231838641515,0.0,1532.1231838641515,0.0,0.0,0.0,5.587935447692871e-11,21.55713016986636,11611.821695978651,0.0,19406.807272644128,0.0,0.0,0.0,-551137.7038757394,0.0,0.0,0.0,15147.242137854431,379443.74930301256,10.825908753667974,35956.221872410875,121924.69093419738,65.75060608234044,65.75060608234028,7.1181006194578424,7.1181006194576355,0.0,129719.6765108628,0.0,408522.8142766657
16,W_bldg2_016,cp_only,72.0,W,0.0,0.0,4476.346638287376,1532.1231838641515,0.0,1532.1231838641515,0.0,0.0,0.0,3.725290298461914e-11,21.55713016986636,11611.821695978651,0.0,16088.168334266027,0.0,0.0,0.0,-942991.9842091606,0.0,0.0,0.0,15147.242137854431,379443.74930301256,10.825908753667974,35956.221872410875,121924.69093419738,65.75060608234044,65.75060608234028,7.1181006194578424,7.1181006194576355,0.0,126401.03757248473,0.0,408522.8142766657
17,W_bldg2_017,cp_only,72.0,W,0.0,0.0,4678.342254700676,1532.1231838641515,0.0,1532.1231838641515,0.0,0.0,0.0,3.725290298461914e-11,21.55713016986636,11611.821695978651,0.0,16290.163950679325,0.0,0.0,0.0,-1245942.9907731384,0.0,0.0,0.0,15147.242137854431,379443.74930301256,10.825908753667974,35956.221872410875,121924.69093419738,65.75060608234044,65.75060608234028,7.1181006194578424,7.1181006194576355,0.0,126603.03318889803,0.0,408522.8142766657
18,W_bldg2_018,cp_only,72.0,W,0.0,0.0,3971.8937882029904,1532.1231838641515,0.0,1532.1231838641515,0.0,0.0,0.0,1.862645149230957e-11,21.55713016986636,11611.821695978651,0.0,15583.715484181643,0.0,0.0,0.0,-1461225.7979428899,0.0,0.0,0.0,15147.242137854431,379443.74930301256,10.825908753667974,35956.221872410875,121924.69093419738,65.75060608234044,65.75060608234028,7.1181006194578424,7.1181006194576355,0.0,125896.58472240035,0.0,408522.8142766657
19,W_bldg2_019,cp_only,72.0,W,0.0,0.0,4546.19068888179,1532.1231838641515,0.0,1532.1231838641515,0.0,0.0,0.0,3.725290298461914e-11,21.55713016986636,11611.821695978651,0.0,16158.012384860442,0.0,0.0,0.0,-1633401.9823286585,0.0,0.0,0.0,15147.242137854431,379443.74930301256,10.825908753667974,35956.221872410875,121924.69093419738,65.75060608234044,65.75060608234028,7.1181006194578424,7.1181006194576355,0.0,126470.88162307914,0.0,408522.8142766657
20,W_bldg2_020,cp_only,72.0,W,0.0,0.0,4210.684173109477,1532.4762801155405,0.0,1532.4762801155405,0.0,0.0,0.0,0.0,21.55713016986636,15945.204650847443,0.0,20155.88882395692,0.0,0.0,0.0,-554428.3274188195,0.0,0.0,0.0,989.582867914446,387399.24358882674,5.412954376833987,36582.23092794399,126283.49681916628,95.5249129644971,95.5249129644969,5.170719957278603,5.170719957278408,0.0,130494.18099227575,0.0,408522.8142766657
21,W_bldg2_021,cp_only,72.0,W,0.0,0.0,2418.026532289163,1532.4762801155405,0.0,1532.4762801155405,0.0,0.0,0.0,0.0,21.55713016986636,15945.204650847443,0.0,18363.231183136606,0.0,0.0,0.0,-960154.3405554252,0.0,0.0,0.0,989.582867914446,387399.24358882674,5.412954376833987,36582.23092794399,126283.49681916628,95.5249129644971,95.5249129644969,5.170719957278603,5.170719957278408,0.0,128701.52335145544,0.0,408522.8142766657
22,W_bldg2_022,cp_only,72.0,W,0.0,0.0,2825.2326603062525,1532.4762801155405,0.0,1532.4762801155405,0.0,0.0,0.0,0.0,21.55713016986636,15945.204650847443,0.0,18770.437311153695,0.0,0.0,0.0,-1270602.3899329482,0.0,0.0,0.0,989.582867914446,387399.24358882674,5.412954376833987,36582.23092794399,126283.49681916628,95.5249129644971,95.5249129644969,5.170719957278603,5.170719957278408,0.0,129108.72947947253,0.0,408522.8142766657
