scenario,scenario_label,arrangement,number_of_households,load_folder,en_opex,en_capex_repayment,pv_capex_repayment,average_hh_bill$,average_hh_solar_bill$,average_hh_total$,central_battery_SOH_mean,central_battery_capacity_kWh_mean,central_battery_cycles_mean,checksum_total_payments$_mean,cp_ratio_mean,cust_bill_cp_mean,cust_solar_bill_cp_mean,cust_total$_cp_mean,eno$_bat_capex_repay_mean,eno$_demand_charge_mean,eno$_energy_bill_mean,eno$_npv_building_mean,eno$_receipts_from_residents_mean,eno$_total_payment_mean,eno_net$_mean,export_kWh_mean,import_kWh_mean,pv_ratio_mean,retailer_bill$_mean,retailer_receipt$_mean,self-consumption_mean,self-consumption_OLD_mean,self-sufficiency_mean,self-sufficiency_OLD_mean,solar_retailer_profit_mean,total$_building_costs_mean,total_battery_losses_mean,total_building_load_mean,pv_filename,load_folder_y,arrangement_y,pv_cap_id,pv_capex_scaleable,cp,all_residents,parent,network_tariff,en_capex_id,a_term,a_rate,pv_scaleable,pv_kW_peak,pv_name,kwp,kwp_unit,npv_unit,bau_npv,npv_u_cf_bau,average_hh_bill_saving,average_hh_total_saving,bau_scenario,annual_generation,emissions_avoided_kg,carbon_offset_$,annual_carbon_offset_$_unit,total_carbon_offset_$_unit,npv_u_cf_bau_pa,total_npv_cf_bau_pa,site_tag,system_tag
147,W_bldg2_147,btm_p_c,72.0,W,4371.24,4123.422004576006,20996.84559550184,1044.8810343443722,370.76915804887017,1415.65019239324,0.0,0.0,0.0,2.60770320892334e-10,21.55713016986636,12224.565979957957,7551.4551313140255,19776.021111271984,0.0,0.0,0.0,-1197718.49347284,0.0,0.0,0.0,62433.32131584376,275558.41061500646,47.83030914037845,33384.37729438518,87456.00045275278,68.04808176603298,68.04808176603291,32.54760787279108,32.54760787279096,4755.326910754815,121702.83496358518,0.0,408522.8142766657,W_max_pv.csv,W,btm_p_c,W_max_pv,False,SIT_15_FIT8_ppa2,SIT_15_FIT8_ppa2,TIDNULL,EA305,ppa_1,15,0.06,,,W_max_pv,143.0,1.9861111111111112,-16634.979076011667,-18126.277801920518,1491.2987259088513,116.8260877222981,116.82608772230037,2.0,195397.72497750373,151433.23685756538,12043.485327282175,167.27062954558576,2509.0594431837862,99.41991506059009,7158.233884362486,a72_cp22,a72_cp22_pv143
148,W_bldg2_148,btm_p_c,72.0,W,4371.24,3500.7687241477433,17826.2375970539,1044.8810343443722,370.76915804887017,1415.65019239324,0.0,0.0,0.0,2.60770320892334e-10,21.55713016986636,12224.565979957957,7551.4551313140255,19776.021111271984,0.0,0.0,0.0,-1412550.805279588,0.0,0.0,0.0,62433.32131584376,275558.41061500646,47.83030914037845,33384.37729438518,87456.00045275278,68.04808176603298,68.04808176603291,32.54760787279108,32.54760787279096,8548.588189631017,121702.83496358518,0.0,408522.8142766657,W_max_pv.csv,W,btm_p_c,W_max_pv,False,SIT_15_FIT8_ppa2,SIT_15_FIT8_ppa2,TIDNULL,EA305,ppa_1,20,0.06,,,W_max_pv,143.0,1.9861111111111112,-19618.761184438725,-21377.551106841078,1758.789922402353,116.8260877222981,116.82608772230037,3.0,195397.72497750373,151433.23685756538,12043.485327282175,167.27062954558576,3345.412590911715,87.93949612011765,6331.643720648471,a72_cp22,a72_cp22_pv143
149,W_bldg2_149,btm_p_c,72.0,W,4371.24,3148.3143682188183,19458.933207104918,1044.8810343443722,370.76915804887017,1415.65019239324,0.0,0.0,0.0,2.60770320892334e-10,21.55713016986636,12224.565979957957,7551.4551313140255,19776.021111271984,0.0,0.0,0.0,-1571821.5081080075,0.0,0.0,0.0,62433.32131584376,275558.41061500646,47.83030914037845,33384.37729438518,87456.00045275278,68.04808176603298,68.04808176603291,32.54760787279108,32.54760787279096,7268.346935508931,121702.83496358518,0.0,408522.8142766657,W_max_pv.csv,W,btm_p_c,W_max_pv,False,SIT_15_FIT8_ppa2,SIT_15_FIT8_ppa2,TIDNULL,EA305,ppa_1,25,0.06,,,W_max_pv,143.0,1.9861111111111112,-21830.854279277883,-23787.954737500655,1957.1004582227724,116.8260877222981,116.82608772230037,4.0,195397.72497750373,151433.23685756538,12043.485327282175,167.27062954558576,4181.765738639644,78.2840183289109,5636.449319681585,a72_cp22,a72_cp22_pv143
150,W_bldg2_150,btm_p_c,72.0,W,4371.24,9446.780139339831,37819.59966392876,1018.6552394876248,396.99495290561606,1415.65019239324,0.0,0.0,0.0,5.587935447692871e-11,21.55713016986636,11615.49035701,8160.530754261982,19776.021111271984,0.0,0.0,0.0,-517076.6904539842,0.0,0.0,0.0,62433.32131584376,275558.41061500646,47.83030914037845,33384.37729438518,84958.66760011885,68.04808176603298,68.04808176603291,32.54760787279108,32.54760787279096,-14893.452439802208,121702.83496358519,0.0,408522.8142766657,W_max_pv.csv,W,btm_p_c,W_max_pv,False,SIT_15_FIT12_ppa2,SIT_15_FIT12_ppa2,TIDNULL,EA305,ppa_1,5,0.06,,,W_max_pv,143.0,1.9861111111111112,-7181.620700749781,-7825.441276180068,643.8205754302871,116.82608772229958,116.82608772230037,0.0,195397.72497750373,151433.23685756538,12043.485327282175,167.27062954558576,836.3531477279288,128.76411508605742,9271.016286196134,a72_cp22,a72_cp22_pv143
151,W_bldg2_151,btm_p_c,72.0,W,4371.24,5424.905806876845,21718.274671833577,1018.6552394876248,396.99495290561606,1415.65019239324,0.0,0.0,0.0,5.587935447692871e-11,21.55713016986636,11615.49035701,8160.530754261982,19776.021111271984,0.0,0.0,0.0,-907941.896919788,0.0,0.0,0.0,62433.32131584376,275558.41061500646,47.83030914037845,33384.37729438518,84958.66760011885,68.04808176603298,68.04808176603291,32.54760787279108,32.54760787279096,5229.746884755968,121702.83496358519,0.0,408522.8142766657,W_max_pv.csv,W,btm_p_c,W_max_pv,False,SIT_15_FIT12_ppa2,SIT_15_FIT12_ppa2,TIDNULL,EA305,ppa_1,10,0.06,,,W_max_pv,143.0,1.9861111111111112,-12610.304123885944,-13740.797308598916,1130.493184712972,116.82608772229958,116.82608772230037,1.0,195397.72497750373,151433.23685756538,12043.485327282175,167.27062954558576,1672.7062954558576,113.0493184712972,8139.550929933398,a72_cp22,a72_cp22_pv143
152,W_bldg2_152,btm_p_c,72.0,W,4371.24,4123.422004576006,20996.84559550184,1018.6552394876248,396.99495290561606,1415.65019239324,0.0,0.0,0.0,5.587935447692871e-11,21.55713016986636,11615.49035701,8160.530754261982,19776.021111271984,0.0,0.0,0.0,-1197718.4934728404,0.0,0.0,0.0,62433.32131584376,275558.41061500646,47.83030914037845,33384.37729438518,84958.66760011885,68.04808176603298,68.04808176603291,32.54760787279108,32.54760787279096,7252.65976338854,121702.83496358519,0.0,408522.8142766657,W_max_pv.csv,W,btm_p_c,W_max_pv,False,SIT_15_FIT12_ppa2,SIT_15_FIT12_ppa2,TIDNULL,EA305,ppa_1,15,0.06,,,W_max_pv,143.0,1.9861111111111112,-16634.979076011674,-18126.277801920518,1491.298725908844,116.82608772229958,116.82608772230037,2.0,195397.72497750373,151433.23685756538,12043.485327282175,167.27062954558576,2509.0594431837862,99.4199150605896,7158.233884362451,a72_cp22,a72_cp22_pv143
153,W_bldg2_153,btm_p_c,72.0,W,4371.24,3500.7687241477433,17826.2375970539,1018.6552394876248,396.99495290561606,1415.65019239324,0.0,0.0,0.0,3.725290298461914e-11,21.55713016986636,11615.49035701,8160.530754261982,19776.021111271984,0.0,0.0,0.0,-1412550.8052795883,0.0,0.0,0.0,62433.32131584376,275558.41061500646,47.83030914037845,33384.37729438518,84958.66760011885,68.04808176603298,68.04808176603291,32.54760787279108,32.54760787279096,11045.921042264741,121702.83496358519,0.0,408522.8142766657,W_max_pv.csv,W,btm_p_c,W_max_pv,False,SIT_15_FIT12_ppa2,SIT_15_FIT12_ppa2,TIDNULL,EA305,ppa_1,20,0.06,,,W_max_pv,143.0,1.9861111111111112,-19618.76118443873,-21377.551106841078,1758.7899224023495,116.82608772229958,116.82608772230037,3.0,195397.72497750373,151433.23685756538,12043.485327282175,167.27062954558576,3345.412590911715,87.93949612011747,6331.643720648458,a72_cp22,a72_cp22_pv143
154,W_bldg2_154,btm_p_c,72.0,W,4371.24,3148.3143682188183,19458.933207104918,1018.6552394876248,396.99495290561606,1415.65019239324,0.0,0.0,0.0,5.587935447692871e-11,21.55713016986636,11615.49035701,8160.530754261982,19776.021111271984,0.0,0.0,0.0,-1571821.5081080082,0.0,0.0,0.0,62433.32131584376,275558.41061500646,47.83030914037845,33384.37729438518,84958.66760011885,68.04808176603298,68.04808176603291,32.54760787279108,32.54760787279096,9765.679788142656,121702.83496358519,0.0,408522.8142766657,W_max_pv.csv,W,btm_p_c,W_max_pv,False,SIT_15_FIT12_ppa2,SIT_15_FIT12_ppa2,TIDNULL,EA305,ppa_1,25,0.06,,,W_max_pv,143.0,1.9861111111111112,-21830.85427927789,-23787.954737500655,1957.1004582227652,116.82608772229958,116.82608772230037,4.0,195397.72497750373,151433.23685756538,12043.485327282175,167.27062954558576,4181.765738639644,78.2840183289106,5636.449319681564,a72_cp22,a72_cp22_pv143
155,W_bldg2_155,btm_p_c,72.0,W,4371.24,9446.780139339831,28959.763379022374,1134.655971390074,259.11595283927727,1393.77192422935,0.0,0.0,0.0,-5.587935447692871e-11,21.55713016986636,14108.422139967995,5219.616201560588,19328.038341528583,0.0,0.0,0.0,-508480.6794578906,0.0,0.0,0.0,36178.318422047414,287937.13343834085,38.373376903794544,33695.81880490485,95803.65208005327,76.92179416655611,76.92179416655613,29.51748999669362,29.517489996693328,-18901.81871237366,119679.61688604187,0.0,408522.8142766657,W_best_fit.csv,W,btm_p_c,W_best_fit,False,SIT_15_ppa1,SIT_15_ppa1,TIDNULL,EA305,ppa_1,5,0.06,,,W_best_fit,109.5,1.5208333333333333,-7062.23165913737,-7825.441276180068,763.2096170426976,138.7043558861892,138.70435588619057,0.0,156763.99926037298,121492.09942678905,9662.266667412534,134.19814815850742,670.990740792537,152.64192340853953,10990.218485414845,a72_cp22,a72_cp22_pv109
156,W_bldg2_156,btm_p_c,72.0,W,4371.24,5424.905806876845,16630.42710885158,1134.655971390074,259.11595283927727,1393.77192422935,0.0,0.0,0.0,-5.587935447692871e-11,21.55713016986636,14108.422139967995,5219.616201560588,19328.038341528583,0.0,0.0,0.0,-892848.0459034444,0.0,0.0,0.0,36178.318422047414,287937.13343834085,38.373376903794544,33695.81880490485,95803.65208005327,76.92179416655611,76.92179416655613,29.51748999669362,29.517489996693328,-2550.6081097398746,119679.61688604187,0.0,408522.8142766657,W_best_fit.csv,W,btm_p_c,W_best_fit,False,SIT_15_ppa1,SIT_15_ppa1,TIDNULL,EA305,ppa_1,10,0.06,,,W_best_fit,109.5,1.5208333333333333,-12400.667304214505,-13740.797308598916,1340.1300043844112,138.7043558861892,138.70435588619057,1.0,156763.99926037298,121492.09942678905,9662.266667412534,134.19814815850742,1341.981481585074,134.0130004384411,9648.93603156776,a72_cp22,a72_cp22_pv109
157,W_bldg2_157,btm_p_c,72.0,W,4371.24,4123.422004576006,16078.004144807352,1134.655971390074,259.11595283927727,1393.77192422935,0.0,0.0,0.0,-7.450580596923828e-11,21.55713016986636,14108.422139967995,5219.616201560588,19328.038341528583,0.0,0.0,0.0,-1177807.3245298392,0.0,0.0,0.0,36178.318422047414,287937.13343834085,38.373376903794544,33695.81880490485,95803.65208005327,76.92179416655611,76.92179416655613,29.51748999669362,29.517489996693328,-696.7013433948067,119679.61688604187,0.0,408522.8142766657,W_best_fit.csv,W,btm_p_c,W_best_fit,False,SIT_15_ppa1,SIT_15_ppa1,TIDNULL,EA305,ppa_1,15,0.06,,,W_best_fit,109.5,1.5208333333333333,-16358.435062914434,-18126.277801920518,1767.8427390060842,138.7043558861892,138.70435588619057,2.0,156763.99926037298,121492.09942678905,9662.266667412534,134.19814815850742,2012.9722223776114,117.85618260040562,8485.645147229205,a72_cp22,a72_cp22_pv109
158,W_bldg2_158,btm_p_c,72.0,W,4371.24,3500.7687241477433,13650.16095718463,1134.655971390074,259.11595283927727,1393.77192422935,0.0,0.0,0.0,-5.587935447692871e-11,21.55713016986636,14108.422139967995,5219.616201560588,19328.038341528583,0.0,0.0,0.0,-1389068.210765294,0.0,0.0,0.0,36178.318422047414,287937.13343834085,38.373376903794544,33695.81880490485,95803.65208005327,76.92179416655611,76.92179416655613,29.51748999669362,29.517489996693328,2353.795124656181,119679.61688604187,0.0,408522.8142766657,W_best_fit.csv,W,btm_p_c,W_best_fit,False,SIT_15_ppa1,SIT_15_ppa1,TIDNULL,EA305,ppa_1,20,0.06,,,W_best_fit,109.5,1.5208333333333333,-19292.61403840686,-21377.551106841078,2084.9370684342175,138.7043558861892,138.70435588619057,3.0,156763.99926037298,121492.09942678905,9662.266667412534,134.19814815850742,2683.962963170148,104.24685342171088,7505.773446363183,a72_cp22,a72_cp22_pv109
159,W_bldg2_159,btm_p_c,72.0,W,4371.24,3148.3143682188183,14900.3719313146,1134.655971390074,259.11595283927727,1393.77192422935,0.0,0.0,0.0,-7.450580596923828e-11,21.55713016986636,14108.422139967995,5219.616201560588,19328.038341528583,0.0,0.0,0.0,-1545691.1579742013,0.0,0.0,0.0,36178.318422047414,287937.13343834085,38.373376903794544,33695.81880490485,95803.65208005327,76.92179416655611,76.92179416655613,29.51748999669362,29.517489996693328,1456.0385064551328,119679.61688604187,0.0,408522.8142766657,W_best_fit.csv,W,btm_p_c,W_best_fit,False,SIT_15_ppa1,SIT_15_ppa1,TIDNULL,EA305,ppa_1,25,0.06,,,W_best_fit,109.5,1.5208333333333333,-21467.932749641684,-23787.954737500655,2320.0219878589705,138.7043558861892,138.70435588619057,4.0,156763.99926037298,121492.09942678905,9662.266667412534,134.19814815850742,3354.9537039626857,92.80087951435883,6681.6633250338355,a72_cp22,a72_cp22_pv109
160,W_bldg2_160,btm_p_c,72.0,W,4371.24,9446.780139339831,28959.763379022374,1104.4736524603713,289.29827176897925,1393.77192422935,0.0,0.0,0.0,-1.1175870895385742e-10,21.55713016986636,13387.283629142727,5940.754712385855,19328.038341528583,0.0,0.0,0.0,-508480.6794578906,0.0,0.0,0.0,36178.318422047414,287937.13343834085,38.373376903794544,33695.81880490485,92909.3866062894,76.92179416655611,76.92179416655613,29.51748999669362,29.517489996693328,-16007.553238609818,119679.61688604187,0.0,408522.8142766657,W_best_fit.csv,W,btm_p_c,W_best_fit,False,SIT_15_FIT8_ppa1,SIT_15_FIT8_ppa1,TIDNULL,EA305,ppa_1,5,0.06,,,W_best_fit,109.5,1.5208333333333333,-7062.23165913737,-7825.441276180068,763.2096170426976,138.7043558861899,138.70435588619057,0.0,156763.99926037298,121492.09942678905,9662.266667412534,134.19814815850742,670.990740792537,152.64192340853953,10990.218485414845,a72_cp22,a72_cp22_pv109
161,W_bldg2_161,btm_p_c,72.0,W,4371.24,5424.905806876845,16630.42710885158,1104.4736524603713,289.29827176897925,1393.77192422935,0.0,0.0,0.0,-1.1175870895385742e-10,21.55713016986636,13387.283629142727,5940.754712385855,19328.038341528583,0.0,0.0,0.0,-892848.0459034444,0.0,0.0,0.0,36178.318422047414,287937.13343834085,38.373376903794544,33695.81880490485,92909.3866062894,76.92179416655611,76.92179416655613,29.51748999669362,29.517489996693328,343.65736402396584,119679.61688604187,0.0,408522.8142766657,W_best_fit.csv,W,btm_p_c,W_best_fit,False,SIT_15_FIT8_ppa1,SIT_15_FIT8_ppa1,TIDNULL,EA305,ppa_1,10,0.06,,,W_best_fit,109.5,1.5208333333333333,-12400.667304214505,-13740.797308598916,1340.1300043844112,138.7043558861899,138.70435588619057,1.0,156763.99926037298,121492.09942678905,9662.266667412534,134.19814815850742,1341.981481585074,134.0130004384411,9648.93603156776,a72_cp22,a72_cp22_pv109
162,W_bldg2_162,btm_p_c,72.0,W,4371.24,4123.422004576006,16078.004144807352,1104.4736524603713,289.29827176897925,1393.77192422935,0.0,0.0,0.0,-1.1175870895385742e-10,21.55713016986636,13387.283629142727,5940.754712385855,19328.038341528583,0.0,0.0,0.0,-1177807.3245298392,0.0,0.0,0.0,36178.318422047414,287937.13343834085,38.373376903794544,33695.81880490485,92909.3866062894,76.92179416655611,76.92179416655613,29.51748999669362,29.517489996693328,2197.5641303690336,119679.61688604187,0.0,408522.8142766657,W_best_fit.csv,W,btm_p_c,W_best_fit,False,SIT_15_FIT8_ppa1,SIT_15_FIT8_ppa1,TIDNULL,EA305,ppa_1,15,0.06,,,W_best_fit,109.5,1.5208333333333333,-16358.435062914434,-18126.277801920518,1767.8427390060842,138.7043558861899,138.70435588619057,2.0,156763.99926037298,121492.09942678905,9662.266667412534,134.19814815850742,2012.9722223776114,117.85618260040562,8485.645147229205,a72_cp22,a72_cp22_pv109
163,W_bldg2_163,btm_p_c,72.0,W,4371.24,3500.7687241477433,13650.16095718463,1104.4736524603713,289.29827176897925,1393.77192422935,0.0,0.0,0.0,-1.1175870895385742e-10,21.55713016986636,13387.283629142727,5940.754712385855,19328.038341528583,0.0,0.0,0.0,-1389068.210765294,0.0,0.0,0.0,36178.318422047414,287937.13343834085,38.373376903794544,33695.81880490485,92909.3866062894,76.92179416655611,76.92179416655613,29.51748999669362,29.517489996693328,5248.060598420021,119679.61688604187,0.0,408522.8142766657,W_best_fit.csv,W,btm_p_c,W_best_fit,False,SIT_15_FIT8_ppa1,SIT_15_FIT8_ppa1,TIDNULL,EA305,ppa_1,20,0.06,,,W_best_fit,109.5,1.5208333333333333,-19292.61403840686,-21377.551106841078,2084.9370684342175,138.7043558861899,138.70435588619057,3.0,156763.99926037298,121492.09942678905,9662.266667412534,134.19814815850742,2683.962963170148,104.24685342171088,7505.773446363183,a72_cp22,a72_cp22_pv109
164,W_bldg2_164,btm_p_c,72.0,W,4371.24,3148.3143682188183,14900.3719313146,1104.4736524603713,289.29827176897925,1393.77192422935,0.0,0.0,0.0,-1.1175870895385742e-10,21.55713016986636,13387.283629142727,5940.754712385855,19328.038341528583,0.0,0.0,0.0,-1545691.1579742013,0.0,0.0,0.0,36178.318422047414,287937.13343834085,38.373376903794544,33695.81880490485,92909.3866062894,76.92179416655611,76.92179416655613,29.51748999669362,29.517489996693328,4350.303980218972,119679.61688604187,0.0,408522.8142766657,W_best_fit.csv,W,btm_p_c,W_best_fit,False,SIT_15_FIT8_ppa1,SIT_15_FIT8_ppa1,TIDNULL,EA305,ppa_1,25,0.06,,,W_best_fit,109.5,1.5208333333333333,-21467.932749641684,-23787.954737500655,2320.0219878589705,138.7043558861899,138.70435588619057,4.0,156763.99926037298,121492.09942678905,9662.266667412534,134.19814815850742,3354.9537039626857,92.80087951435883,6681.6633250338355,a72_cp22,a72_cp22_pv109
165,W_bldg2_165,btm_p_c,72.0,W,4371.24,9446.780139339831,28959.763379022374,1089.3824929955217,304.3894312338298,1393.77192422935,0.0,0.0,0.0,-1.30385160446167e-10,21.55713016986636,13026.714373730096,6301.3239677984875,19328.038341528583,0.0,0.0,0.0,-508480.6794578906,0.0,0.0,0.0,36178.318422047414,287937.13343834085,38.373376903794544,33695.81880490485,91462.25386940756,76.92179416655611,76.92179416655613,29.51748999669362,29.517489996693328,-14560.420501728026,119679.61688604187,0.0,408522.8142766657,W_best_fit.csv,W,btm_p_c,W_best_fit,False,SIT_15_FIT12_ppa1,SIT_15_FIT12_ppa1,TIDNULL,EA305,ppa_1,5,0.06,,,W_best_fit,109.5,1.5208333333333333,-7062.23165913737,-7825.441276180068,763.2096170426976,138.70435588618898,138.70435588619057,0.0,156763.99926037298,121492.09942678905,9662.266667412534,134.19814815850742,670.990740792537,152.64192340853953,10990.218485414845,a72_cp22,a72_cp22_pv109
166,W_bldg2_166,btm_p_c,72.0,W,4371.24,5424.905806876845,16630.42710885158,1089.3824929955217,304.3894312338298,1393.77192422935,0.0,0.0,0.0,-1.30385160446167e-10,21.55713016986636,13026.714373730096,6301.3239677984875,19328.038341528583,0.0,0.0,0.0,-892848.0459034444,0.0,0.0,0.0,36178.318422047414,287937.13343834085,38.373376903794544,33695.81880490485,91462.25386940756,76.92179416655611,76.92179416655613,29.51748999669362,29.517489996693328,1790.7901009057605,119679.61688604187,0.0,408522.8142766657,W_best_fit.csv,W,btm_p_c,W_best_fit,False,SIT_15_FIT12_ppa1,SIT_15_FIT12_ppa1,TIDNULL,EA305,ppa_1,10,0.06,,,W_best_fit,109.5,1.5208333333333333,-12400.667304214505,-13740.797308598916,1340.1300043844112,138.70435588618898,138.70435588619057,1.0,156763.99926037298,121492.09942678905,9662.266667412534,134.19814815850742,1341.981481585074,134.0130004384411,9648.93603156776,a72_cp22,a72_cp22_pv109
167,W_bldg2_167,btm_p_c,72.0,W,4371.24,4123.422004576006,16078.004144807352,1089.3824929955217,304.3894312338298,1393.77192422935,0.0,0.0,0.0,-1.4901161193847657e-10,21.55713016986636,13026.714373730096,6301.3239677984875,19328.038341528583,0.0,0.0,0.0,-1177807.3245298392,0.0,0.0,0.0,36178.318422047414,287937.13343834085,38.373376903794544,33695.81880490485,91462.25386940756,76.92179416655611,76.92179416655613,29.51748999669362,29.517489996693328,3644.6968672508283,119679.61688604187,0.0,408522.8142766657,W_best_fit.csv,W,btm_p_c,W_best_fit,False,SIT_15_FIT12_ppa1,SIT_15_FIT12_ppa1,TIDNULL,EA305,ppa_1,15,0.06,,,W_best_fit,109.5,1.5208333333333333,-16358.435062914434,-18126.277801920518,1767.8427390060842,138.70435588618898,138.70435588619057,2.0,156763.99926037298,121492.09942678905,9662.266667412534,134.19814815850742,2012.9722223776114,117.85618260040562,8485.645147229205,a72_cp22,a72_cp22_pv109
168,W_bldg2_168,btm_p_c,72.0,W,4371.24,3500.7687241477433,13650.16095718463,1089.3824929955217,304.3894312338298,1393.77192422935,0.0,0.0,0.0,-1.30385160446167e-10,21.55713016986636,13026.714373730096,6301.3239677984875,19328.038341528583,0.0,0.0,0.0,-1389068.210765294,0.0,0.0,0.0,36178.318422047414,287937.13343834085,38.373376903794544,33695.81880490485,91462.25386940756,76.92179416655611,76.92179416655613,29.51748999669362,29.517489996693328,6695.193335301817,119679.61688604187,0.0,408522.8142766657,W_best_fit.csv,W,btm_p_c,W_best_fit,False,SIT_15_FIT12_ppa1,SIT_15_FIT12_ppa1,TIDNULL,EA305,ppa_1,20,0.06,,,W_best_fit,109.5,1.5208333333333333,-19292.61403840686,-21377.551106841078,2084.9370684342175,138.70435588618898,138.70435588619057,3.0,156763.99926037298,121492.09942678905,9662.266667412534,134.19814815850742,2683.962963170148,104.24685342171088,7505.773446363183,a72_cp22,a72_cp22_pv109
169,W_bldg2_169,btm_p_c,72.0,W,4371.24,3148.3143682188183,14900.3719313146,1089.3824929955217,304.3894312338298,1393.77192422935,0.0,0.0,0.0,-1.4901161193847657e-10,21.55713016986636,13026.714373730096,6301.3239677984875,19328.038341528583,0.0,0.0,0.0,-1545691.1579742013,0.0,0.0,0.0,36178.318422047414,287937.13343834085,38.373376903794544,33695.81880490485,91462.25386940756,76.92179416655611,76.92179416655613,29.51748999669362,29.517489996693328,5797.436717100767,119679.61688604187,0.0,408522.8142766657,W_best_fit.csv,W,btm_p_c,W_best_fit,False,SIT_15_FIT12_ppa1,SIT_15_FIT12_ppa1,TIDNULL,EA305,ppa_1,25,0.06,,,W_best_fit,109.5,1.5208333333333333,-21467.932749641684,-23787.954737500655,2320.0219878589705,138.70435588618898,138.70435588619057,4.0,156763.99926037298,121492.09942678905,9662.266667412534,134.19814815850742,3354.9537039626857,92.80087951435883,6681.6633250338355,a72_cp22,a72_cp22_pv109
170,W_bldg2_170,btm_p_c,72.0,W,4371.24,9446.780139339831,28959.763379022374,1134.655971390074,287.90661426586337,1422.5625856559354,0.0,0.0,0.0,0.0,21.55713016986636,14108.422139967995,5799.573557289542,19907.995697257542,0.0,0.0,0.0,-519751.9451208384,0.0,0.0,0.0,36178.318422047414,287937.13343834085,38.373376903794544,33695.81880490485,95803.65208005327,76.92179416655611,76.92179416655613,29.51748999669362,29.517489996693328,-16248.933733930444,122332.50186448506,0.0,408522.8142766657,W_best_fit.csv,W,btm_p_c,W_best_fit,False,SIT_15_ppa2,SIT_15_ppa2,TIDNULL,EA305,ppa_1,5,0.06,,,W_best_fit,109.5,1.5208333333333333,-7218.777015567201,-7825.441276180068,606.6642606128671,109.91369445960311,109.91369445960504,0.0,156763.99926037298,121492.09942678905,9662.266667412534,134.19814815850742,670.990740792537,121.33285212257343,8735.965352825287,a72_cp22,a72_cp22_pv109
171,W_bldg2_171,btm_p_c,72.0,W,4371.24,5424.905806876845,16630.42710885158,1134.655971390074,287.90661426586337,1422.5625856559354,0.0,0.0,0.0,0.0,21.55713016986636,14108.422139967995,5799.573557289542,19907.995697257542,0.0,0.0,0.0,-912639.4124756231,0.0,0.0,0.0,36178.318422047414,287937.13343834085,38.373376903794544,33695.81880490485,95803.65208005327,76.92179416655611,76.92179416655613,29.51748999669362,29.517489996693328,102.27686870334206,122332.50186448506,0.0,408522.8142766657,W_best_fit.csv,W,btm_p_c,W_best_fit,False,SIT_15_ppa2,SIT_15_ppa2,TIDNULL,EA305,ppa_1,10,0.06,,,W_best_fit,109.5,1.5208333333333333,-12675.547395494765,-13740.797308598916,1065.2499131041513,109.91369445960311,109.91369445960504,1.0,156763.99926037298,121492.09942678905,9662.266667412534,134.19814815850742,1341.981481585074,106.52499131041513,7669.799374349889,a72_cp22,a72_cp22_pv109
172,W_bldg2_172,btm_p_c,72.0,W,4371.24,4123.422004576006,16078.004144807352,1134.655971390074,287.90661426586337,1422.5625856559354,0.0,0.0,0.0,0.0,21.55713016986636,14108.422139967995,5799.573557289542,19907.995697257542,0.0,0.0,0.0,-1203915.2570253178,0.0,0.0,0.0,36178.318422047414,287937.13343834085,38.373376903794544,33695.81880490485,95803.65208005327,76.92179416655611,76.92179416655613,29.51748999669362,29.517489996693328,1956.18363504841,122332.50186448506,0.0,408522.8142766657,W_best_fit.csv,W,btm_p_c,W_best_fit,False,SIT_15_ppa2,SIT_15_ppa2,TIDNULL,EA305,ppa_1,15,0.06,,,W_best_fit,109.5,1.5208333333333333,-16721.045236462745,-18126.277801920518,1405.2325654577726,109.91369445960311,109.91369445960504,2.0,156763.99926037298,121492.09942678905,9662.266667412534,134.19814815850742,2012.9722223776114,93.68217103051818,6745.116314197308,a72_cp22,a72_cp22_pv109
173,W_bldg2_173,btm_p_c,72.0,W,4371.24,3500.7687241477433,13650.16095718463,1134.655971390074,287.90661426586337,1422.5625856559354,0.0,0.0,0.0,0.0,21.55713016986636,14108.422139967995,5799.573557289542,19907.995697257542,0.0,0.0,0.0,-1419859.0696120514,0.0,0.0,0.0,36178.318422047414,287937.13343834085,38.373376903794544,33695.81880490485,95803.65208005327,76.92179416655611,76.92179416655613,29.51748999669362,29.517489996693328,5006.680103099398,122332.50186448506,0.0,408522.8142766657,W_best_fit.csv,W,btm_p_c,W_best_fit,False,SIT_15_ppa2,SIT_15_ppa2,TIDNULL,EA305,ppa_1,20,0.06,,,W_best_fit,109.5,1.5208333333333333,-19720.264855722937,-21377.551106841078,1657.286251118141,109.91369445960311,109.91369445960504,3.0,156763.99926037298,121492.09942678905,9662.266667412534,134.19814815850742,2683.962963170148,82.86431255590705,5966.230504025308,a72_cp22,a72_cp22_pv109
