,central_battery_SOH,central_battery_capacity_kWh,central_battery_cycles,checksum_total_payments$,cp_ratio,cust_bill_T01,cust_bill_T02,cust_bill_T03,cust_bill_T04,cust_bill_T05,cust_bill_T06,cust_bill_T07,cust_bill_T08,cust_bill_T09,cust_bill_T10,cust_bill_T11,cust_bill_T12_A,cust_bill_T13_A,cust_bill_T14_A,cust_bill_T15_A,cust_bill_cp,cust_solar_bill_T01,cust_solar_bill_T02,cust_solar_bill_T03,cust_solar_bill_T04,cust_solar_bill_T05,cust_solar_bill_T06,cust_solar_bill_T07,cust_solar_bill_T08,cust_solar_bill_T09,cust_solar_bill_T10,cust_solar_bill_T11,cust_solar_bill_T12_A,cust_solar_bill_T13_A,cust_solar_bill_T14_A,cust_solar_bill_T15_A,cust_solar_bill_cp,cust_total$_T01,cust_total$_T02,cust_total$_T03,cust_total$_T04,cust_total$_T05,cust_total$_T06,cust_total$_T07,cust_total$_T08,cust_total$_T09,cust_total$_T10,cust_total$_T11,cust_total$_T12_A,cust_total$_T13_A,cust_total$_T14_A,cust_total$_T15_A,cust_total$_cp,eno$_bat_capex_repay,eno$_demand_charge,eno$_energy_bill,eno$_npv_building,eno$_receipts_from_residents,eno$_total_payment,eno_net$,export_kWh,import_kWh,pv_ratio,retailer_bill$,retailer_receipt$,self-consumption,self-consumption_OLD,self-sufficiency,self-sufficiency_OLD,solar_retailer_profit,total$_building_costs,total_battery_losses,total_building_load
T_building_profile_kWh.csv,0.0,0.0,0.0,0.0,5.101381960911605,1629.784706420292,1105.0379373318633,1823.103373599823,1042.003297719166,3903.759963136,1934.4831619442723,1357.3692655284942,1943.6319423849534,1301.3259034134244,1134.5185421446802,1461.7203523324142,1370.034529533072,1370.034529533072,1370.034529533072,1370.034529533072,772.471671102829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1629.784706420292,1105.0379373318633,1823.103373599823,1042.003297719166,3903.759963136,1934.4831619442723,1357.3692655284942,1943.6319423849534,1301.3259034134244,1134.5185421446802,1461.7203523324142,1370.034529533072,1370.034529533072,1370.034529533072,1370.034529533072,3980.520095208782,0.0,0.0,0.0,-209615.52480665257,0.0,0.0,0.0,30259.47555980991,75737.02007559201,41.27101141897281,8458.826722113434,24889.348235190493,5.31704608363849,5.3170460836382745,2.194398696330488,2.1943986963303956,0.0,28097.396659296443,0.0,77436.28081222216
