,net_participant_export,central_battery_export,unallocated_local_solar,unallocated_central_battery_load,gross_participant_grid_import,gross_participant_local_solar_import,gross_participant_central_battery_import,net_network_export
2017-02-26 10:00:00,-3.9954000000000014,0.0,2.976733333333333,0.0,3.9954000000000014,1.9488666666666663,0,-3.9954000000000014
2017-02-26 10:30:00,-2.616499999999999,0.0,3.740416666666668,0.0,2.616499999999999,2.3980833333333336,0,-2.616499999999999
2017-02-26 11:00:00,-5.796000000000001,0.0,2.890333333333333,0.0,5.796000000000001,2.0076666666666667,0,-5.796000000000001
2017-02-26 11:30:00,-5.681,0.0,2.944666666666667,0.0,5.681,2.0633333333333335,0,-5.681
