,grid_import_revenue_fixed,grid_import_revenue_variable,local_solar_import_revenue,central_battery_import_revenue,total_revenue
2017-02-26 10:00:00,0.17849791666666667,0.0,0.0,0,0.17849791666666667
2017-02-26 10:30:00,0.17849791666666667,0.0,0.0,0,0.17849791666666667
2017-02-26 11:00:00,0.17849791666666667,0.0,0.0,0,0.17849791666666667
2017-02-26 11:30:00,0.17849791666666667,0.5321777563333333,0.0,0,0.710675673
