,net_participant_export,central_battery_export,unallocated_local_solar,unallocated_central_battery_load,gross_participant_grid_import,gross_participant_local_solar_import,gross_participant_central_battery_import,net_network_export
2017-02-26 04:00:00,3.446499999999999,0,9.129714285714288,0,0,2.8317857142857146,0,3.446499999999999
2017-02-26 04:30:00,1.804500000000001,0,7.333571428571428,0,0,2.6829285714285716,0,1.804500000000001
