,central_battery_SOH,central_battery_capacity_kWh,central_battery_cycles,checksum_total_payments$,cp_ratio,cust_bill_cp,cust_bill_profile_10,cust_bill_profile_11,cust_bill_profile_2,cust_bill_profile_3,cust_bill_profile_4,cust_bill_profile_5,cust_bill_profile_6,cust_bill_profile_7,cust_bill_profile_8,cust_bill_profile_9,cust_solar_bill_cp,cust_solar_bill_profile_10,cust_solar_bill_profile_11,cust_solar_bill_profile_2,cust_solar_bill_profile_3,cust_solar_bill_profile_4,cust_solar_bill_profile_5,cust_solar_bill_profile_6,cust_solar_bill_profile_7,cust_solar_bill_profile_8,cust_solar_bill_profile_9,cust_total$_cp,cust_total$_profile_10,cust_total$_profile_11,cust_total$_profile_2,cust_total$_profile_3,cust_total$_profile_4,cust_total$_profile_5,cust_total$_profile_6,cust_total$_profile_7,cust_total$_profile_8,cust_total$_profile_9,eno$_bat_capex_repay,eno$_demand_charge,eno$_energy_bill,eno$_npv_building,eno$_receipts_from_residents,eno$_total_payment,eno_net$,export_kWh,import_kWh,pv_ratio,retailer_bill$,retailer_receipt$,self-consumption,self-consumption_OLD,self-sufficiency,self-sufficiency_OLD,solar_retailer_profit,total$_building_costs,total_battery_losses,total_building_load
default,0.0,0.0,0.0,0.0,11.344493781838336,0.0,6.064083938503825,5.514887039471585,2.153143030551312,368.6207861467534,17.93116557003966,42.34006819475342,15.560677404681872,8.71998898762032,12.912065412647616,8.620780863221649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.064083938503825,5.514887039471585,2.153143030551312,368.6207861467534,17.93116557003966,42.34006819475342,15.560677404681872,8.71998898762032,12.912065412647616,8.620780863221649,0.0,52.329083407206845,435.47102417024576,-168387.30906446758,488.4376465882446,14507.947472359288,-14019.509825771043,0.0,2016.541589414,10.07149138153473,152.7228891653064,435.47102417024576,50.000000000000014,100.0,5.035745690767365,10.071491381534756,0.0,14507.947472359288,0.0,2242.3830000000007
