scenario,cust_bill_C01_mean,cust_bill_C01_std,cust_bill_C02_mean,cust_bill_C02_std,cust_bill_C03_mean,cust_bill_C03_std,cust_bill_C04_mean,cust_bill_C04_std,cust_bill_C05_mean,cust_bill_C05_std,cust_bill_C06_mean,cust_bill_C06_std,cust_bill_C07_mean,cust_bill_C07_std,cust_bill_C08_mean,cust_bill_C08_std,cust_bill_C09_mean,cust_bill_C09_std,cust_bill_C10_mean,cust_bill_C10_std,cust_bill_C11_mean,cust_bill_C11_std,cust_bill_C12_mean,cust_bill_C12_std,cust_solar_bill_C01_mean,cust_solar_bill_C01_std,cust_solar_bill_C02_mean,cust_solar_bill_C02_std,cust_solar_bill_C03_mean,cust_solar_bill_C03_std,cust_solar_bill_C04_mean,cust_solar_bill_C04_std,cust_solar_bill_C05_mean,cust_solar_bill_C05_std,cust_solar_bill_C06_mean,cust_solar_bill_C06_std,cust_solar_bill_C07_mean,cust_solar_bill_C07_std,cust_solar_bill_C08_mean,cust_solar_bill_C08_std,cust_solar_bill_C09_mean,cust_solar_bill_C09_std,cust_solar_bill_C10_mean,cust_solar_bill_C10_std,cust_solar_bill_C11_mean,cust_solar_bill_C11_std,cust_solar_bill_C12_mean,cust_solar_bill_C12_std,cust_total$_C01_mean,cust_total$_C01_std,cust_total$_C02_mean,cust_total$_C02_std,cust_total$_C03_mean,cust_total$_C03_std,cust_total$_C04_mean,cust_total$_C04_std,cust_total$_C05_mean,cust_total$_C05_std,cust_total$_C06_mean,cust_total$_C06_std,cust_total$_C07_mean,cust_total$_C07_std,cust_total$_C08_mean,cust_total$_C08_std,cust_total$_C09_mean,cust_total$_C09_std,cust_total$_C10_mean,cust_total$_C10_std,cust_total$_C11_mean,cust_total$_C11_std,cust_total$_C12_mean,cust_total$_C12_std
0,742.4184497076692,,505.91025973716256,,782.7397379381342,,704.4710506041358,,527.2891955057376,,1290.9006535694134,,518.0236522730042,,674.6218338834058,,753.0835348622026,,776.1642292699258,,897.2998465695916,,498.0303581708125,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,742.4184497076692,,505.91025973716256,,782.7397379381342,,704.4710506041358,,527.2891955057376,,1290.9006535694134,,518.0236522730042,,674.6218338834058,,753.0835348622026,,776.1642292699258,,897.2998465695916,,498.0303581708125,
1,742.4184497076692,,505.91025973716256,,782.7397379381342,,704.4710506041358,,527.2891955057376,,1290.9006535694134,,518.0236522730042,,674.6218338834058,,753.0835348622026,,776.1642292699258,,897.2998465695916,,498.0303581708125,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,742.4184497076692,,505.91025973716256,,782.7397379381342,,704.4710506041358,,527.2891955057376,,1290.9006535694134,,518.0236522730042,,674.6218338834058,,753.0835348622026,,776.1642292699258,,897.2998465695916,,498.0303581708125,
3,742.4184497076692,,505.91025973716256,,782.7397379381342,,704.4710506041358,,527.2891955057376,,1290.9006535694134,,518.0236522730042,,674.6218338834058,,753.0835348622026,,776.1642292699258,,897.2998465695916,,498.0303581708125,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,742.4184497076692,,505.91025973716256,,782.7397379381342,,704.4710506041358,,527.2891955057376,,1290.9006535694134,,518.0236522730042,,674.6218338834058,,753.0835348622026,,776.1642292699258,,897.2998465695916,,498.0303581708125,
10,742.4184497076692,,505.91025973716256,,782.7397379381342,,704.4709840263581,,527.2891955057376,,1290.9006535694134,,518.0229363396709,,674.6217751500726,,753.0835348622026,,776.1642292699258,,897.2998465695916,,498.0303581708125,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,742.4184497076692,,505.91025973716256,,782.7397379381342,,704.4709840263581,,527.2891955057376,,1290.9006535694134,,518.0229363396709,,674.6217751500726,,753.0835348622026,,776.1642292699258,,897.2998465695916,,498.0303581708125,
11,742.4184497076692,,505.91025973716256,,782.7397379381342,,704.4709840263581,,527.2891955057376,,1290.9006535694134,,518.0229363396709,,674.6217751500726,,753.0835348622026,,776.1642292699258,,897.2998465695916,,498.0303581708125,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,742.4184497076692,,505.91025973716256,,782.7397379381342,,704.4709840263581,,527.2891955057376,,1290.9006535694134,,518.0229363396709,,674.6217751500726,,753.0835348622026,,776.1642292699258,,897.2998465695916,,498.0303581708125,
13,742.4184497076692,,505.91025973716256,,782.7397379381342,,704.4709840263581,,527.2891955057376,,1290.9006535694134,,518.0229363396709,,674.6217751500726,,753.0835348622026,,776.1642292699258,,897.2998465695916,,498.0303581708125,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,742.4184497076692,,505.91025973716256,,782.7397379381342,,704.4709840263581,,527.2891955057376,,1290.9006535694134,,518.0229363396709,,674.6217751500726,,753.0835348622026,,776.1642292699258,,897.2998465695916,,498.0303581708125,
910,600.9402119107233,,384.0305271160794,,655.5653700587761,,564.8676711249257,,397.2423188925456,,1107.2075006620687,,398.4739758483369,,537.5329494520254,,571.8824080413207,,648.4136998794344,,743.7626404939233,,389.0276499478327,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,794.9322754964018,,578.0225907017577,,849.5574336444546,,758.8597347106039,,591.2343824782239,,1301.1995642477473,,592.4660394340152,,731.5250130377037,,765.874471626999,,842.4057634651128,,937.7547040796015,,583.019713533511,
911,600.9402119107233,,384.0305271160794,,655.5653700587761,,564.8676711249257,,397.2423188925456,,1107.2075006620687,,398.4739758483369,,537.5329494520254,,571.8824080413207,,648.4136998794344,,743.7626404939233,,389.0276499478327,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,712.3420500726425,,495.4323652779986,,766.9672082206953,,676.2695092868449,,508.6441570544648,,1218.6093388239879,,509.87581401025614,,648.9347876139445,,683.28424620324,,759.8155380413535,,855.1644786558426,,500.4294881097519,
913,600.9402119107233,,384.0305271160794,,655.5653700587761,,564.8676711249257,,397.2423188925456,,1107.2075006620687,,398.4739758483369,,537.5329494520254,,571.8824080413207,,648.4136998794344,,743.7626404939233,,389.0276499478327,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,711.447558021772,,494.5378732271281,,766.0727161698248,,675.3750172359744,,507.74966500359426,,1217.7148467731174,,508.9813219593856,,648.040295563074,,682.3897541523693,,758.9210459904831,,854.2699866049719,,499.53499605888135,
95,609.8600809450439,,434.8800428442335,,687.7865483587909,,607.2257311613483,,448.62590513909873,,997.487487290051,,450.32137494323325,,566.6264108159713,,588.7952899215734,,684.2518069829448,,757.4857477856748,,438.81815443815475,,72.68627117569449,,44.30289108642893,,62.98183634129581,,59.26859590040466,,49.404522271081206,,195.1450902927028,,44.301297430863194,,68.57726535813848,,102.92012771600552,,59.58975844297392,,81.99812701686146,,38.80521275981524,,682.5463521207384,,479.1829339306625,,750.7683847000867,,666.494327061753,,498.03042741018,,1192.6325775827538,,494.62267237409645,,635.2036761741098,,691.7154176375788,,743.8415654259188,,839.4838748025362,,477.62336719797,
96,609.8600809450439,,434.8800428442335,,687.7865483587909,,607.2257311613483,,448.62590513909873,,997.487487290051,,450.32137494323325,,566.6264108159713,,588.7952899215734,,684.2518069829448,,757.4857477856748,,438.81815443815475,,72.68627117569449,,44.30289108642893,,62.98183634129581,,59.26859590040466,,49.404522271081206,,195.1450902927028,,44.301297430863194,,68.57726535813848,,102.92012771600552,,59.58975844297392,,81.99812701686146,,38.80521275981524,,682.5463521207384,,479.1829339306625,,750.7683847000867,,666.494327061753,,498.03042741018,,1192.6325775827538,,494.62267237409645,,635.2036761741098,,691.7154176375788,,743.8415654259188,,839.4838748025362,,477.62336719797,
98,609.8600809450439,,434.8800428442335,,687.7865483587909,,607.2257311613483,,448.62590513909873,,997.487487290051,,450.32137494323325,,566.6264108159713,,588.7952899215734,,684.2518069829448,,757.4857477856748,,438.81815443815475,,72.68627117569449,,44.30289108642893,,62.98183634129581,,59.26859590040466,,49.404522271081206,,195.1450902927028,,44.301297430863194,,68.57726535813848,,102.92012771600552,,59.58975844297392,,81.99812701686146,,38.80521275981524,,682.5463521207384,,479.1829339306625,,750.7683847000867,,666.494327061753,,498.03042741018,,1192.6325775827538,,494.62267237409645,,635.2036761741098,,691.7154176375788,,743.8415654259188,,839.4838748025362,,477.62336719797,
100,579.3984400541037,,411.9590956421505,,661.5273848666874,,575.0511668002023,,421.31224416667396,,932.5961976535301,,428.87983393496813,,534.3364107149744,,532.9598819917268,,659.9756242019051,,717.8752250057477,,422.10802744781444,,103.14791206663482,,67.22383828851191,,89.24099983339939,,91.44316026155079,,76.718183243506,,260.03637992922376,,65.74283843912829,,100.86726545913538,,158.75553564585218,,83.86594122401371,,121.60864979678865,,55.51533975015552,,682.5463521207386,,479.1829339306624,,750.7683847000867,,666.4943270617531,,498.03042741018,,1192.6325775827538,,494.62267237409645,,635.2036761741098,,691.715417637579,,743.8415654259188,,839.4838748025363,,477.62336719797,
101,579.3984400541037,,411.9590956421505,,661.5273848666874,,575.0511668002023,,421.31224416667396,,932.5961976535301,,428.87983393496813,,534.3364107149744,,532.9598819917268,,659.9756242019051,,717.8752250057477,,422.10802744781444,,103.14791206663482,,67.22383828851191,,89.24099983339939,,91.44316026155079,,76.718183243506,,260.03637992922376,,65.74283843912829,,100.86726545913538,,158.75553564585218,,83.86594122401371,,121.60864979678865,,55.51533975015552,,682.5463521207386,,479.1829339306624,,750.7683847000867,,666.4943270617531,,498.03042741018,,1192.6325775827538,,494.62267237409645,,635.2036761741098,,691.715417637579,,743.8415654259188,,839.4838748025363,,477.62336719797,
103,579.3984400541037,,411.9590956421505,,661.5273848666874,,575.0511668002023,,421.31224416667396,,932.5961976535301,,428.87983393496813,,534.3364107149744,,532.9598819917268,,659.9756242019051,,717.8752250057477,,422.10802744781444,,103.14791206663482,,67.22383828851191,,89.24099983339939,,91.44316026155079,,76.718183243506,,260.03637992922376,,65.74283843912829,,100.86726545913538,,158.75553564585218,,83.86594122401371,,121.60864979678865,,55.51533975015552,,682.5463521207386,,479.1829339306624,,750.7683847000867,,666.4943270617531,,498.03042741018,,1192.6325775827538,,494.62267237409645,,635.2036761741098,,691.715417637579,,743.8415654259188,,839.4838748025363,,477.62336719797,
105,564.1676196086333,,400.49862204110906,,648.3978031206357,,558.9638846196292,,407.65541368046166,,900.1505528352698,,418.1590634308356,,518.1914106644759,,505.04217802680336,,647.8375328113851,,698.0699636157841,,413.75296395264434,,118.37873251210497,,78.6843118895534,,102.37058157945117,,107.53044244212386,,90.37501372971838,,292.4820247474842,,76.46360894326084,,117.01226550963383,,186.67323961077548,,96.00403261453361,,141.41391118675222,,63.870403245325654,,682.5463521207383,,479.1829339306625,,750.7683847000869,,666.4943270617531,,498.03042741018,,1192.632577582754,,494.62267237409645,,635.2036761741097,,691.7154176375788,,743.8415654259187,,839.4838748025363,,477.62336719797,
106,564.1676196086333,,400.49862204110906,,648.3978031206357,,558.9638846196292,,407.65541368046166,,900.1505528352698,,418.1590634308356,,518.1914106644759,,505.04217802680336,,647.8375328113851,,698.0699636157841,,413.75296395264434,,118.37873251210497,,78.6843118895534,,102.37058157945117,,107.53044244212386,,90.37501372971838,,292.4820247474842,,76.46360894326084,,117.01226550963383,,186.67323961077548,,96.00403261453361,,141.41391118675222,,63.870403245325654,,682.5463521207383,,479.1829339306625,,750.7683847000869,,666.4943270617531,,498.03042741018,,1192.632577582754,,494.62267237409645,,635.2036761741097,,691.7154176375788,,743.8415654259187,,839.4838748025363,,477.62336719797,
108,564.1676196086333,,400.49862204110906,,648.3978031206357,,558.9638846196292,,407.65541368046166,,900.1505528352698,,418.1590634308356,,518.1914106644759,,505.04217802680336,,647.8375328113851,,698.0699636157841,,413.75296395264434,,118.37873251210497,,78.6843118895534,,102.37058157945117,,107.53044244212386,,90.37501372971838,,292.4820247474842,,76.46360894326084,,117.01226550963383,,186.67323961077548,,96.00403261453361,,141.41391118675222,,63.870403245325654,,682.5463521207383,,479.1829339306625,,750.7683847000869,,666.4943270617531,,498.03042741018,,1192.632577582754,,494.62267237409645,,635.2036761741097,,691.7154176375788,,743.8415654259187,,839.4838748025363,,477.62336719797,
110,609.8600809450439,,434.8800428442335,,687.7865483587909,,607.2257311613483,,448.62590513909873,,997.487487290051,,450.32137494323325,,566.6264108159713,,588.7952899215734,,684.2518069829448,,757.4857477856748,,438.81815443815475,,80.76252352854944,,49.225434540476584,,69.97981815699535,,65.85399544489407,,54.89391363453468,,216.8278781030031,,49.223663812070214,,76.19696150904275,,114.35569746222836,,66.21084271441545,,91.10903001873494,,43.116903066461376,,690.6226044735934,,484.1054773847101,,757.7663665157862,,673.0797266062425,,503.51981877363346,,1214.315365393054,,499.5450387553035,,642.823372325014,,703.1509873838017,,750.4626496973603,,848.5947778044097,,481.9350575046161,
111,609.8600809450439,,434.8800428442335,,687.7865483587909,,607.2257311613483,,448.62590513909873,,997.487487290051,,450.32137494323325,,566.6264108159713,,588.7952899215734,,684.2518069829448,,757.4857477856748,,438.81815443815475,,80.76252352854944,,49.225434540476584,,69.97981815699535,,65.85399544489407,,54.89391363453468,,216.8278781030031,,49.223663812070214,,76.19696150904275,,114.35569746222836,,66.21084271441545,,91.10903001873494,,43.116903066461376,,690.6226044735934,,484.1054773847101,,757.7663665157862,,673.0797266062425,,503.51981877363346,,1214.315365393054,,499.5450387553035,,642.823372325014,,703.1509873838017,,750.4626496973603,,848.5947778044097,,481.9350575046161,
