scenario,scenario_label,arrangement,number_of_households,load_folder,en_opex,en_capex_repayment,pv_capex_repayment,average_hh_bill$,average_hh_solar_bill$,average_hh_total$,central_battery_SOH_mean,central_battery_capacity_kWh_mean,central_battery_cycles_mean,checksum_total_payments$_mean,cp_ratio_mean,cust_bill_cp_mean,cust_solar_bill_cp_mean,cust_total$_cp_mean,eno$_bat_capex_repay_mean,eno$_demand_charge_mean,eno$_energy_bill_mean,eno$_npv_building_mean,eno$_receipts_from_residents_mean,eno$_total_payment_mean,eno_net$_mean,export_kWh_mean,import_kWh_mean,pv_ratio_mean,retailer_bill$_mean,retailer_receipt$_mean,self-consumption_mean,self-consumption_OLD_mean,self-sufficiency_mean,self-sufficiency_OLD_mean,solar_retailer_profit_mean,total$_building_costs_mean,total_battery_losses_mean,total_building_load_mean
10,W_bldg2en_010,cp_only,72.0,W,0.0,0.0,7794.985576665478,1532.2408826146159,0.0,1532.2408826146159,0.0,0.0,0.0,0.0,21.55713016986636,12209.237071459496,0.0,20004.222648124975,0.0,0.0,0.0,-553711.9367065488,0.0,0.0,0.0,15147.242137854431,379443.74930301256,10.825908753667974,35956.221872410875,122530.58061971149,65.75060608234044,65.75060608234028,7.1181006194578424,7.1181006194576355,0.0,130325.56619637697,0.0,408522.8142766657
11,W_bldg2en_011,cp_only,72.0,W,0.0,0.0,4476.346638287376,1532.2408826146159,0.0,1532.2408826146159,0.0,0.0,0.0,1.862645149230957e-11,21.55713016986636,12209.237071459496,0.0,16685.583709746872,0.0,0.0,0.0,-947512.1141679616,0.0,0.0,0.0,15147.242137854431,379443.74930301256,10.825908753667974,35956.221872410875,122530.58061971149,65.75060608234044,65.75060608234028,7.1181006194578424,7.1181006194576355,0.0,127006.92725799885,0.0,408522.8142766657
12,W_bldg2en_012,cp_only,72.0,W,0.0,0.0,4678.342254700676,1532.2408826146159,0.0,1532.2408826146159,0.0,0.0,0.0,1.862645149230957e-11,21.55713016986636,12209.237071459496,0.0,16887.579326160172,0.0,0.0,0.0,-1251905.7547593825,0.0,0.0,0.0,15147.242137854431,379443.74930301256,10.825908753667974,35956.221872410875,122530.58061971149,65.75060608234044,65.75060608234028,7.1181006194578424,7.1181006194576355,0.0,127208.92287441215,0.0,408522.8142766657
13,W_bldg2en_013,cp_only,72.0,W,0.0,0.0,3971.8937882029904,1532.2408826146159,0.0,1532.2408826146159,0.0,0.0,0.0,0.0,21.55713016986636,12209.237071459496,0.0,16181.130859662486,0.0,0.0,0.0,-1468258.0906864377,0.0,0.0,0.0,15147.242137854431,379443.74930301256,10.825908753667974,35956.221872410875,122530.58061971149,65.75060608234044,65.75060608234028,7.1181006194578424,7.1181006194576355,0.0,126502.47440791447,0.0,408522.8142766657
14,W_bldg2en_014,cp_only,72.0,W,0.0,0.0,4546.19068888179,1532.2408826146159,0.0,1532.2408826146159,0.0,0.0,0.0,0.0,21.55713016986636,12209.237071459496,0.0,16755.427760341285,0.0,0.0,0.0,-1641227.1939559546,0.0,0.0,0.0,15147.242137854431,379443.74930301256,10.825908753667974,35956.221872410875,122530.58061971149,65.75060608234044,65.75060608234028,7.1181006194578424,7.1181006194576355,0.0,127076.77130859326,0.0,408522.8142766657
15,W_bldg2en_015,cp_only,72.0,W,0.0,0.0,7794.985576665478,1532.1231838641515,0.0,1532.1231838641515,0.0,0.0,0.0,5.587935447692871e-11,21.55713016986636,11611.821695978651,0.0,19406.807272644128,0.0,0.0,0.0,-551137.7038757394,0.0,0.0,0.0,15147.242137854431,379443.74930301256,10.825908753667974,35956.221872410875,121924.69093419738,65.75060608234044,65.75060608234028,7.1181006194578424,7.1181006194576355,0.0,129719.6765108628,0.0,408522.8142766657
16,W_bldg2en_016,cp_only,72.0,W,0.0,0.0,4476.346638287376,1532.1231838641515,0.0,1532.1231838641515,0.0,0.0,0.0,3.725290298461914e-11,21.55713016986636,11611.821695978651,0.0,16088.168334266027,0.0,0.0,0.0,-942991.9842091606,0.0,0.0,0.0,15147.242137854431,379443.74930301256,10.825908753667974,35956.221872410875,121924.69093419738,65.75060608234044,65.75060608234028,7.1181006194578424,7.1181006194576355,0.0,126401.03757248473,0.0,408522.8142766657
17,W_bldg2en_017,cp_only,72.0,W,0.0,0.0,4678.342254700676,1532.1231838641515,0.0,1532.1231838641515,0.0,0.0,0.0,3.725290298461914e-11,21.55713016986636,11611.821695978651,0.0,16290.163950679325,0.0,0.0,0.0,-1245942.9907731384,0.0,0.0,0.0,15147.242137854431,379443.74930301256,10.825908753667974,35956.221872410875,121924.69093419738,65.75060608234044,65.75060608234028,7.1181006194578424,7.1181006194576355,0.0,126603.03318889803,0.0,408522.8142766657
18,W_bldg2en_018,cp_only,72.0,W,0.0,0.0,3971.8937882029904,1532.1231838641515,0.0,1532.1231838641515,0.0,0.0,0.0,1.862645149230957e-11,21.55713016986636,11611.821695978651,0.0,15583.715484181643,0.0,0.0,0.0,-1461225.7979428899,0.0,0.0,0.0,15147.242137854431,379443.74930301256,10.825908753667974,35956.221872410875,121924.69093419738,65.75060608234044,65.75060608234028,7.1181006194578424,7.1181006194576355,0.0,125896.58472240035,0.0,408522.8142766657
19,W_bldg2en_019,cp_only,72.0,W,0.0,0.0,4546.19068888179,1532.1231838641515,0.0,1532.1231838641515,0.0,0.0,0.0,3.725290298461914e-11,21.55713016986636,11611.821695978651,0.0,16158.012384860442,0.0,0.0,0.0,-1633401.9823286585,0.0,0.0,0.0,15147.242137854431,379443.74930301256,10.825908753667974,35956.221872410875,121924.69093419738,65.75060608234044,65.75060608234028,7.1181006194578424,7.1181006194576355,0.0,126470.88162307914,0.0,408522.8142766657
20,W_bldg2en_020,cp_only,72.0,W,0.0,0.0,4210.684173109477,1532.4762801155405,0.0,1532.4762801155405,0.0,0.0,0.0,0.0,21.55713016986636,15945.204650847443,0.0,20155.88882395692,0.0,0.0,0.0,-554428.3274188195,0.0,0.0,0.0,989.582867914446,387399.24358882674,5.412954376833987,36582.23092794399,126283.49681916628,95.5249129644971,95.5249129644969,5.170719957278603,5.170719957278408,0.0,130494.18099227575,0.0,408522.8142766657
21,W_bldg2en_021,cp_only,72.0,W,0.0,0.0,2418.026532289163,1532.4762801155405,0.0,1532.4762801155405,0.0,0.0,0.0,0.0,21.55713016986636,15945.204650847443,0.0,18363.231183136606,0.0,0.0,0.0,-960154.3405554252,0.0,0.0,0.0,989.582867914446,387399.24358882674,5.412954376833987,36582.23092794399,126283.49681916628,95.5249129644971,95.5249129644969,5.170719957278603,5.170719957278408,0.0,128701.52335145544,0.0,408522.8142766657
22,W_bldg2en_022,cp_only,72.0,W,0.0,0.0,2825.2326603062525,1532.4762801155405,0.0,1532.4762801155405,0.0,0.0,0.0,0.0,21.55713016986636,15945.204650847443,0.0,18770.437311153695,0.0,0.0,0.0,-1270602.3899329482,0.0,0.0,0.0,989.582867914446,387399.24358882674,5.412954376833987,36582.23092794399,126283.49681916628,95.5249129644971,95.5249129644969,5.170719957278603,5.170719957278408,0.0,129108.72947947253,0.0,408522.8142766657
23,W_bldg2en_023,cp_only,72.0,W,0.0,0.0,2398.6111837849226,1532.4762801155405,0.0,1532.4762801155405,0.0,0.0,0.0,0.0,21.55713016986636,15945.204650847443,0.0,18343.815834632365,0.0,0.0,0.0,-1493556.130709949,0.0,0.0,0.0,989.582867914446,387399.24358882674,5.412954376833987,36582.23092794399,126283.49681916628,95.5249129644971,95.5249129644969,5.170719957278603,5.170719957278408,0.0,128682.1080029512,0.0,408522.8142766657
24,W_bldg2en_024,cp_only,72.0,W,0.0,0.0,2910.9537319115543,1532.4762801155405,0.0,1532.4762801155405,0.0,0.0,0.0,0.0,21.55713016986636,15945.204650847443,0.0,18856.158382759,0.0,0.0,0.0,-1668577.5328499242,0.0,0.0,0.0,989.582867914446,387399.24358882674,5.412954376833987,36582.23092794399,126283.49681916628,95.5249129644971,95.5249129644969,5.170719957278603,5.170719957278408,0.0,129194.45055107784,0.0,408522.8142766657
25,W_bldg2en_025,cp_only,72.0,W,0.0,0.0,4210.684173109477,1532.2408826146159,0.0,1532.2408826146159,0.0,0.0,0.0,0.0,21.55713016986636,15882.986641480953,0.0,20093.67081459043,0.0,0.0,0.0,-554091.9735552957,0.0,0.0,0.0,989.582867914446,387399.24358882674,5.412954376833987,36582.23092794399,126204.33018973292,95.5249129644971,95.5249129644969,5.170719957278603,5.170719957278408,0.0,130415.0143628424,0.0,408522.8142766657
26,W_bldg2en_026,cp_only,72.0,W,0.0,0.0,2418.026532289163,1532.2408826146159,0.0,1532.2408826146159,0.0,0.0,0.0,0.0,21.55713016986636,15882.986641480953,0.0,18301.013173770116,0.0,0.0,0.0,-959563.732294558,0.0,0.0,0.0,989.582867914446,387399.24358882674,5.412954376833987,36582.23092794399,126204.33018973292,95.5249129644971,95.5249129644969,5.170719957278603,5.170719957278408,0.0,128622.35672202209,0.0,408522.8142766657
27,W_bldg2en_027,cp_only,72.0,W,0.0,0.0,2825.2326603062525,1532.2408826146159,0.0,1532.2408826146159,0.0,0.0,0.0,-1.862645149230957e-11,21.55713016986636,15882.986641480953,0.0,18708.219301787205,0.0,0.0,0.0,-1269823.284531117,0.0,0.0,0.0,989.582867914446,387399.24358882674,5.412954376833987,36582.23092794399,126204.33018973292,95.5249129644971,95.5249129644969,5.170719957278603,5.170719957278408,0.0,129029.56285003919,0.0,408522.8142766657
28,W_bldg2en_028,cp_only,72.0,W,0.0,0.0,2398.6111837849226,1532.2408826146159,0.0,1532.2408826146159,0.0,0.0,0.0,0.0,21.55713016986636,15882.986641480953,0.0,18281.597825265875,0.0,0.0,0.0,-1492637.2787687362,0.0,0.0,0.0,989.582867914446,387399.24358882674,5.412954376833987,36582.23092794399,126204.33018973292,95.5249129644971,95.5249129644969,5.170719957278603,5.170719957278408,0.0,128602.94137351785,0.0,408522.8142766657
29,W_bldg2en_029,cp_only,72.0,W,0.0,0.0,2910.9537319115543,1532.2408826146159,0.0,1532.2408826146159,0.0,0.0,0.0,0.0,21.55713016986636,15882.986641480953,0.0,18793.940373392506,0.0,0.0,0.0,-1667555.0767098956,0.0,0.0,0.0,989.582867914446,387399.24358882674,5.412954376833987,36582.23092794399,126204.33018973292,95.5249129644971,95.5249129644969,5.170719957278603,5.170719957278408,0.0,129115.28392164448,0.0,408522.8142766657
30,W_bldg2en_030,cp_only,72.0,W,0.0,0.0,4210.684173109477,1532.1231838641515,0.0,1532.1231838641515,0.0,0.0,0.0,1.862645149230957e-11,21.55713016986636,15851.87763679771,0.0,20062.561809907187,0.0,0.0,0.0,-553923.7966235348,0.0,0.0,0.0,989.582867914446,387399.24358882674,5.412954376833987,36582.23092794399,126164.74687501641,95.5249129644971,95.5249129644969,5.170719957278603,5.170719957278408,0.0,130375.43104812587,0.0,408522.8142766657
31,W_bldg2en_031,cp_only,72.0,W,0.0,0.0,2418.026532289163,1532.1231838641515,0.0,1532.1231838641515,0.0,0.0,0.0,1.862645149230957e-11,21.55713016986636,15851.87763679771,0.0,18269.904169086873,0.0,0.0,0.0,-959268.4281641251,0.0,0.0,0.0,989.582867914446,387399.24358882674,5.412954376833987,36582.23092794399,126164.74687501641,95.5249129644971,95.5249129644969,5.170719957278603,5.170719957278408,0.0,128582.77340730555,0.0,408522.8142766657
32,W_bldg2en_032,cp_only,72.0,W,0.0,0.0,2825.2326603062525,1532.1231838641515,0.0,1532.1231838641515,0.0,0.0,0.0,0.0,21.55713016986636,15851.87763679771,0.0,18677.11029710396,0.0,0.0,0.0,-1269433.7318302023,0.0,0.0,0.0,989.582867914446,387399.24358882674,5.412954376833987,36582.23092794399,126164.74687501641,95.5249129644971,95.5249129644969,5.170719957278603,5.170719957278408,0.0,128989.97953532265,0.0,408522.8142766657
33,W_bldg2en_033,cp_only,72.0,W,0.0,0.0,2398.6111837849226,1532.1231838641515,0.0,1532.1231838641515,0.0,0.0,0.0,1.862645149230957e-11,21.55713016986636,15851.87763679771,0.0,18250.488820582632,0.0,0.0,0.0,-1492177.8527981318,0.0,0.0,0.0,989.582867914446,387399.24358882674,5.412954376833987,36582.23092794399,126164.74687501641,95.5249129644971,95.5249129644969,5.170719957278603,5.170719957278408,0.0,128563.35805880131,0.0,408522.8142766657
34,W_bldg2en_034,cp_only,72.0,W,0.0,0.0,2910.9537319115543,1532.1231838641515,0.0,1532.1231838641515,0.0,0.0,0.0,1.862645149230957e-11,21.55713016986636,15851.87763679771,0.0,18762.831368709263,0.0,0.0,0.0,-1667043.848639879,0.0,0.0,0.0,989.582867914446,387399.24358882674,5.412954376833987,36582.23092794399,126164.74687501641,95.5249129644971,95.5249129644969,5.170719957278603,5.170719957278408,0.0,129075.70060692795,0.0,408522.8142766657
35,W_bldg2en_035,btm_p_u,72.0,W,4311.360000000001,9333.103266346792,37819.59966392876,1064.1010018077789,307.1247054725787,1371.2257072803582,0.0,0.0,0.0,-1.1175870895385742e-10,21.55713016986636,22275.003330946347,0.0,22275.003330946347,0.0,0.0,0.0,-514104.3942248903,0.0,0.0,0.0,83716.01389656549,296841.10319572827,47.830309140378596,33384.37729438518,98890.27546110642,57.15609590326384,57.156095903264124,27.33793736310236,27.337937363102256,-29351.08413624985,121003.25425513223,0.0,408522.8142766657
36,W_bldg2en_036,btm_p_u,72.0,W,4311.360000000001,5359.625751735152,21718.274671833577,1064.1010018077789,307.1247054725787,1371.2257072803582,0.0,0.0,0.0,-1.1175870895385742e-10,21.55713016986636,22275.003330946347,0.0,22275.003330946347,0.0,0.0,0.0,-902722.802100252,0.0,0.0,0.0,83716.01389656549,296841.10319572827,47.830309140378596,33384.37729438518,98890.27546110642,57.15609590326384,57.156095903264124,27.33793736310236,27.337937363102256,-9276.281629543026,121003.25425513223,0.0,408522.8142766657
37,W_bldg2en_037,btm_p_u,72.0,W,4311.360000000001,4073.8032230867566,20996.84559550184,1064.1010018077789,307.1247054725787,1371.2257072803582,0.0,0.0,0.0,-1.1175870895385742e-10,21.55713016986636,22275.003330946347,0.0,22275.003330946347,0.0,0.0,0.0,-1190833.6846477909,0.0,0.0,0.0,83716.01389656549,296841.10319572827,47.830309140378596,33384.37729438518,98890.27546110642,57.15609590326384,57.156095903264124,27.33793736310236,27.337937363102256,-7269.030024562892,121003.25425513223,0.0,408522.8142766657
38,W_bldg2en_038,btm_p_u,72.0,W,4311.360000000001,3458.6425779092274,17826.2375970539,1064.1010018077789,307.1247054725787,1371.2257072803582,0.0,0.0,0.0,-1.1175870895385742e-10,21.55713016986636,22275.003330946347,0.0,22275.003330946347,0.0,0.0,0.0,-1404431.0824039548,0.0,0.0,0.0,83716.01389656549,296841.10319572827,47.830309140378596,33384.37729438518,98890.27546110642,57.15609590326384,57.156095903264124,27.33793736310236,27.337937363102256,-3483.261380937425,121003.25425513223,0.0,408522.8142766657
39,W_bldg2en_039,btm_p_u,72.0,W,4311.360000000001,3110.42944581147,19458.933207104914,1064.1010018077789,307.1247054725787,1371.2257072803582,0.0,0.0,0.0,-1.1175870895385742e-10,21.55713016986636,22275.003330946347,0.0,22275.003330946347,0.0,0.0,0.0,-1562786.2542905204,0.0,0.0,0.0,83716.01389656549,296841.10319572827,47.830309140378596,33384.37729438518,98890.27546110642,57.15609590326384,57.156095903264124,27.33793736310236,27.337937363102256,-4767.7438588906825,121003.25425513223,0.0,408522.8142766657
40,W_bldg2en_040,btm_p_u,72.0,W,4311.360000000001,9333.103266346792,37819.59966392876,971.0832085893734,400.1424986909847,1371.2257072803582,0.0,0.0,0.0,-2.0489096641540527e-10,21.55713016986636,22275.003330946347,0.0,22275.003330946347,0.0,0.0,0.0,-514104.3942248903,0.0,0.0,0.0,83716.01389656549,296841.10319572827,47.830309140378596,33384.37729438518,92192.99434938109,57.15609590326384,57.156095903264124,27.33793736310236,27.337937363102256,-22653.80302452462,121003.25425513223,0.0,408522.8142766657
41,W_bldg2en_041,btm_p_u,72.0,W,4311.360000000001,5359.625751735152,21718.274671833577,971.0832085893734,400.1424986909847,1371.2257072803582,0.0,0.0,0.0,-2.0489096641540527e-10,21.55713016986636,22275.003330946347,0.0,22275.003330946347,0.0,0.0,0.0,-902722.802100252,0.0,0.0,0.0,83716.01389656549,296841.10319572827,47.830309140378596,33384.37729438518,92192.99434938109,57.15609590326384,57.156095903264124,27.33793736310236,27.337937363102256,-2579.0005178177917,121003.25425513223,0.0,408522.8142766657
42,W_bldg2en_042,btm_p_u,72.0,W,4311.360000000001,4073.8032230867566,20996.84559550184,971.0832085893734,400.1424986909847,1371.2257072803582,0.0,0.0,0.0,-2.0489096641540527e-10,21.55713016986636,22275.003330946347,0.0,22275.003330946347,0.0,0.0,0.0,-1190833.6846477909,0.0,0.0,0.0,83716.01389656549,296841.10319572827,47.830309140378596,33384.37729438518,92192.99434938109,57.15609590326384,57.156095903264124,27.33793736310236,27.337937363102256,-571.748912837659,121003.25425513223,0.0,408522.8142766657
43,W_bldg2en_043,btm_p_u,72.0,W,4311.360000000001,3458.6425779092274,17826.2375970539,971.0832085893734,400.1424986909847,1371.2257072803582,0.0,0.0,0.0,-1.8626451492309571e-10,21.55713016986636,22275.003330946347,0.0,22275.003330946347,0.0,0.0,0.0,-1404431.0824039548,0.0,0.0,0.0,83716.01389656549,296841.10319572827,47.830309140378596,33384.37729438518,92192.99434938109,57.15609590326384,57.156095903264124,27.33793736310236,27.337937363102256,3214.019730787808,121003.25425513223,0.0,408522.8142766657
44,W_bldg2en_044,btm_p_u,72.0,W,4311.360000000001,3110.42944581147,19458.933207104914,971.0832085893734,400.1424986909847,1371.2257072803582,0.0,0.0,0.0,-2.0489096641540527e-10,21.55713016986636,22275.003330946347,0.0,22275.003330946347,0.0,0.0,0.0,-1562786.2542905204,0.0,0.0,0.0,83716.01389656549,296841.10319572827,47.830309140378596,33384.37729438518,92192.99434938109,57.15609590326384,57.156095903264124,27.33793736310236,27.337937363102256,1929.537252834551,121003.25425513223,0.0,408522.8142766657
45,W_bldg2en_045,btm_p_u,72.0,W,4311.360000000001,9333.103266346792,37819.59966392876,924.5743119801713,446.6513953001886,1371.2257072803582,0.0,0.0,0.0,-1.8626451492309571e-10,21.55713016986636,22275.003330946347,0.0,22275.003330946347,0.0,0.0,0.0,-514104.3942248903,0.0,0.0,0.0,83716.01389656549,296841.10319572827,47.830309140378596,33384.37729438518,88844.35379351843,57.15609590326384,57.156095903264124,27.33793736310236,27.337937363102256,-19305.162468661954,121003.25425513223,0.0,408522.8142766657
46,W_bldg2en_046,btm_p_u,72.0,W,4311.360000000001,5359.625751735152,21718.274671833577,924.5743119801713,446.6513953001886,1371.2257072803582,0.0,0.0,0.0,-2.0489096641540527e-10,21.55713016986636,22275.003330946347,0.0,22275.003330946347,0.0,0.0,0.0,-902722.802100252,0.0,0.0,0.0,83716.01389656549,296841.10319572827,47.830309140378596,33384.37729438518,88844.35379351843,57.15609590326384,57.156095903264124,27.33793736310236,27.337937363102256,769.6400380448717,121003.25425513223,0.0,408522.8142766657
47,W_bldg2en_047,btm_p_u,72.0,W,4311.360000000001,4073.8032230867566,20996.84559550184,924.5743119801713,446.6513953001886,1371.2257072803582,0.0,0.0,0.0,-2.0489096641540527e-10,21.55713016986636,22275.003330946347,0.0,22275.003330946347,0.0,0.0,0.0,-1190833.6846477909,0.0,0.0,0.0,83716.01389656549,296841.10319572827,47.830309140378596,33384.37729438518,88844.35379351843,57.15609590326384,57.156095903264124,27.33793736310236,27.337937363102256,2776.891643025004,121003.25425513223,0.0,408522.8142766657
48,W_bldg2en_048,btm_p_u,72.0,W,4311.360000000001,3458.6425779092274,17826.2375970539,924.5743119801713,446.6513953001886,1371.2257072803582,0.0,0.0,0.0,-1.8626451492309571e-10,21.55713016986636,22275.003330946347,0.0,22275.003330946347,0.0,0.0,0.0,-1404431.0824039548,0.0,0.0,0.0,83716.01389656549,296841.10319572827,47.830309140378596,33384.37729438518,88844.35379351843,57.15609590326384,57.156095903264124,27.33793736310236,27.337937363102256,6562.660286650472,121003.25425513223,0.0,408522.8142766657
49,W_bldg2en_049,btm_p_u,72.0,W,4311.360000000001,3110.42944581147,19458.933207104914,924.5743119801713,446.6513953001886,1371.2257072803582,0.0,0.0,0.0,-1.8626451492309571e-10,21.55713016986636,22275.003330946347,0.0,22275.003330946347,0.0,0.0,0.0,-1562786.2542905204,0.0,0.0,0.0,83716.01389656549,296841.10319572827,47.830309140378596,33384.37729438518,88844.35379351843,57.15609590326384,57.156095903264124,27.33793736310236,27.337937363102256,5278.1778086972145,121003.25425513223,0.0,408522.8142766657
50,W_bldg2en_050,btm_p_u,72.0,W,4311.360000000001,9333.103266346792,37819.59966392876,1064.1010018077789,341.2496727473106,1405.3506745550908,0.0,0.0,0.0,-1.1175870895385742e-10,21.55713016986636,22275.003330946347,0.0,22275.003330946347,0.0,0.0,0.0,-524543.3968206757,0.0,0.0,0.0,83716.01389656549,296841.10319572827,47.830309140378596,33384.37729438518,98890.27546110642,57.15609590326384,57.156095903264124,27.33793736310236,27.337937363102256,-26894.08649246922,123460.25189891286,0.0,408522.8142766657
51,W_bldg2en_051,btm_p_u,72.0,W,4311.360000000001,5359.625751735152,21718.274671833577,1064.1010018077789,341.2496727473106,1405.3506745550908,0.0,0.0,0.0,-1.1175870895385742e-10,21.55713016986636,22275.003330946347,0.0,22275.003330946347,0.0,0.0,0.0,-921052.786788687,0.0,0.0,0.0,83716.01389656549,296841.10319572827,47.830309140378596,33384.37729438518,98890.27546110642,57.15609590326384,57.156095903264124,27.33793736310236,27.337937363102256,-6819.283985762396,123460.25189891286,0.0,408522.8142766657
52,W_bldg2en_052,btm_p_u,72.0,W,4311.360000000001,4073.8032230867566,20996.84559550184,1064.1010018077789,341.2496727473106,1405.3506745550908,0.0,0.0,0.0,-1.1175870895385742e-10,21.55713016986636,22275.003330946347,0.0,22275.003330946347,0.0,0.0,0.0,-1215013.8240607767,0.0,0.0,0.0,83716.01389656549,296841.10319572827,47.830309140378596,33384.37729438518,98890.27546110642,57.15609590326384,57.156095903264124,27.33793736310236,27.337937363102256,-4812.032380782263,123460.25189891286,0.0,408522.8142766657
53,W_bldg2en_053,btm_p_u,72.0,W,4311.360000000001,3458.6425779092274,17826.2375970539,1064.1010018077789,341.2496727473106,1405.3506745550908,0.0,0.0,0.0,-1.1175870895385742e-10,21.55713016986636,22275.003330946347,0.0,22275.003330946347,0.0,0.0,0.0,-1432948.363873452,0.0,0.0,0.0,83716.01389656549,296841.10319572827,47.830309140378596,33384.37729438518,98890.27546110642,57.15609590326384,57.156095903264124,27.33793736310236,27.337937363102256,-1026.2637371567962,123460.25189891286,0.0,408522.8142766657
