scenario,scenario_label,arrangement,number_of_households,load_folder,en_opex,en_capex_repayment,pv_capex_repayment,average_hh_bill$,average_hh_solar_bill$,average_hh_total$,central_battery_SOH_mean,central_battery_capacity_kWh_mean,central_battery_cycles_mean,checksum_total_payments$_mean,cp_ratio_mean,cust_bill_cp_mean,cust_solar_bill_cp_mean,cust_total$_cp_mean,eno$_bat_capex_repay_mean,eno$_demand_charge_mean,eno$_energy_bill_mean,eno$_npv_building_mean,eno$_receipts_from_residents_mean,eno$_total_payment_mean,eno_net$_mean,export_kWh_mean,import_kWh_mean,pv_ratio_mean,retailer_bill$_mean,retailer_receipt$_mean,self-consumption_mean,self-consumption_OLD_mean,self-sufficiency_mean,self-sufficiency_OLD_mean,solar_retailer_profit_mean,total$_building_costs_mean,total_battery_losses_mean,total_building_load_mean,pv_filename,load_folder_y,arrangement_y,pv_cap_id,pv_capex_scaleable,cp,all_residents,parent,network_tariff,en_capex_id,a_term,a_rate,pv_scaleable,pv_kW_peak,pv_name,kwp,kwp_unit,npv_unit,bau_npv,npv_u_cf_bau,average_hh_bill_saving,average_hh_total_saving,bau_scenario,annual_generation,emissions_avoided_kg,carbon_offset_$,annual_carbon_offset_$_unit,total_carbon_offset_$_unit,npv_u_cf_bau_pa,total_npv_cf_bau_pa,site_tag,system_tag
226,W_bldg2en_226,btm_i_c,72.0,W,0.0,0.0,20742.196629386824,1175.7972697578239,0.0,1401.7802461731048,0.0,0.0,0.0,-7.450580596923828e-11,21.55713016986636,14208.992117990609,0.0,18680.41444547714,0.0,0.0,0.0,-892318.1789082823,0.0,0.0,0.0,35386.032801882764,312198.4550026168,32.24064543595707,33976.80298399956,98866.39554055406,73.13345420649678,73.13345420649712,23.57869766578466,23.578697665784407,0.0,119608.59216994095,0.0,408522.8142766657,W_best_fit_scale.csv,W,btm_i_c,W_ic_1,False,EASO_TOU_15pc_FIT12,EASO_TOU_15pc_FIT12,TIDNULL,EA305,,10,0.06,True,92.0,W_best_fit_scale,92.0,1.2777777777777777,-12393.30804039281,-13740.797308598916,1347.4892682061054,356.6790103577166,130.69603394243563,1.0,131710.39207593238,102075.55385884759,8118.068798394149,112.75095553325207,1127.5095553325207,134.74892682061054,9701.922731083958,a72_cp22,a72_cp22_pv092
227,W_bldg2en_227,btm_i_c,72.0,W,0.0,0.0,24645.39358340547,1175.7972697578239,0.0,1444.3049643099764,0.0,0.0,0.0,7.450580596923828e-11,21.55713016986636,14208.992117990609,0.0,19521.8316936412,0.0,0.0,0.0,-1215521.019210005,0.0,0.0,0.0,35386.032801882764,312198.4550026168,32.24064543595707,33976.80298399956,98866.39554055406,73.13345420649678,73.13345420649712,23.57869766578466,23.578697665784407,0.0,123511.78912395945,0.0,408522.8142766657,W_best_fit_scale.csv,W,btm_i_c,W_ic_1,False,EASO_TOU_15pc_FIT12,EASO_TOU_15pc_FIT12,TIDNULL,EA305,,15,0.06,True,92.0,W_best_fit_scale,92.0,1.2777777777777777,-16882.236377916735,-18126.277801920518,1244.0414240037826,356.6790103577166,88.17131580556406,2.0,131710.39207593238,102075.55385884759,8118.068798394149,112.75095553325207,1691.264332998781,82.93609493358551,5971.398835218157,a72_cp22,a72_cp22_pv092
228,W_bldg2en_228,btm_i_c,72.0,W,0.0,0.0,20923.840187919093,1175.7972697578239,0.0,1403.7592242310793,0.0,0.0,0.0,5.587935447692871e-11,21.55713016986636,14208.992117990609,0.0,18719.57158383512,0.0,0.0,0.0,-1390352.1145872728,0.0,0.0,0.0,35386.032801882764,312198.4550026168,32.24064543595707,33976.80298399956,98866.39554055406,73.13345420649678,73.13345420649712,23.57869766578466,23.578697665784407,0.0,119790.23572847307,0.0,408522.8142766657,W_best_fit_scale.csv,W,btm_i_c,W_ic_1,False,EASO_TOU_15pc_FIT12,EASO_TOU_15pc_FIT12,TIDNULL,EA305,,20,0.06,True,92.0,W_best_fit_scale,92.0,1.2777777777777777,-19310.446035934343,-21377.551106841078,2067.105070906735,356.6790103577166,128.71705588446116,3.0,131710.39207593238,102075.55385884759,8118.068798394149,112.75095553325207,2255.0191106650414,103.35525354533675,7441.578255264246,a72_cp22,a72_cp22_pv092
229,W_bldg2en_229,btm_i_c,72.0,W,0.0,0.0,25596.872054680036,1175.7972697578239,0.0,1454.6711729028011,0.0,0.0,0.0,2.7939677238464354e-10,21.55713016986636,14208.992117990609,0.0,19726.943146232108,0.0,0.0,0.0,-1607473.162265505,0.0,0.0,0.0,35386.032801882764,312198.4550026168,32.24064543595707,33976.80298399956,98866.39554055406,73.13345420649678,73.13345420649712,23.57869766578466,23.578697665784407,0.0,124463.2675952338,0.0,408522.8142766657,W_best_fit_scale.csv,W,btm_i_c,W_ic_1,False,EASO_TOU_15pc_FIT12,EASO_TOU_15pc_FIT12,TIDNULL,EA305,,25,0.06,True,92.0,W_best_fit_scale,92.0,1.2777777777777777,-22326.016142576456,-23787.954737500655,1461.9385949241987,356.6790103577166,77.80510721273936,4.0,131710.39207593238,102075.55385884759,8118.068798394149,112.75095553325207,2818.773888331302,58.47754379696795,4210.383153381692,a72_cp22,a72_cp22_pv092
230,W_bldg2en_230,btm_i_c,72.0,W,0.0,0.0,51418.84285791616,1171.641277612953,0.0,1731.8414994351187,0.0,0.0,0.0,5.587935447692871e-11,21.55713016986636,13370.665158985476,0.0,24455.092045705478,0.0,0.0,0.0,-633681.1199917272,0.0,0.0,0.0,73360.60527704978,293317.78286624776,46.157920707891186,33435.604259228014,97728.83714711813,61.09545378162475,61.09545378162482,28.20039111264866,28.200391112648393,0.0,149147.68000503426,0.0,408522.8142766657,W_max_pv_scale.csv,W,btm_i_c,W_ic_15,False,EASO_TOU_15pc,EASO_TOU_15pc,TIDNULL,EA305,,5,0.06,True,138.0,W_max_pv_scale,138.0,1.9166666666666667,-8801.126666551767,-7825.441276180068,-975.6853903716992,360.8350025025875,-199.36521931957827,0.0,188565.63668746845,146138.36843278803,11622.384441459633,161.4220061313838,807.110030656919,-195.13707807433985,-14049.869621352469,a72_cp22,a72_cp22_pv138
231,W_bldg2en_231,btm_i_c,72.0,W,0.0,0.0,29527.77296479884,1171.641277612953,0.0,1493.341729147873,0.0,0.0,0.0,-1.1175870895385742e-10,21.55713016986636,13370.665158985476,0.0,19736.005613269765,0.0,0.0,0.0,-949374.8277529218,0.0,0.0,0.0,73360.60527704978,293317.78286624776,46.157920707891186,33435.604259228014,97728.83714711813,61.09545378162475,61.09545378162482,28.20039111264866,28.200391112648393,0.0,127256.61011191706,0.0,408522.8142766657,W_max_pv_scale.csv,W,btm_i_c,W_ic_15,False,EASO_TOU_15pc,EASO_TOU_15pc,TIDNULL,EA305,,10,0.06,True,138.0,W_max_pv_scale,138.0,1.9166666666666667,-13185.761496568359,-13740.797308598916,555.0358120305573,360.8350025025875,39.134550967667565,1.0,188565.63668746845,146138.36843278803,11622.384441459633,161.4220061313838,1614.220061313838,55.50358120305573,3996.2578466200125,a72_cp22,a72_cp22_pv138
232,W_bldg2en_232,btm_i_c,72.0,W,0.0,0.0,35762.949410297304,1171.641277612953,0.0,1561.2729977981762,0.0,0.0,0.0,0.0,21.55713016986636,13370.665158985476,0.0,21080.13071594671,0.0,0.0,0.0,-1313737.5274321686,0.0,0.0,0.0,73360.60527704978,293317.78286624776,46.157920707891186,33435.604259228014,97728.83714711813,61.09545378162475,61.09545378162482,28.20039111264866,28.200391112648393,0.0,133491.78655741538,0.0,408522.8142766657,W_max_pv_scale.csv,W,btm_i_c,W_ic_15,False,EASO_TOU_15pc,EASO_TOU_15pc,TIDNULL,EA305,,15,0.06,True,138.0,W_max_pv_scale,138.0,1.9166666666666667,-18246.35454766901,-18126.277801920518,-120.0767457484908,360.8350025025875,-28.796717682635744,2.0,188565.63668746845,146138.36843278803,11622.384441459633,161.4220061313838,2421.330091970757,-8.00511638323272,-576.3683795927558,a72_cp22,a72_cp22_pv138
233,W_bldg2en_233,btm_i_c,72.0,W,0.0,0.0,30362.60044203754,1171.641277612953,0.0,1502.4370434711602,0.0,0.0,0.0,3.725290298461914e-10,21.55713016986636,13370.665158985476,0.0,19915.970459231918,0.0,0.0,0.0,-1486700.481300371,0.0,0.0,0.0,73360.60527704978,293317.78286624776,46.157920707891186,33435.604259228014,97728.83714711813,61.09545378162475,61.09545378162482,28.20039111264866,28.200391112648393,0.0,128091.43758915528,0.0,408522.8142766657,W_max_pv_scale.csv,W,btm_i_c,W_ic_15,False,EASO_TOU_15pc,EASO_TOU_15pc,TIDNULL,EA305,,20,0.06,True,138.0,W_max_pv_scale,138.0,1.9166666666666667,-20648.617795838487,-21377.551106841078,728.9333110025909,360.8350025025875,30.039236644380253,3.0,188565.63668746845,146138.36843278803,11622.384441459633,161.4220061313838,3228.440122627676,36.446665550129545,2624.159919609327,a72_cp22,a72_cp22_pv138
234,W_bldg2en_234,btm_i_c,72.0,W,0.0,0.0,37475.15908659037,1171.641277612953,0.0,1579.927253459198,0.0,0.0,0.0,2.7939677238464354e-10,21.55713016986636,13370.665158985476,0.0,21449.233984646253,0.0,0.0,0.0,-1746192.2668102519,0.0,0.0,0.0,73360.60527704978,293317.78286624776,46.157920707891186,33435.604259228014,97728.83714711813,61.09545378162475,61.09545378162482,28.20039111264866,28.200391112648393,0.0,135203.9962337082,0.0,408522.8142766657,W_max_pv_scale.csv,W,btm_i_c,W_ic_15,False,EASO_TOU_15pc,EASO_TOU_15pc,TIDNULL,EA305,,25,0.06,True,138.0,W_max_pv_scale,138.0,1.9166666666666667,-24252.67037236461,-23787.954737500655,-464.7156348639546,360.8350025025875,-47.45097334365755,4.0,188565.63668746845,146138.36843278803,11622.384441459633,161.4220061313838,4035.5501532845947,-18.588625394558186,-1338.3810284081894,a72_cp22,a72_cp22_pv138
235,W_bldg2en_235,btm_i_c,72.0,W,0.0,0.0,51418.84285791616,1102.8805458108009,0.0,1663.0807676329669,0.0,0.0,0.0,3.725290298461914e-11,21.55713016986636,12452.58942657642,0.0,23537.016313296426,0.0,0.0,0.0,-608746.2471120876,0.0,0.0,0.0,73360.60527704978,293317.78286624776,46.157920707891186,33435.604259228014,91859.98872495387,61.09545378162475,61.09545378162482,28.20039111264866,28.200391112648393,0.0,143278.83158287,0.0,408522.8142766657,W_max_pv_scale.csv,W,btm_i_c,W_ic_15,False,EASO_TOU_15pc_FIT8,EASO_TOU_15pc_FIT8,TIDNULL,EA305,,5,0.06,True,138.0,W_max_pv_scale,138.0,1.9166666666666667,-8454.808987667882,-7825.441276180068,-629.3677114878146,429.5957343047396,-130.60448751742638,0.0,188565.63668746845,146138.36843278803,11622.384441459633,161.4220061313838,807.110030656919,-125.87354229756292,-9062.89504542453,a72_cp22,a72_cp22_pv138
236,W_bldg2en_236,btm_i_c,72.0,W,0.0,0.0,29527.77296479884,1102.8805458108009,0.0,1424.5809973457215,0.0,0.0,0.0,-2.421438694000244e-10,21.55713016986636,12452.58942657642,0.0,18817.92988086071,0.0,0.0,0.0,-905591.3499830834,0.0,0.0,0.0,73360.60527704978,293317.78286624776,46.157920707891186,33435.604259228014,91859.98872495387,61.09545378162475,61.09545378162482,28.20039111264866,28.200391112648393,0.0,121387.76168975295,0.0,408522.8142766657,W_max_pv_scale.csv,W,btm_i_c,W_ic_15,False,EASO_TOU_15pc_FIT8,EASO_TOU_15pc_FIT8,TIDNULL,EA305,,10,0.06,True,138.0,W_max_pv_scale,138.0,1.9166666666666667,-12577.657638653936,-13740.797308598916,1163.1396699449797,429.5957343047396,107.895282769819,1.0,188565.63668746845,146138.36843278803,11622.384441459633,161.4220061313838,1614.220061313838,116.31396699449797,8374.605623603855,a72_cp22,a72_cp22_pv138
237,W_bldg2en_237,btm_i_c,72.0,W,0.0,0.0,35762.949410297304,1102.8805458108009,0.0,1492.5122659960246,0.0,0.0,0.0,-1.862645149230957e-11,21.55713016986636,12452.58942657642,0.0,20162.05498353765,0.0,0.0,0.0,-1255980.2180587407,0.0,0.0,0.0,73360.60527704978,293317.78286624776,46.157920707891186,33435.604259228014,91859.98872495387,61.09545378162475,61.09545378162482,28.20039111264866,28.200391112648393,0.0,127622.93813525118,0.0,408522.8142766657,W_max_pv_scale.csv,W,btm_i_c,W_ic_15,False,EASO_TOU_15pc_FIT8,EASO_TOU_15pc_FIT8,TIDNULL,EA305,,15,0.06,True,138.0,W_max_pv_scale,138.0,1.9166666666666667,-17444.169695260287,-18126.277801920518,682.108106660231,429.5957343047396,39.96401411951592,2.0,188565.63668746845,146138.36843278803,11622.384441459633,161.4220061313838,2421.330091970757,45.473873777348736,3274.118911969109,a72_cp22,a72_cp22_pv138
238,W_bldg2en_238,btm_i_c,72.0,W,0.0,0.0,30362.60044203754,1102.8805458108009,0.0,1433.6763116690086,0.0,0.0,0.0,-2.0489096641540527e-10,21.55713016986636,12452.58942657642,0.0,18997.894726822862,0.0,0.0,0.0,-1418583.3617010475,0.0,0.0,0.0,73360.60527704978,293317.78286624776,46.157920707891186,33435.604259228014,91859.98872495387,61.09545378162475,61.09545378162482,28.20039111264866,28.200391112648393,0.0,122222.58916699162,0.0,408522.8142766657,W_max_pv_scale.csv,W,btm_i_c,W_ic_15,False,EASO_TOU_15pc_FIT8,EASO_TOU_15pc_FIT8,TIDNULL,EA305,,20,0.06,True,138.0,W_max_pv_scale,138.0,1.9166666666666667,-19702.546690292325,-21377.551106841078,1675.0044165487525,429.5957343047396,98.79996844653192,3.0,188565.63668746845,146138.36843278803,11622.384441459633,161.4220061313838,3228.440122627676,83.75022082743763,6030.015899575509,a72_cp22,a72_cp22_pv138
239,W_bldg2en_239,btm_i_c,72.0,W,0.0,0.0,37475.15908659037,1102.8805458108009,0.0,1511.166521657046,0.0,0.0,0.0,1.6763806343078613e-10,21.55713016986636,12452.58942657642,0.0,20531.1582522372,0.0,0.0,0.0,-1670394.6719510704,0.0,0.0,0.0,73360.60527704978,293317.78286624776,46.157920707891186,33435.604259228014,91859.98872495387,61.09545378162475,61.09545378162482,28.20039111264866,28.200391112648393,0.0,129335.14781154408,0.0,408522.8142766657,W_max_pv_scale.csv,W,btm_i_c,W_ic_15,False,EASO_TOU_15pc_FIT8,EASO_TOU_15pc_FIT8,TIDNULL,EA305,,25,0.06,True,138.0,W_max_pv_scale,138.0,1.9166666666666667,-23199.92599932042,-23787.954737500655,588.0287381802336,429.5957343047396,21.30975845849457,4.0,188565.63668746845,146138.36843278803,11622.384441459633,161.4220061313838,4035.5501532845947,23.521149527209346,1693.5227659590728,a72_cp22,a72_cp22_pv138
240,W_bldg2en_240,btm_i_c,72.0,W,0.0,0.0,51418.84285791616,1068.5001799097247,0.0,1628.7004017318916,0.0,0.0,0.0,3.3527612686157225e-10,21.55713016986636,11993.55156037189,0.0,23077.978447091893,0.0,0.0,0.0,-596278.8106722678,0.0,0.0,0.0,73360.60527704978,293317.78286624776,46.157920707891186,33435.604259228014,88925.56451387213,61.09545378162475,61.09545378162482,28.20039111264866,28.200391112648393,0.0,140344.40737178794,0.0,408522.8142766657,W_max_pv_scale.csv,W,btm_i_c,W_ic_15,False,EASO_TOU_15pc_FIT12,EASO_TOU_15pc_FIT12,TIDNULL,EA305,,5,0.06,True,138.0,W_max_pv_scale,138.0,1.9166666666666667,-8281.650148225941,-7825.441276180068,-456.20887204587325,463.9761002058158,-96.22412161635111,0.0,188565.63668746845,146138.36843278803,11622.384441459633,161.4220061313838,807.110030656919,-91.24177440917465,-6569.407757460575,a72_cp22,a72_cp22_pv138
241,W_bldg2en_241,btm_i_c,72.0,W,0.0,0.0,29527.77296479884,1068.5001799097247,0.0,1390.2006314446458,0.0,0.0,0.0,1.30385160446167e-10,21.55713016986636,11993.55156037189,0.0,18358.892014656183,0.0,0.0,0.0,-883699.6110981634,0.0,0.0,0.0,73360.60527704978,293317.78286624776,46.157920707891186,33435.604259228014,88925.56451387213,61.09545378162475,61.09545378162482,28.20039111264866,28.200391112648393,0.0,118453.33747867086,0.0,408522.8142766657,W_max_pv_scale.csv,W,btm_i_c,W_ic_15,False,EASO_TOU_15pc_FIT12,EASO_TOU_15pc_FIT12,TIDNULL,EA305,,10,0.06,True,138.0,W_max_pv_scale,138.0,1.9166666666666667,-12273.605709696714,-13740.797308598916,1467.1915989022018,463.9761002058158,142.27564867089473,1.0,188565.63668746845,146138.36843278803,11622.384441459633,161.4220061313838,1614.220061313838,146.71915989022017,10563.779512095853,a72_cp22,a72_cp22_pv138
242,W_bldg2en_242,btm_i_c,72.0,W,0.0,0.0,35762.949410297304,1068.5001799097247,0.0,1458.1319000949484,0.0,0.0,0.0,2.2351741790771484e-10,21.55713016986636,11993.55156037189,0.0,19703.017117333122,0.0,0.0,0.0,-1227101.563372028,0.0,0.0,0.0,73360.60527704978,293317.78286624776,46.157920707891186,33435.604259228014,88925.56451387213,61.09545378162475,61.09545378162482,28.20039111264866,28.200391112648393,0.0,124688.5139241692,0.0,408522.8142766657,W_max_pv_scale.csv,W,btm_i_c,W_ic_15,False,EASO_TOU_15pc_FIT12,EASO_TOU_15pc_FIT12,TIDNULL,EA305,,15,0.06,True,138.0,W_max_pv_scale,138.0,1.9166666666666667,-17043.077269055946,-18126.277801920518,1083.2005328645719,463.9761002058158,74.3443800205921,2.0,188565.63668746845,146138.36843278803,11622.384441459633,161.4220061313838,2421.330091970757,72.21336885763813,5199.362557749945,a72_cp22,a72_cp22_pv138
243,W_bldg2en_243,btm_i_c,72.0,W,0.0,0.0,30362.60044203754,1068.5001799097247,0.0,1399.2959457679324,0.0,0.0,0.0,1.862645149230957e-11,21.55713016986636,11993.55156037189,0.0,18538.856860618333,0.0,0.0,0.0,-1384524.8019013845,0.0,0.0,0.0,73360.60527704978,293317.78286624776,46.157920707891186,33435.604259228014,88925.56451387213,61.09545378162475,61.09545378162482,28.20039111264866,28.200391112648393,0.0,119288.16495590965,0.0,408522.8142766657,W_max_pv_scale.csv,W,btm_i_c,W_ic_15,False,EASO_TOU_15pc_FIT12,EASO_TOU_15pc_FIT12,TIDNULL,EA305,,20,0.06,True,138.0,W_max_pv_scale,138.0,1.9166666666666667,-19229.51113751923,-21377.551106841078,2148.0399693218496,463.9761002058158,133.1803343476081,3.0,188565.63668746845,146138.36843278803,11622.384441459633,161.4220061313838,3228.440122627676,107.40199846609248,7732.943889558658,a72_cp22,a72_cp22_pv138
244,W_bldg2en_244,btm_i_c,72.0,W,0.0,0.0,37475.15908659037,1068.5001799097247,0.0,1476.7861557559695,0.0,0.0,0.0,-3.725290298461914e-11,21.55713016986636,11993.55156037189,0.0,20072.120386032668,0.0,0.0,0.0,-1632495.8745214897,0.0,0.0,0.0,73360.60527704978,293317.78286624776,46.157920707891186,33435.604259228014,88925.56451387213,61.09545378162475,61.09545378162482,28.20039111264866,28.200391112648393,0.0,126400.72360046252,0.0,408522.8142766657,W_max_pv_scale.csv,W,btm_i_c,W_ic_15,False,EASO_TOU_15pc_FIT12,EASO_TOU_15pc_FIT12,TIDNULL,EA305,,25,0.06,True,138.0,W_max_pv_scale,138.0,1.9166666666666667,-22673.55381279847,-23787.954737500655,1114.4009247021859,463.9761002058158,55.69012435957097,4.0,188565.63668746845,146138.36843278803,11622.384441459633,161.4220061313838,4035.5501532845947,44.57603698808744,3209.4746631422954,a72_cp22,a72_cp22_pv138
245,W_bldg2en_245,btm_i_u,72.0,W,0.0,0.0,30901.54996463815,1233.4675258605575,0.0,1662.6557198138648,0.0,0.0,0.0,-3.3527612686157225e-10,21.55713016986636,22275.003330946347,0.0,22275.003330946347,0.0,0.0,0.0,-603254.3304822604,0.0,0.0,0.0,33987.399966708566,336367.0771757557,25.982181008803128,34452.101290487306,111084.66519290641,67.97965379046953,67.97965379046934,17.662596696997486,17.662596696997113,0.0,141986.21515754488,0.0,408522.8142766657,W_max_yield_scale.csv,W,btm_i_u,W_iu_1,False,EASO_TOU_15pc,EASO_TOU_15pc,TIDNULL,EA305,,5,0.06,True,72.0,W_max_yield_scale,72.0,1.0,-8378.532367809174,-7825.441276180068,-553.0910916291059,299.00875425498293,-130.17943969832436,0.0,106143.1370676193,82260.93122740494,6542.211860515516,90.86405361827104,454.3202680913552,-110.61821832582118,-7964.511719459125,a72_cp22,a72_cp22_pv072
246,W_bldg2en_246,btm_i_u,72.0,W,0.0,0.0,17745.517030353527,1233.4675258605575,0.0,1479.9330401710224,0.0,0.0,0.0,-1.1175870895385742e-10,21.55713016986636,22275.003330946347,0.0,22275.003330946347,0.0,0.0,0.0,-961114.1767018614,0.0,0.0,0.0,33987.399966708566,336367.0771757557,25.982181008803128,34452.101290487306,111084.66519290641,67.97965379046953,67.97965379046934,17.662596696997486,17.662596696997113,0.0,128830.18222326002,0.0,408522.8142766657,W_max_yield_scale.csv,W,btm_i_u,W_iu_1,False,EASO_TOU_15pc,EASO_TOU_15pc,TIDNULL,EA305,,10,0.06,True,72.0,W_max_yield_scale,72.0,1.0,-13348.808009748076,-13740.797308598916,391.98929885084,299.00875425498293,52.543239944518064,1.0,106143.1370676193,82260.93122740494,6542.211860515516,90.86405361827104,908.6405361827104,39.198929885084,2822.322951726048,a72_cp22,a72_cp22_pv072
247,W_bldg2en_247,btm_i_u,72.0,W,0.0,0.0,21508.22283329921,1233.4675258605575,0.0,1532.1928429897127,0.0,0.0,0.0,-9.313225746154787e-11,21.55713016986636,22275.003330946347,0.0,22275.003330946347,0.0,0.0,0.0,-1304891.164938578,0.0,0.0,0.0,33987.399966708566,336367.0771757557,25.982181008803128,34452.101290487306,111084.66519290641,67.97965379046953,67.97965379046934,17.662596696997486,17.662596696997113,0.0,132592.8880262057,0.0,408522.8142766657,W_max_yield_scale.csv,W,btm_i_u,W_iu_1,False,EASO_TOU_15pc,EASO_TOU_15pc,TIDNULL,EA305,,15,0.06,True,72.0,W_max_yield_scale,72.0,1.0,-18123.488401924693,-18126.277801920518,2.789399995825079,299.00875425498293,0.2834371258277315,2.0,106143.1370676193,82260.93122740494,6542.211860515516,90.86405361827104,1362.9608042740656,0.18595999972167193,13.389119979960379,a72_cp22,a72_cp22_pv072
248,W_bldg2en_248,btm_i_u,72.0,W,0.0,0.0,18260.39481849167,1233.4675258605575,0.0,1487.0841205618335,0.0,0.0,0.0,-2.60770320892334e-10,21.55713016986636,22275.003330946347,0.0,22275.003330946347,0.0,0.0,0.0,-1501250.7205169478,0.0,0.0,0.0,33987.399966708566,336367.0771757557,25.982181008803128,34452.101290487306,111084.66519290641,67.97965379046953,67.97965379046934,17.662596696997486,17.662596696997113,0.0,129345.06001139832,0.0,408522.8142766657,W_max_yield_scale.csv,W,btm_i_u,W_iu_1,False,EASO_TOU_15pc,EASO_TOU_15pc,TIDNULL,EA305,,20,0.06,True,72.0,W_max_yield_scale,72.0,1.0,-20850.704451624275,-21377.551106841078,526.8466552168029,299.00875425498293,45.39215955370696,3.0,106143.1370676193,82260.93122740494,6542.211860515516,90.86405361827104,1817.2810723654209,26.342332760840144,1896.6479587804904,a72_cp22,a72_cp22_pv072
249,W_bldg2en_249,btm_i_u,72.0,W,0.0,0.0,22545.394640781124,1233.4675258605575,0.0,1546.5980069825173,0.0,0.0,0.0,-3.725290298461914e-10,21.55713016986636,22275.003330946347,0.0,22275.003330946347,0.0,0.0,0.0,-1725864.4980554269,0.0,0.0,0.0,33987.399966708566,336367.0771757557,25.982181008803128,34452.101290487306,111084.66519290641,67.97965379046953,67.97965379046934,17.662596696997486,17.662596696997113,0.0,133630.05983368788,0.0,408522.8142766657,W_max_yield_scale.csv,W,btm_i_u,W_iu_1,False,EASO_TOU_15pc,EASO_TOU_15pc,TIDNULL,EA305,,25,0.06,True,72.0,W_max_yield_scale,72.0,1.0,-23970.34025076982,-23787.954737500655,-182.38551326916422,299.00875425498293,-14.121726866976815,4.0,106143.1370676193,82260.93122740494,6542.211860515516,90.86405361827104,2271.601340456776,-7.2954205307665685,-525.2702782151929,a72_cp22,a72_cp22_pv072
250,W_bldg2en_250,btm_i_u,72.0,W,0.0,0.0,30901.54996463815,1195.7037481197688,0.0,1624.8919420730765,0.0,0.0,0.0,3.166496753692627e-10,21.55713016986636,22275.003330946347,0.0,22275.003330946347,0.0,0.0,0.0,-591702.1970929715,0.0,0.0,0.0,33987.399966708566,336367.0771757557,25.982181008803128,34452.101290487306,108365.6731955699,67.97965379046953,67.97965379046934,17.662596696997486,17.662596696997113,0.0,139267.22316020777,0.0,408522.8142766657,W_max_yield_scale.csv,W,btm_i_u,W_iu_1,False,EASO_TOU_15pc_FIT8,EASO_TOU_15pc_FIT8,TIDNULL,EA305,,5,0.06,True,72.0,W_max_yield_scale,72.0,1.0,-8218.086070735715,-7825.441276180068,-392.6447945556474,336.7725319957717,-92.41566195753603,0.0,106143.1370676193,82260.93122740494,6542.211860515516,90.86405361827104,454.3202680913552,-78.52895891112948,-5654.085041601323,a72_cp22,a72_cp22_pv072
251,W_bldg2en_251,btm_i_u,72.0,W,0.0,0.0,17745.517030353527,1195.7037481197688,0.0,1442.1692624302386,0.0,0.0,0.0,-1.1175870895385742e-10,21.55713016986636,22275.003330946347,0.0,22275.003330946347,0.0,0.0,0.0,-940829.6307214,0.0,0.0,0.0,33987.399966708566,336367.0771757557,25.982181008803128,34452.101290487306,108365.6731955699,67.97965379046953,67.97965379046934,17.662596696997486,17.662596696997113,0.0,126111.19022592355,0.0,408522.8142766657,W_max_yield_scale.csv,W,btm_i_u,W_iu_1,False,EASO_TOU_15pc_FIT8,EASO_TOU_15pc_FIT8,TIDNULL,EA305,,10,0.06,True,72.0,W_max_yield_scale,72.0,1.0,-13067.078204463889,-13740.797308598916,673.719104135027,336.7725319957717,90.30701768530184,1.0,106143.1370676193,82260.93122740494,6542.211860515516,90.86405361827104,908.6405361827104,67.3719104135027,4850.777549772195,a72_cp22,a72_cp22_pv072
252,W_bldg2en_252,btm_i_u,72.0,W,0.0,0.0,21508.22283329921,1195.7037481197688,0.0,1494.4290652489242,0.0,0.0,0.0,-9.313225746154787e-11,21.55713016986636,22275.003330946347,0.0,22275.003330946347,0.0,0.0,0.0,-1278132.6510568843,0.0,0.0,0.0,33987.399966708566,336367.0771757557,25.982181008803128,34452.101290487306,108365.6731955699,67.97965379046953,67.97965379046934,17.662596696997486,17.662596696997113,0.0,129873.8960288692,0.0,408522.8142766657,W_max_yield_scale.csv,W,btm_i_u,W_iu_1,False,EASO_TOU_15pc_FIT8,EASO_TOU_15pc_FIT8,TIDNULL,EA305,,15,0.06,True,72.0,W_max_yield_scale,72.0,1.0,-17751.84237579006,-18126.277801920518,374.4354261304579,336.7725319957717,38.04721486661629,2.0,106143.1370676193,82260.93122740494,6542.211860515516,90.86405361827104,1362.9608042740656,24.962361742030527,1797.290045426198,a72_cp22,a72_cp22_pv072
253,W_bldg2en_253,btm_i_u,72.0,W,0.0,0.0,18260.39481849167,1195.7037481197688,0.0,1449.3203428210445,0.0,0.0,0.0,-1.30385160446167e-10,21.55713016986636,22275.003330946347,0.0,22275.003330946347,0.0,0.0,0.0,-1469692.586833901,0.0,0.0,0.0,33987.399966708566,336367.0771757557,25.982181008803128,34452.101290487306,108365.6731955699,67.97965379046953,67.97965379046934,17.662596696997486,17.662596696997113,0.0,126626.06801406172,0.0,408522.8142766657,W_max_yield_scale.csv,W,btm_i_u,W_iu_1,False,EASO_TOU_15pc_FIT8,EASO_TOU_15pc_FIT8,TIDNULL,EA305,,20,0.06,True,72.0,W_max_yield_scale,72.0,1.0,-20412.397039359737,-21377.551106841078,965.1540674813405,336.7725319957717,83.15593729449597,3.0,106143.1370676193,82260.93122740494,6542.211860515516,90.86405361827104,1817.2810723654209,48.25770337406702,3474.5546429328256,a72_cp22,a72_cp22_pv072
