scenario,scenario_label,arrangement,number_of_households,load_folder,en_opex,en_capex_repayment,pv_capex_repayment,average_hh_bill$,average_hh_solar_bill$,average_hh_total$,central_battery_SOH_mean,central_battery_capacity_kWh_mean,central_battery_cycles_mean,checksum_total_payments$_mean,cp_ratio_mean,cust_bill_cp_mean,cust_solar_bill_cp_mean,cust_total$_cp_mean,eno$_bat_capex_repay_mean,eno$_demand_charge_mean,eno$_energy_bill_mean,eno$_npv_building_mean,eno$_receipts_from_residents_mean,eno$_total_payment_mean,eno_net$_mean,export_kWh_mean,import_kWh_mean,pv_ratio_mean,retailer_bill$_mean,retailer_receipt$_mean,self-consumption_mean,self-consumption_OLD_mean,self-sufficiency_mean,self-sufficiency_OLD_mean,solar_retailer_profit_mean,total$_building_costs_mean,total_battery_losses_mean,total_building_load_mean
163,ceem_ui_default_163,en_pv,13.0,no_longer_required,3250.0,2166.4875208379945,1679.0278286494456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.020458751744435,0.0,0.0,0.0,0.0,0.0,3393.339229528529,-121739.4811425933,0.0,10488.85457901597,-10488.85457901597,6961.017433305056,17019.931434068865,56.20625023195921,1683.3507340907436,3393.339229528529,46.08009153498412,46.08009153498374,25.89989155526903,25.899891555268866,0.0,10488.85457901597,0.0,22968.834717378963
