timestamp,C01,C02,C03,C04,C05,C06,C07,C08,C09,C10,C11,C12,cp
20/09/2017 11:30,0.053440556,0.018100833,0.031103333,0.009578333,0.035611389,0.082221667,0.012985833,0.047475,0.078634722,0.043640833,0.050607222,0.031961389,0.223766944
20/09/2017 12:00,0.05314,0.160090278,0.021934722,0.033791944,0.049052778,0.481798333,0.042261111,0.000291944,0.148485833,0.052970833,0.014924444,0.015210556,0.225636944
20/09/2017 12:30,0.024900833,0.014545,0.010786111,0.018716389,0.033371667,0.198027222,0.014918333,0.023916667,0.108625278,0.052315,0.014559722,0.005219722,0.342842222
20/09/2017 13:00,0.024213889,0.051326111,0.031215833,0.0186325,0.044679722,0.038406667,0.039261389,0.002938889,0.103826944,0.029838889,0.060296944,0.023614722,0.300925
20/09/2017 13:30,0.019645556,0.016873333,0.025264444,0.044619722,0.039520278,0.1774875,0.035690556,0.025923611,0.1024175,0.059455556,0.075660278,0.009346667,0.232150556
20/09/2017 14:00,0.020233056,0.030893611,0.009166944,0.033175278,0.018490278,0.086471667,0.019776944,0.000335556,0.095406111,0.060391667,0.536754444,0.021385278,0.226386389
20/09/2017 14:30,0.02105,0.023735833,0.031745278,0.047057778,0.031978333,0.122118889,0.0436875,0.025945278,0.094613611,0.085108889,0.135833333,0.020994167,0.222430833
20/09/2017 15:00,0.178281111,0.020383611,0.030408611,0.020751667,0.034303333,0.074528056,0.007154722,0.001783889,0.074740833,0.136891111,0.173996944,0.009482778,0.224415
20/09/2017 15:30,0.051840833,0.034268333,0.004856667,0.053718611,0.0331175,0.120099722,0.038305833,0.026298889,0.044623333,0.037271389,0.125834722,0.0206875,0.222427778
20/09/2017 16:00,0.054284167,0.012368611,0.031756389,0.131220556,0.011672222,0.077965,0.006914722,0.000442222,0.098684444,0.018105,0.207899167,0.023662222,0.222733333
20/09/2017 16:30,0.033693611,0.041511389,0.032296944,0.038424722,0.052040556,0.173938056,0.037272778,0.024208056,0.095453333,0.038985,0.176976667,0.045795278,0.221996667
20/09/2017 17:00,0.031843056,0.003060278,0.015355278,0.038470278,0.060065556,0.083678333,0.026378056,0.020516944,0.078771944,0.028767778,0.141448056,0.060128056,0.219541667
20/09/2017 17:30,0.054576111,0.068717778,0.019523611,0.036427222,0.084106111,0.173581111,0.015753611,0.041683056,0.045690556,0.026303611,0.022621944,0.058465278,0.248893889
20/09/2017 18:00,0.054060833,0.193789722,0.031963333,0.079483333,0.076483889,0.205051944,0.036858889,0.026351111,0.099198056,0.039003611,0.016478056,0.010606111,0.301851111
20/09/2017 18:30,0.0501775,0.100730278,0.152320278,0.031760833,0.1028675,0.231313056,0.006646389,0.026914722,0.082886944,0.016181667,0.06753,0.012628333,0.301876111
20/09/2017 19:00,0.054826944,0.227547778,0.029328611,0.021303889,0.081209167,0.196169167,0.035655,0.027359722,0.0391975,0.038640556,0.029501667,0.020893611,0.304645
20/09/2017 19:30,0.089589167,0.087467778,0.038941944,0.033068889,0.057249167,0.240025,0.022544444,0.0318275,0.142023056,0.035085556,0.014603333,0.013590556,0.304100833
20/09/2017 20:00,0.086094167,0.073183611,0.033545833,0.008626111,0.115177222,0.153849722,0.020823889,0.022954722,0.122852778,0.019905833,0.031326944,0.009954167,0.3065425
20/09/2017 20:30,0.070465278,0.103445833,0.004645833,0.042045278,0.105108056,0.1570575,0.035753611,0.027065,0.108590556,0.038400556,0.070376944,0.021061944,0.306666111
