scenario,pv_filename,load_file,arrangement,pv_cap_id,cp,all_residents,parent,network_tariff,en_capex_id,a_term,a_rate
0,,C_building_profile_kWh_POS.csv,bau,,EASO_TOU_15pc,EASO_TOU_15pc,TIDNULL,EA225,,5,0.06
