scenario,scenario_label,arrangement,number_of_households,load_folder,en_opex,en_capex_repayment,pv_capex_repayment,average_hh_bill$,average_hh_solar_bill$,average_hh_total$,central_battery_SOH_mean,central_battery_capacity_kWh_mean,central_battery_cycles_mean,checksum_total_payments$_mean,cp_ratio_mean,cust_bill_cp_mean,cust_solar_bill_cp_mean,cust_total$_cp_mean,eno$_bat_capex_repay_mean,eno$_demand_charge_mean,eno$_energy_bill_mean,eno$_npv_building_mean,eno$_receipts_from_residents_mean,eno$_total_payment_mean,eno_net$_mean,export_kWh_mean,import_kWh_mean,pv_ratio_mean,retailer_bill$_mean,retailer_receipt$_mean,self-consumption_mean,self-consumption_OLD_mean,self-sufficiency_mean,self-sufficiency_OLD_mean,solar_retailer_profit_mean,total$_building_costs_mean,total_battery_losses_mean,total_building_load_mean,pv_filename,load_folder_y,arrangement_y,pv_cap_id,cp,all_residents,parent,network_tariff,en_capex_id,a_term,a_rate,pv_name,kwp,kwp_unit,npv_unit,bau_npv,npv_u_cf_bau,average_hh_bill_saving,average_hh_total_saving,bau_scenario,annual_generation,emissions_avoided_kg,carbon_offset_$,annual_carbon_offset_$_unit,total_carbon_offset_$_unit,npv_u_cf_bau_pa,total_npv_cf_bau_pa,site_tag,system_tag
138,T_bldg1_138,btm_p_u,15.0,T,898.2,1057.4522423137832,2038.8195062171842,1268.182755239523,260.13932999444137,1528.322085233964,0.0,0.0,0.0,0.0,5.101381960911605,1312.5143791683186,0.0,1312.5143791683186,0.0,0.0,0.0,-281312.116819928,0.0,0.0,0.0,3023.524321400711,61348.70339700161,24.679777406877843,8638.387583194322,20335.255707761167,84.17922544147781,84.17922544147761,20.775245461790604,20.77524546179052,-92.38179861434791,24237.345657677793,0.0,77436.28081222216,T_max_yield.csv,T,btm_p_u,T_max_yield,SIT_15_FIT12_ppa2,SIT_15_FIT12_ppa2,TIDNULL,EA302,ppa_1,20.0,0.06,T_max_yield,12.75,0.85,-18754.141121328532,-19676.510502220954,922.3693808924218,79.4696857052138,79.46968570521426,3.0,19111.101736621324,14811.103845881524,1177.9270888629576,78.52847259086384,1570.5694518172768,46.11846904462109,691.7770356693163,a15_cp5,a15_cp5_pv012
139,T_bldg1_139,btm_p_u,15.0,T,898.2,950.9888685926193,2474.310672124821,1268.182755239523,260.13932999444137,1528.322085233964,0.0,0.0,0.0,-4.6566128730773935e-12,5.101381960911605,1312.5143791683186,0.0,1312.5143791683186,0.0,0.0,0.0,-313031.1731488025,0.0,0.0,0.0,3023.524321400711,61348.70339700161,24.679777406877843,8638.387583194322,20335.255707761167,84.17922544147781,84.17922544147761,20.775245461790604,20.77524546179052,-421.4095908008202,24237.345657677793,0.0,77436.28081222216,T_max_yield.csv,T,btm_p_u,T_max_yield,SIT_15_FIT12_ppa2,SIT_15_FIT12_ppa2,TIDNULL,EA302,ppa_1,25.0,0.06,T_max_yield,12.75,0.85,-20868.744876586832,-21895.115061565764,1026.3701849789322,79.4696857052138,79.46968570521426,4.0,19111.101736621324,14811.103845881524,1177.9270888629576,78.52847259086384,1963.211814771596,41.05480739915729,615.8221109873593,a15_cp5,a15_cp5_pv012
140,T_bldg1_140,btm_p_c,15.0,T,958.08,2967.198378736651,7989.860216082116,1140.5928956804926,312.6075141262132,1453.2004098067057,0.0,0.0,0.0,0.0,5.101381960911605,931.7640395487593,241.9833515624136,1173.7473911111729,0.0,0.0,0.0,-97599.68448571648,0.0,0.0,0.0,18532.246656953444,52531.75523921409,56.093567219857604,8378.210101170736,18040.65747475615,57.33512020911546,57.33512020911538,32.16131419508634,32.16131419508626,-6984.042531363156,22971.753538211757,0.0,77436.28081222216,T_max_pv.csv,T,btm_p_c,T_max_pv,SIT_15_ppa1,SIT_15_ppa1,TIDNULL,EA302,ppa_1,5.0,0.06,T_max_pv,30.75,2.05,-6506.645632381099,-7202.760348260654,696.1147158795548,154.5913611324724,154.59136113247246,0.0,43436.77222996158,33663.498478220215,2677.258033972854,178.48386893152357,892.4193446576179,139.22294317591096,2088.3441476386643,a15_cp5,a15_cp5_pv030
141,T_bldg1_141,btm_p_c,15.0,T,958.08,1703.9426638004627,4588.255304244562,1140.5928956804926,312.6075141262132,1453.2004098067057,0.0,0.0,0.0,0.0,5.101381960911605,931.7640395487593,241.9833515624136,1173.7473911111729,0.0,0.0,0.0,-171376.5952066645,0.0,0.0,0.0,18532.246656953444,52531.75523921409,56.093567219857604,8378.210101170736,18040.65747475615,57.33512020911546,57.33512020911538,32.16131419508634,32.16131419508626,-2319.1819045894117,22971.753538211757,0.0,77436.28081222216,T_max_pv.csv,T,btm_p_c,T_max_pv,SIT_15_ppa1,SIT_15_ppa1,TIDNULL,EA302,ppa_1,10.0,0.06,T_max_pv,30.75,2.05,-11425.106347110966,-12647.423514520991,1222.317167410025,154.5913611324724,154.59136113247246,1.0,43436.77222996158,33663.498478220215,2677.258033972854,178.48386893152357,1784.8386893152358,122.23171674100249,1833.4757511150374,a15_cp5,a15_cp5_pv030
142,T_bldg1_142,btm_p_c,15.0,T,958.08,1295.15145968878,4795.300811068192,1140.5928956804926,312.6075141262132,1453.2004098067057,0.0,0.0,0.0,0.0,5.101381960911605,931.7640395487593,241.9833515624136,1173.7473911111729,0.0,0.0,0.0,-226072.74553997672,0.0,0.0,0.0,18532.246656953444,52531.75523921409,56.093567219857604,8378.210101170736,18040.65747475615,57.33512020911546,57.33512020911538,32.16131419508634,32.16131419508626,-2117.4362073013604,22971.753538211757,0.0,77436.28081222216,T_max_pv.csv,T,btm_p_c,T_max_pv,SIT_15_ppa1,SIT_15_ppa1,TIDNULL,EA302,ppa_1,15.0,0.06,T_max_pv,30.75,2.05,-15071.51636933178,-16683.945403902104,1612.429034570323,154.5913611324724,154.59136113247246,2.0,43436.77222996158,33663.498478220215,2677.258033972854,178.48386893152357,2677.258033972854,107.49526897135486,1612.429034570323,a15_cp5,a15_cp5_pv030
143,T_bldg1_143,btm_p_c,15.0,T,958.08,1099.5783885522997,4071.191132908064,1140.5928956804926,312.6075141262132,1453.2004098067057,0.0,0.0,0.0,0.0,5.101381960911605,931.7640395487593,241.9833515624136,1173.7473911111729,0.0,0.0,0.0,-266622.9506386954,0.0,0.0,0.0,18532.246656953444,52531.75523921409,56.093567219857604,8378.210101170736,18040.65747475615,57.33512020911546,57.33512020911538,32.16131419508634,32.16131419508626,-1197.7534580047536,22971.753538211757,0.0,77436.28081222216,T_max_pv.csv,T,btm_p_c,T_max_pv,SIT_15_ppa1,SIT_15_ppa1,TIDNULL,EA302,ppa_1,20.0,0.06,T_max_pv,30.75,2.05,-17774.863375913024,-19676.510502220954,1901.6471263079293,154.5913611324724,154.59136113247246,3.0,43436.77222996158,33663.498478220215,2677.258033972854,178.48386893152357,3569.6773786304716,95.08235631539647,1426.235344730947,a15_cp5,a15_cp5_pv030
144,T_bldg1_144,btm_p_c,15.0,T,958.08,988.8737909999677,4659.845456103835,1140.5928956804926,312.6075141262132,1453.2004098067057,0.0,0.0,0.0,0.0,5.101381960911605,931.7640395487593,241.9833515624136,1173.7473911111729,0.0,0.0,0.0,-296685.74525089114,0.0,0.0,0.0,18532.246656953444,52531.75523921409,56.093567219857604,8378.210101170736,18040.65747475615,57.33512020911546,57.33512020911538,32.16131419508634,32.16131419508626,-1675.7031836481929,22971.753538211757,0.0,77436.28081222216,T_max_pv.csv,T,btm_p_c,T_max_pv,SIT_15_ppa1,SIT_15_ppa1,TIDNULL,EA302,ppa_1,25.0,0.06,T_max_pv,30.75,2.05,-19779.049683392743,-21895.115061565764,2116.0653781730216,154.5913611324724,154.59136113247246,4.0,43436.77222996158,33663.498478220215,2677.258033972854,178.48386893152357,4462.096723288089,84.64261512692086,1269.6392269038129,a15_cp5,a15_cp5_pv030
145,T_bldg1_145,btm_p_c,15.0,T,958.08,2967.198378736651,7989.860216082116,1048.3176855528332,404.8827242538722,1453.2004098067057,0.0,0.0,0.0,-4.6566128730773935e-12,5.101381960911605,833.3124589073718,340.434932203801,1173.7473911111729,0.0,0.0,0.0,-97599.68448571648,0.0,0.0,0.0,18532.246656953444,52531.75523921409,56.093567219857604,8378.210101170736,16558.07774219987,57.33512020911546,57.33512020911538,32.16131419508634,32.16131419508626,-5501.462798806881,22971.753538211757,0.0,77436.28081222216,T_max_pv.csv,T,btm_p_c,T_max_pv,SIT_15_FIT8_ppa1,SIT_15_FIT8_ppa1,TIDNULL,EA302,ppa_1,5.0,0.06,T_max_pv,30.75,2.05,-6506.645632381099,-7202.760348260654,696.1147158795548,154.5913611324728,154.59136113247246,0.0,43436.77222996158,33663.498478220215,2677.258033972854,178.48386893152357,892.4193446576179,139.22294317591096,2088.3441476386643,a15_cp5,a15_cp5_pv030
146,T_bldg1_146,btm_p_c,15.0,T,958.08,1703.9426638004627,4588.255304244562,1048.3176855528332,404.8827242538722,1453.2004098067057,0.0,0.0,0.0,-4.6566128730773935e-12,5.101381960911605,833.3124589073718,340.434932203801,1173.7473911111729,0.0,0.0,0.0,-171376.5952066645,0.0,0.0,0.0,18532.246656953444,52531.75523921409,56.093567219857604,8378.210101170736,16558.07774219987,57.33512020911546,57.33512020911538,32.16131419508634,32.16131419508626,-836.6021720331372,22971.753538211757,0.0,77436.28081222216,T_max_pv.csv,T,btm_p_c,T_max_pv,SIT_15_FIT8_ppa1,SIT_15_FIT8_ppa1,TIDNULL,EA302,ppa_1,10.0,0.06,T_max_pv,30.75,2.05,-11425.106347110966,-12647.423514520991,1222.317167410025,154.5913611324728,154.59136113247246,1.0,43436.77222996158,33663.498478220215,2677.258033972854,178.48386893152357,1784.8386893152358,122.23171674100249,1833.4757511150374,a15_cp5,a15_cp5_pv030
147,T_bldg1_147,btm_p_c,15.0,T,958.08,1295.15145968878,4795.300811068192,1048.3176855528332,404.8827242538722,1453.2004098067057,0.0,0.0,0.0,-9.313225746154784e-12,5.101381960911605,833.3124589073718,340.434932203801,1173.7473911111729,0.0,0.0,0.0,-226072.74553997672,0.0,0.0,0.0,18532.246656953444,52531.75523921409,56.093567219857604,8378.210101170736,16558.07774219987,57.33512020911546,57.33512020911538,32.16131419508634,32.16131419508626,-634.8564747450862,22971.753538211757,0.0,77436.28081222216,T_max_pv.csv,T,btm_p_c,T_max_pv,SIT_15_FIT8_ppa1,SIT_15_FIT8_ppa1,TIDNULL,EA302,ppa_1,15.0,0.06,T_max_pv,30.75,2.05,-15071.51636933178,-16683.945403902104,1612.429034570323,154.5913611324728,154.59136113247246,2.0,43436.77222996158,33663.498478220215,2677.258033972854,178.48386893152357,2677.258033972854,107.49526897135486,1612.429034570323,a15_cp5,a15_cp5_pv030
148,T_bldg1_148,btm_p_c,15.0,T,958.08,1099.5783885522997,4071.191132908064,1048.3176855528332,404.8827242538722,1453.2004098067057,0.0,0.0,0.0,-4.6566128730773935e-12,5.101381960911605,833.3124589073718,340.434932203801,1173.7473911111729,0.0,0.0,0.0,-266622.9506386954,0.0,0.0,0.0,18532.246656953444,52531.75523921409,56.093567219857604,8378.210101170736,16558.07774219987,57.33512020911546,57.33512020911538,32.16131419508634,32.16131419508626,284.82627455152107,22971.753538211757,0.0,77436.28081222216,T_max_pv.csv,T,btm_p_c,T_max_pv,SIT_15_FIT8_ppa1,SIT_15_FIT8_ppa1,TIDNULL,EA302,ppa_1,20.0,0.06,T_max_pv,30.75,2.05,-17774.863375913024,-19676.510502220954,1901.6471263079293,154.5913611324728,154.59136113247246,3.0,43436.77222996158,33663.498478220215,2677.258033972854,178.48386893152357,3569.6773786304716,95.08235631539647,1426.235344730947,a15_cp5,a15_cp5_pv030
149,T_bldg1_149,btm_p_c,15.0,T,958.08,988.8737909999677,4659.845456103835,1048.3176855528332,404.8827242538722,1453.2004098067057,0.0,0.0,0.0,-4.6566128730773935e-12,5.101381960911605,833.3124589073718,340.434932203801,1173.7473911111729,0.0,0.0,0.0,-296685.74525089114,0.0,0.0,0.0,18532.246656953444,52531.75523921409,56.093567219857604,8378.210101170736,16558.07774219987,57.33512020911546,57.33512020911538,32.16131419508634,32.16131419508626,-193.1234510919184,22971.753538211757,0.0,77436.28081222216,T_max_pv.csv,T,btm_p_c,T_max_pv,SIT_15_FIT8_ppa1,SIT_15_FIT8_ppa1,TIDNULL,EA302,ppa_1,25.0,0.06,T_max_pv,30.75,2.05,-19779.049683392743,-21895.115061565764,2116.0653781730216,154.5913611324728,154.59136113247246,4.0,43436.77222996158,33663.498478220215,2677.258033972854,178.48386893152357,4462.096723288089,84.64261512692086,1269.6392269038129,a15_cp5,a15_cp5_pv030
150,T_bldg1_150,btm_p_c,15.0,T,958.08,2967.198378736651,7989.860216082116,1002.1800804890038,451.0203293177018,1453.2004098067057,0.0,0.0,0.0,0.0,5.101381960911605,784.0866685866781,389.6607225244945,1173.7473911111724,0.0,0.0,0.0,-97599.68448571648,0.0,0.0,0.0,18532.246656953444,52531.75523921409,56.093567219857604,8378.210101170736,15816.787875921731,57.33512020911546,57.33512020911538,32.16131419508634,32.16131419508626,-4760.172932528742,22971.753538211757,0.0,77436.28081222216,T_max_pv.csv,T,btm_p_c,T_max_pv,SIT_15_FIT12_ppa1,SIT_15_FIT12_ppa1,TIDNULL,EA302,ppa_1,5.0,0.06,T_max_pv,30.75,2.05,-6506.645632381099,-7202.760348260654,696.1147158795548,154.59136113247257,154.59136113247246,0.0,43436.77222996158,33663.498478220215,2677.258033972854,178.48386893152357,892.4193446576179,139.22294317591096,2088.3441476386643,a15_cp5,a15_cp5_pv030
151,T_bldg1_151,btm_p_c,15.0,T,958.08,1703.9426638004627,4588.255304244562,1002.1800804890038,451.0203293177018,1453.2004098067057,0.0,0.0,0.0,-4.6566128730773935e-12,5.101381960911605,784.0866685866781,389.6607225244945,1173.7473911111724,0.0,0.0,0.0,-171376.5952066645,0.0,0.0,0.0,18532.246656953444,52531.75523921409,56.093567219857604,8378.210101170736,15816.787875921731,57.33512020911546,57.33512020911538,32.16131419508634,32.16131419508626,-95.31230575499708,22971.753538211757,0.0,77436.28081222216,T_max_pv.csv,T,btm_p_c,T_max_pv,SIT_15_FIT12_ppa1,SIT_15_FIT12_ppa1,TIDNULL,EA302,ppa_1,10.0,0.06,T_max_pv,30.75,2.05,-11425.106347110966,-12647.423514520991,1222.317167410025,154.59136113247257,154.59136113247246,1.0,43436.77222996158,33663.498478220215,2677.258033972854,178.48386893152357,1784.8386893152358,122.23171674100249,1833.4757511150374,a15_cp5,a15_cp5_pv030
152,T_bldg1_152,btm_p_c,15.0,T,958.08,1295.15145968878,4795.300811068192,1002.1800804890038,451.0203293177018,1453.2004098067057,0.0,0.0,0.0,0.0,5.101381960911605,784.0866685866781,389.6607225244945,1173.7473911111724,0.0,0.0,0.0,-226072.74553997672,0.0,0.0,0.0,18532.246656953444,52531.75523921409,56.093567219857604,8378.210101170736,15816.787875921731,57.33512020911546,57.33512020911538,32.16131419508634,32.16131419508626,106.43339153305395,22971.753538211757,0.0,77436.28081222216,T_max_pv.csv,T,btm_p_c,T_max_pv,SIT_15_FIT12_ppa1,SIT_15_FIT12_ppa1,TIDNULL,EA302,ppa_1,15.0,0.06,T_max_pv,30.75,2.05,-15071.51636933178,-16683.945403902104,1612.429034570323,154.59136113247257,154.59136113247246,2.0,43436.77222996158,33663.498478220215,2677.258033972854,178.48386893152357,2677.258033972854,107.49526897135486,1612.429034570323,a15_cp5,a15_cp5_pv030
153,T_bldg1_153,btm_p_c,15.0,T,958.08,1099.5783885522997,4071.191132908064,1002.1800804890038,451.0203293177018,1453.2004098067057,0.0,0.0,0.0,0.0,5.101381960911605,784.0866685866781,389.6607225244945,1173.7473911111724,0.0,0.0,0.0,-266622.9506386954,0.0,0.0,0.0,18532.246656953444,52531.75523921409,56.093567219857604,8378.210101170736,15816.787875921731,57.33512020911546,57.33512020911538,32.16131419508634,32.16131419508626,1026.1161408296612,22971.753538211757,0.0,77436.28081222216,T_max_pv.csv,T,btm_p_c,T_max_pv,SIT_15_FIT12_ppa1,SIT_15_FIT12_ppa1,TIDNULL,EA302,ppa_1,20.0,0.06,T_max_pv,30.75,2.05,-17774.863375913024,-19676.510502220954,1901.6471263079293,154.59136113247257,154.59136113247246,3.0,43436.77222996158,33663.498478220215,2677.258033972854,178.48386893152357,3569.6773786304716,95.08235631539647,1426.235344730947,a15_cp5,a15_cp5_pv030
154,T_bldg1_154,btm_p_c,15.0,T,958.08,988.8737909999677,4659.845456103835,1002.1800804890038,451.0203293177018,1453.2004098067057,0.0,0.0,0.0,0.0,5.101381960911605,784.0866685866781,389.6607225244945,1173.7473911111724,0.0,0.0,0.0,-296685.74525089114,0.0,0.0,0.0,18532.246656953444,52531.75523921409,56.093567219857604,8378.210101170736,15816.787875921731,57.33512020911546,57.33512020911538,32.16131419508634,32.16131419508626,548.1664151862217,22971.753538211757,0.0,77436.28081222216,T_max_pv.csv,T,btm_p_c,T_max_pv,SIT_15_FIT12_ppa1,SIT_15_FIT12_ppa1,TIDNULL,EA302,ppa_1,25.0,0.06,T_max_pv,30.75,2.05,-19779.049683392743,-21895.115061565764,2116.0653781730216,154.59136113247257,154.59136113247246,4.0,43436.77222996158,33663.498478220215,2677.258033972854,178.48386893152357,4462.096723288089,84.64261512692086,1269.6392269038129,a15_cp5,a15_cp5_pv030
155,T_bldg1_155,btm_p_c,15.0,T,958.08,2967.198378736651,7989.860216082116,1140.5928956804926,347.34168236245887,1487.9345780429514,0.0,0.0,0.0,4.6566128730773935e-12,5.101381960911605,931.7640395487593,268.87039062490396,1200.634430173663,0.0,0.0,0.0,-99927.53570313766,0.0,0.0,0.0,18532.246656953444,52531.75523921409,56.093567219857604,8378.210101170736,18040.65747475615,57.33512020911546,57.33512020911538,32.16131419508634,32.16131419508626,-6436.142968756977,23519.65310081793,0.0,77436.28081222216,T_max_pv.csv,T,btm_p_c,T_max_pv,SIT_15_ppa2,SIT_15_ppa2,TIDNULL,EA302,ppa_1,5.0,0.06,T_max_pv,30.75,2.05,-6661.835713542511,-7202.760348260654,540.9246347181424,119.8571928962267,119.8571928962267,0.0,43436.77222996158,33663.498478220215,2677.258033972854,178.48386893152357,892.4193446576179,108.18492694362848,1622.7739041544273,a15_cp5,a15_cp5_pv030
156,T_bldg1_156,btm_p_c,15.0,T,958.08,1703.9426638004627,4588.255304244562,1140.5928956804926,347.34168236245887,1487.9345780429514,0.0,0.0,0.0,4.6566128730773935e-12,5.101381960911605,931.7640395487593,268.87039062490396,1200.634430173663,0.0,0.0,0.0,-175464.1003855128,0.0,0.0,0.0,18532.246656953444,52531.75523921409,56.093567219857604,8378.210101170736,18040.65747475615,57.33512020911546,57.33512020911538,32.16131419508634,32.16131419508626,-1771.2823419832337,23519.65310081793,0.0,77436.28081222216,T_max_pv.csv,T,btm_p_c,T_max_pv,SIT_15_ppa2,SIT_15_ppa2,TIDNULL,EA302,ppa_1,10.0,0.06,T_max_pv,30.75,2.05,-11697.60669236752,-12647.423514520991,949.8168221534706,119.8571928962267,119.8571928962267,1.0,43436.77222996158,33663.498478220215,2677.258033972854,178.48386893152357,1784.8386893152358,94.98168221534706,1424.725233230206,a15_cp5,a15_cp5_pv030
157,T_bldg1_157,btm_p_c,15.0,T,958.08,1295.15145968878,4795.300811068192,1140.5928956804926,347.34168236245887,1487.9345780429514,0.0,0.0,0.0,4.6566128730773935e-12,5.101381960911605,931.7640395487593,268.87039062490396,1200.634430173663,0.0,0.0,0.0,-231464.80924083843,0.0,0.0,0.0,18532.246656953444,52531.75523921409,56.093567219857604,8378.210101170736,18040.65747475615,57.33512020911546,57.33512020911538,32.16131419508634,32.16131419508626,-1569.5366446951825,23519.65310081793,0.0,77436.28081222216,T_max_pv.csv,T,btm_p_c,T_max_pv,SIT_15_ppa2,SIT_15_ppa2,TIDNULL,EA302,ppa_1,15.0,0.06,T_max_pv,30.75,2.05,-15430.98728272256,-16683.945403902104,1252.958121179543,119.8571928962267,119.8571928962267,2.0,43436.77222996158,33663.498478220215,2677.258033972854,178.48386893152357,2677.258033972854,83.53054141196954,1252.958121179543,a15_cp5,a15_cp5_pv030
158,T_bldg1_158,btm_p_c,15.0,T,958.08,1099.5783885522997,4071.191132908064,1140.5928956804926,347.34168236245887,1487.9345780429514,0.0,0.0,0.0,4.6566128730773935e-12,5.101381960911605,931.7640395487593,268.87039062490396,1200.634430173663,0.0,0.0,0.0,-272982.1777561512,0.0,0.0,0.0,18532.246656953444,52531.75523921409,56.093567219857604,8378.210101170736,18040.65747475615,57.33512020911546,57.33512020911538,32.16131419508634,32.16131419508626,-649.8538953985751,23519.65310081793,0.0,77436.28081222216,T_max_pv.csv,T,btm_p_c,T_max_pv,SIT_15_ppa2,SIT_15_ppa2,TIDNULL,EA302,ppa_1,20.0,0.06,T_max_pv,30.75,2.05,-18198.81185041008,-19676.510502220954,1477.6986518108752,119.8571928962267,119.8571928962267,3.0,43436.77222996158,33663.498478220215,2677.258033972854,178.48386893152357,3569.6773786304716,73.88493259054376,1108.2739888581564,a15_cp5,a15_cp5_pv030
159,T_bldg1_159,btm_p_c,15.0,T,958.08,988.8737909999677,4659.845456103835,1140.5928956804926,347.34168236245887,1487.9345780429514,0.0,0.0,0.0,4.6566128730773935e-12,5.101381960911605,931.7640395487593,268.87039062490396,1200.634430173663,0.0,0.0,0.0,-303762.0004346345,0.0,0.0,0.0,18532.246656953444,52531.75523921409,56.093567219857604,8378.210101170736,18040.65747475615,57.33512020911546,57.33512020911538,32.16131419508634,32.16131419508626,-1127.8036210420144,23519.65310081793,0.0,77436.28081222216,T_max_pv.csv,T,btm_p_c,T_max_pv,SIT_15_ppa2,SIT_15_ppa2,TIDNULL,EA302,ppa_1,25.0,0.06,T_max_pv,30.75,2.05,-20250.800028975635,-21895.115061565764,1644.3150325901297,119.8571928962267,119.8571928962267,4.0,43436.77222996158,33663.498478220215,2677.258033972854,178.48386893152357,4462.096723288089,65.77260130360519,986.5890195540778,a15_cp5,a15_cp5_pv030
160,T_bldg1_160,btm_p_c,15.0,T,958.08,2967.198378736651,7989.860216082116,1048.3176855528332,439.61689249011823,1487.9345780429514,0.0,0.0,0.0,0.0,5.101381960911605,833.3124589073718,367.32197126629137,1200.634430173663,0.0,0.0,0.0,-99927.53570313766,0.0,0.0,0.0,18532.246656953444,52531.75523921409,56.093567219857604,8378.210101170736,16558.07774219987,57.33512020911546,57.33512020911538,32.16131419508634,32.16131419508626,-4953.563236200701,23519.65310081793,0.0,77436.28081222216,T_max_pv.csv,T,btm_p_c,T_max_pv,SIT_15_FIT8_ppa2,SIT_15_FIT8_ppa2,TIDNULL,EA302,ppa_1,5.0,0.06,T_max_pv,30.75,2.05,-6661.835713542511,-7202.760348260654,540.9246347181424,119.85719289622676,119.8571928962267,0.0,43436.77222996158,33663.498478220215,2677.258033972854,178.48386893152357,892.4193446576179,108.18492694362848,1622.7739041544273,a15_cp5,a15_cp5_pv030
161,T_bldg1_161,btm_p_c,15.0,T,958.08,1703.9426638004627,4588.255304244562,1048.3176855528332,439.61689249011823,1487.9345780429514,0.0,0.0,0.0,0.0,5.101381960911605,833.3124589073718,367.32197126629137,1200.634430173663,0.0,0.0,0.0,-175464.1003855128,0.0,0.0,0.0,18532.246656953444,52531.75523921409,56.093567219857604,8378.210101170736,16558.07774219987,57.33512020911546,57.33512020911538,32.16131419508634,32.16131419508626,-288.70260942695666,23519.65310081793,0.0,77436.28081222216,T_max_pv.csv,T,btm_p_c,T_max_pv,SIT_15_FIT8_ppa2,SIT_15_FIT8_ppa2,TIDNULL,EA302,ppa_1,10.0,0.06,T_max_pv,30.75,2.05,-11697.60669236752,-12647.423514520991,949.8168221534706,119.85719289622676,119.8571928962267,1.0,43436.77222996158,33663.498478220215,2677.258033972854,178.48386893152357,1784.8386893152358,94.98168221534706,1424.725233230206,a15_cp5,a15_cp5_pv030
162,T_bldg1_162,btm_p_c,15.0,T,958.08,1295.15145968878,4795.300811068192,1048.3176855528332,439.61689249011823,1487.9345780429514,0.0,0.0,0.0,4.6566128730773935e-12,5.101381960911605,833.3124589073718,367.32197126629137,1200.634430173663,0.0,0.0,0.0,-231464.80924083843,0.0,0.0,0.0,18532.246656953444,52531.75523921409,56.093567219857604,8378.210101170736,16558.07774219987,57.33512020911546,57.33512020911538,32.16131419508634,32.16131419508626,-86.95691213890561,23519.65310081793,0.0,77436.28081222216,T_max_pv.csv,T,btm_p_c,T_max_pv,SIT_15_FIT8_ppa2,SIT_15_FIT8_ppa2,TIDNULL,EA302,ppa_1,15.0,0.06,T_max_pv,30.75,2.05,-15430.98728272256,-16683.945403902104,1252.958121179543,119.85719289622676,119.8571928962267,2.0,43436.77222996158,33663.498478220215,2677.258033972854,178.48386893152357,2677.258033972854,83.53054141196954,1252.958121179543,a15_cp5,a15_cp5_pv030
163,T_bldg1_163,btm_p_c,15.0,T,958.08,1099.5783885522997,4071.191132908064,1048.3176855528332,439.61689249011823,1487.9345780429514,0.0,0.0,0.0,0.0,5.101381960911605,833.3124589073718,367.32197126629137,1200.634430173663,0.0,0.0,0.0,-272982.1777561512,0.0,0.0,0.0,18532.246656953444,52531.75523921409,56.093567219857604,8378.210101170736,16558.07774219987,57.33512020911546,57.33512020911538,32.16131419508634,32.16131419508626,832.7258371577016,23519.65310081793,0.0,77436.28081222216,T_max_pv.csv,T,btm_p_c,T_max_pv,SIT_15_FIT8_ppa2,SIT_15_FIT8_ppa2,TIDNULL,EA302,ppa_1,20.0,0.06,T_max_pv,30.75,2.05,-18198.81185041008,-19676.510502220954,1477.6986518108752,119.85719289622676,119.8571928962267,3.0,43436.77222996158,33663.498478220215,2677.258033972854,178.48386893152357,3569.6773786304716,73.88493259054376,1108.2739888581564,a15_cp5,a15_cp5_pv030
164,T_bldg1_164,btm_p_c,15.0,T,958.08,988.8737909999677,4659.845456103835,1048.3176855528332,439.61689249011823,1487.9345780429514,0.0,0.0,0.0,0.0,5.101381960911605,833.3124589073718,367.32197126629137,1200.634430173663,0.0,0.0,0.0,-303762.0004346345,0.0,0.0,0.0,18532.246656953444,52531.75523921409,56.093567219857604,8378.210101170736,16558.07774219987,57.33512020911546,57.33512020911538,32.16131419508634,32.16131419508626,354.77611151426214,23519.65310081793,0.0,77436.28081222216,T_max_pv.csv,T,btm_p_c,T_max_pv,SIT_15_FIT8_ppa2,SIT_15_FIT8_ppa2,TIDNULL,EA302,ppa_1,25.0,0.06,T_max_pv,30.75,2.05,-20250.800028975635,-21895.115061565764,1644.3150325901297,119.85719289622676,119.8571928962267,4.0,43436.77222996158,33663.498478220215,2677.258033972854,178.48386893152357,4462.096723288089,65.77260130360519,986.5890195540778,a15_cp5,a15_cp5_pv030
165,T_bldg1_165,btm_p_c,15.0,T,958.08,2967.198378736651,7989.860216082116,1002.1800804890038,485.75449755394783,1487.9345780429514,0.0,0.0,0.0,0.0,5.101381960911605,784.0866685866781,416.547761586985,1200.634430173663,0.0,0.0,0.0,-99927.53570313766,0.0,0.0,0.0,18532.246656953444,52531.75523921409,56.093567219857604,8378.210101170736,15816.787875921731,57.33512020911546,57.33512020911538,32.16131419508634,32.16131419508626,-4212.273369922567,23519.65310081793,0.0,77436.28081222216,T_max_pv.csv,T,btm_p_c,T_max_pv,SIT_15_FIT12_ppa2,SIT_15_FIT12_ppa2,TIDNULL,EA302,ppa_1,5.0,0.06,T_max_pv,30.75,2.05,-6661.835713542511,-7202.760348260654,540.9246347181424,119.85719289622654,119.8571928962267,0.0,43436.77222996158,33663.498478220215,2677.258033972854,178.48386893152357,892.4193446576179,108.18492694362848,1622.7739041544273,a15_cp5,a15_cp5_pv030
