scenario,scenario_label,arrangement,number_of_households,load_folder,en_opex,en_capex_repayment,pv_capex_repayment,average_hh_bill$,average_hh_solar_bill$,average_hh_total$,central_battery_SOH_mean,central_battery_capacity_kWh_mean,central_battery_cycles_mean,checksum_total_payments$_mean,cp_ratio_mean,cust_bill_cp_mean,cust_solar_bill_cp_mean,cust_total$_cp_mean,eno$_bat_capex_repay_mean,eno$_demand_charge_mean,eno$_energy_bill_mean,eno$_npv_building_mean,eno$_receipts_from_residents_mean,eno$_total_payment_mean,eno_net$_mean,export_kWh_mean,import_kWh_mean,pv_ratio_mean,retailer_bill$_mean,retailer_receipt$_mean,self-consumption_mean,self-consumption_OLD_mean,self-sufficiency_mean,self-sufficiency_OLD_mean,solar_retailer_profit_mean,total$_building_costs_mean,total_battery_losses_mean,total_building_load_mean,pv_filename,load_folder_y,arrangement_y,pv_cap_id,cp,all_residents,parent,network_tariff,en_capex_id,a_term,a_rate,pv_name,kwp,kwp_unit,npv_unit,bau_npv,npv_u_cf_bau,average_hh_bill_saving,average_hh_total_saving,bau_scenario,annual_generation,emissions_avoided_kg,carbon_offset_$,annual_carbon_offset_$_unit,total_carbon_offset_$_unit,npv_u_cf_bau_pa,total_npv_cf_bau_pa,site_tag,system_tag
369,T_bldg1_369,en_pv,15.0,T,3750.0,618.5293454260939,4659.845456103835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.101381960911605,0.0,0.0,0.0,0.0,4447.236386841082,15288.977842249475,-314064.48269817344,0.0,24317.35264377941,-24317.35264377941,18511.37564975857,52510.88423201921,56.09356721985772,8381.025711170738,15288.977842249475,57.38316937603866,57.38316937603877,32.18826668683306,32.18826668683299,0.0,24317.35264377941,0.0,77436.28081222216,T_max_pv.csv,T,en_pv,T_max_pv,TIDNULL,TIDNULL,EA302_p_TOU12_FIT8,EA302_p,capex_low,25.0,0.06,T_max_pv,30.75,2.05,-20937.63217987823,-21895.115061565764,957.4828816875342,1607.7917709391782,1607.7917709391782,4.0,43436.772229961585,33663.49847822022,2677.2580339728543,178.48386893152363,4462.096723288091,38.29931526750137,574.4897290125206,a15_cp5,a15_cp5_pv030
370,T_bldg1_370,en_pv,15.0,T,3750.0,6031.834077181621,7989.860216082116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.101381960911605,0.0,0.0,0.0,0.0,4447.236386841082,15288.977842249475,-140464.29515902748,0.0,33060.67213551322,-33060.67213551322,18511.37564975857,52510.88423201921,56.09356721985772,8381.025711170738,15288.977842249475,57.38316937603866,57.38316937603877,32.18826668683306,32.18826668683299,0.0,33060.67213551322,0.0,77436.28081222216,T_max_pv.csv,T,en_pv,T_max_pv,TIDNULL,TIDNULL,EA302_p_TOU12_FIT8,EA302_p,capex_med,5.0,0.06,T_max_pv,30.75,2.05,-9364.286343935166,-7202.760348260654,-2161.525995674512,1607.7917709391782,1607.7917709391782,0.0,43436.772229961585,33663.49847822022,2677.2580339728543,178.48386893152363,892.4193446576181,-432.3051991349024,-6484.5779870235365,a15_cp5,a15_cp5_pv030
371,T_bldg1_371,en_pv,15.0,T,3750.0,3463.839660579518,4588.255304244562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.101381960911605,0.0,0.0,0.0,0.0,4447.236386841082,15288.977842249475,-202108.0284728468,0.0,27091.07280707356,-27091.07280707356,18511.37564975857,52510.88423201921,56.09356721985772,8381.025711170738,15288.977842249475,57.38316937603866,57.38316937603877,32.18826668683306,32.18826668683299,0.0,27091.07280707356,0.0,77436.28081222216,T_max_pv.csv,T,en_pv,T_max_pv,TIDNULL,TIDNULL,EA302_p_TOU12_FIT8,EA302_p,capex_med,10.0,0.06,T_max_pv,30.75,2.05,-13473.868564856453,-12647.423514520991,-826.4450503354619,1607.7917709391782,1607.7917709391782,1.0,43436.772229961585,33663.49847822022,2677.2580339728543,178.48386893152363,1784.8386893152363,-82.6445050335462,-1239.667575503193,a15_cp5,a15_cp5_pv030
372,T_bldg1_372,en_pv,15.0,T,3750.0,2632.833303511203,4795.300811068192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.101381960911605,0.0,0.0,0.0,0.0,4447.236386841082,15288.977842249475,-260471.74224819927,0.0,26467.111956828867,-26467.111956828867,18511.37564975857,52510.88423201921,56.09356721985772,8381.025711170738,15288.977842249475,57.38316937603866,57.38316937603877,32.18826668683306,32.18826668683299,0.0,26467.111956828867,0.0,77436.28081222216,T_max_pv.csv,T,en_pv,T_max_pv,TIDNULL,TIDNULL,EA302_p_TOU12_FIT8,EA302_p,capex_med,15.0,0.06,T_max_pv,30.75,2.05,-17364.782816546616,-16683.945403902104,-680.8374126445124,1607.7917709391782,1607.7917709391782,2.0,43436.772229961585,33663.49847822022,2677.2580339728543,178.48386893152363,2677.2580339728543,-45.38916084296749,-680.8374126445124,a15_cp5,a15_cp5_pv030
373,T_bldg1_373,en_pv,15.0,T,3750.0,2235.2649024519,4071.191132908064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.101381960911605,0.0,0.0,0.0,0.0,4447.236386841082,15288.977842249475,-294173.2051245156,0.0,25345.433877609437,-25345.433877609437,18511.37564975857,52510.88423201921,56.09356721985772,8381.025711170738,15288.977842249475,57.38316937603866,57.38316937603877,32.18826668683306,32.18826668683299,0.0,25345.433877609437,0.0,77436.28081222216,T_max_pv.csv,T,en_pv,T_max_pv,TIDNULL,TIDNULL,EA302_p_TOU12_FIT8,EA302_p,capex_med,20.0,0.06,T_max_pv,30.75,2.05,-19611.547008301037,-19676.510502220954,64.9634939199168,1607.7917709391782,1607.7917709391782,3.0,43436.772229961585,33663.49847822022,2677.2580339728543,178.48386893152363,3569.6773786304725,3.24817469599584,48.7226204399376,a15_cp5,a15_cp5_pv030
374,T_bldg1_374,en_pv,15.0,T,3750.0,2010.2203726348048,4659.845456103835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.101381960911605,0.0,0.0,0.0,0.0,4447.236386841082,15288.977842249475,-332038.5084459069,0.0,25709.043670988114,-25709.043670988114,18511.37564975857,52510.88423201921,56.09356721985772,8381.025711170738,15288.977842249475,57.38316937603866,57.38316937603877,32.18826668683306,32.18826668683299,0.0,25709.043670988114,0.0,77436.28081222216,T_max_pv.csv,T,en_pv,T_max_pv,TIDNULL,TIDNULL,EA302_p_TOU12_FIT8,EA302_p,capex_med,25.0,0.06,T_max_pv,30.75,2.05,-22135.900563060462,-21895.115061565764,-240.7855014946981,1607.7917709391782,1607.7917709391782,4.0,43436.772229961585,33663.49847822022,2677.2580339728543,178.48386893152363,4462.096723288091,-9.631420059787924,-144.47130089681886,a15_cp5,a15_cp5_pv030
375,T_bldg1_375,en_pv,15.0,T,3750.0,12991.6426277758,7989.860216082116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.101381960911605,0.0,0.0,0.0,0.0,4447.236386841082,15288.977842249475,-170034.3111131452,0.0,40020.4806861074,-40020.4806861074,18511.37564975857,52510.88423201921,56.09356721985772,8381.025711170738,15288.977842249475,57.38316937603866,57.38316937603877,32.18826668683306,32.18826668683299,0.0,40020.4806861074,0.0,77436.28081222216,T_max_pv.csv,T,en_pv,T_max_pv,TIDNULL,TIDNULL,EA302_p_TOU12_FIT8,EA302_p,capex_high,5.0,0.06,T_max_pv,30.75,2.05,-11335.620740876348,-7202.760348260654,-4132.860392615694,1607.7917709391782,1607.7917709391782,0.0,43436.772229961585,33663.49847822022,2677.2580339728543,178.48386893152363,892.4193446576181,-826.5720785231388,-12398.581177847082,a15_cp5,a15_cp5_pv030
376,T_bldg1_376,en_pv,15.0,T,3750.0,7460.577730478959,4588.255304244562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.101381960911605,0.0,0.0,0.0,0.0,4447.236386841082,15288.977842249475,-231924.9669670225,0.0,31087.810876973,-31087.810876973,18511.37564975857,52510.88423201921,56.09356721985772,8381.025711170738,15288.977842249475,57.38316937603866,57.38316937603877,32.18826668683306,32.18826668683299,0.0,31087.810876973,0.0,77436.28081222216,T_max_pv.csv,T,en_pv,T_max_pv,TIDNULL,TIDNULL,EA302_p_TOU12_FIT8,EA302_p,capex_high,10.0,0.06,T_max_pv,30.75,2.05,-15461.664464468167,-12647.423514520991,-2814.240949947176,1607.7917709391782,1607.7917709391782,1.0,43436.772229961585,33663.49847822022,2677.2580339728543,178.48386893152363,1784.8386893152363,-281.4240949947176,-4221.361424920764,a15_cp5,a15_cp5_pv030
377,T_bldg1_377,en_pv,15.0,T,3750.0,5670.717884485666,4795.300811068192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.101381960911605,0.0,0.0,0.0,0.0,4447.236386841082,15288.977842249475,-290368.5851997852,0.0,29504.996537803334,-29504.996537803334,18511.37564975857,52510.88423201921,56.09356721985772,8381.025711170738,15288.977842249475,57.38316937603866,57.38316937603877,32.18826668683306,32.18826668683299,0.0,29504.996537803334,0.0,77436.28081222216,T_max_pv.csv,T,en_pv,T_max_pv,TIDNULL,TIDNULL,EA302_p_TOU12_FIT8,EA302_p,capex_high,15.0,0.06,T_max_pv,30.75,2.05,-19357.90567998568,-16683.945403902104,-2673.960276083577,1607.7917709391782,1607.7917709391782,2.0,43436.772229961585,33663.49847822022,2677.2580339728543,178.48386893152363,2677.2580339728543,-178.2640184055718,-2673.960276083577,a15_cp5,a15_cp5_pv030
378,T_bldg1_378,en_pv,15.0,T,3750.0,4814.4167129733205,4071.191132908064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.101381960911605,0.0,0.0,0.0,0.0,4447.236386841082,15288.977842249475,-324108.2758069725,0.0,27924.585688130865,-27924.585688130865,18511.37564975857,52510.88423201921,56.09356721985772,8381.025711170738,15288.977842249475,57.38316937603866,57.38316937603877,32.18826668683306,32.18826668683299,0.0,27924.585688130865,0.0,77436.28081222216,T_max_pv.csv,T,en_pv,T_max_pv,TIDNULL,TIDNULL,EA302_p_TOU12_FIT8,EA302_p,capex_high,20.0,0.06,T_max_pv,30.75,2.05,-21607.218387131503,-19676.510502220954,-1930.7078849105492,1607.7917709391782,1607.7917709391782,3.0,43436.772229961585,33663.49847822022,2677.2580339728543,178.48386893152363,3569.6773786304725,-96.53539424552746,-1448.030913682912,a15_cp5,a15_cp5_pv030
379,T_bldg1_379,en_pv,15.0,T,3750.0,4329.705417982657,4659.845456103835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.101381960911605,0.0,0.0,0.0,0.0,4447.236386841082,15288.977842249475,-361995.21802546177,0.0,28028.528716335968,-28028.528716335968,18511.37564975857,52510.88423201921,56.09356721985772,8381.025711170738,15288.977842249475,57.38316937603866,57.38316937603877,32.18826668683306,32.18826668683299,0.0,28028.528716335968,0.0,77436.28081222216,T_max_pv.csv,T,en_pv,T_max_pv,TIDNULL,TIDNULL,EA302_p_TOU12_FIT8,EA302_p,capex_high,25.0,0.06,T_max_pv,30.75,2.05,-24133.014535030783,-21895.115061565764,-2237.8994734650187,1607.7917709391782,1607.7917709391782,4.0,43436.772229961585,33663.49847822022,2677.2580339728543,178.48386893152363,4462.096723288091,-89.51597893860075,-1342.7396840790113,a15_cp5,a15_cp5_pv030
380,T_bldg1_380,en_pv,15.0,T,3750.0,1855.948946825114,7989.860216082116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.101381960911605,0.0,0.0,0.0,0.0,4447.236386841082,13724.654382584857,-116075.97206752544,0.0,27320.46354549209,-27320.46354549209,18511.37564975857,52510.88423201921,56.09356721985772,8381.025711170738,13724.654382584857,57.38316937603866,57.38316937603877,32.18826668683306,32.18826668683299,0.0,27320.46354549209,0.0,77436.28081222216,T_max_pv.csv,T,en_pv,T_max_pv,TIDNULL,TIDNULL,EA302_p_TOU9_FIT12,EA302_p,capex_low,5.0,0.06,T_max_pv,30.75,2.05,-7738.398137835029,-7202.760348260654,-535.6377895743753,1607.7917709391782,1607.7917709391782,0.0,43436.772229961585,33663.49847822022,2677.2580339728543,178.48386893152363,892.4193446576181,-107.12755791487507,-1606.913368723126,a15_cp5,a15_cp5_pv030
381,T_bldg1_381,en_pv,15.0,T,3750.0,1065.7968186398516,4588.255304244562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.101381960911605,0.0,0.0,0.0,0.0,4447.236386841082,13724.654382584857,-172547.51431353352,0.0,23128.70650546927,-23128.70650546927,18511.37564975857,52510.88423201921,56.09356721985772,8381.025711170738,13724.654382584857,57.38316937603866,57.38316937603877,32.18826668683306,32.18826668683299,0.0,23128.70650546927,0.0,77436.28081222216,T_max_pv.csv,T,en_pv,T_max_pv,TIDNULL,TIDNULL,EA302_p_TOU9_FIT12,EA302_p,capex_low,10.0,0.06,T_max_pv,30.75,2.05,-11503.167620902235,-12647.423514520991,1144.255893618756,1607.7917709391782,1607.7917709391782,1.0,43436.772229961585,33663.49847822022,2677.2580339728543,178.48386893152363,1784.8386893152363,114.42558936187561,1716.3838404281341,a15_cp5,a15_cp5_pv030
382,T_bldg1_382,en_pv,15.0,T,3750.0,810.1025549265239,4795.300811068192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.101381960911605,0.0,0.0,0.0,0.0,4447.236386841082,13724.654382584857,-227138.60366659594,0.0,23080.05774857957,-23080.05774857957,18511.37564975857,52510.88423201921,56.09356721985772,8381.025711170738,13724.654382584857,57.38316937603866,57.38316937603877,32.18826668683306,32.18826668683299,0.0,23080.05774857957,0.0,77436.28081222216,T_max_pv.csv,T,en_pv,T_max_pv,TIDNULL,TIDNULL,EA302_p_TOU9_FIT12,EA302_p,capex_low,15.0,0.06,T_max_pv,30.75,2.05,-15142.573577773062,-16683.945403902104,1541.3718261290414,1607.7917709391782,1607.7917709391782,2.0,43436.772229961585,33663.49847822022,2677.2580339728543,178.48386893152363,2677.2580339728543,102.7581217419361,1541.3718261290414,a15_cp5,a15_cp5_pv030
383,T_bldg1_383,en_pv,15.0,T,3750.0,687.7738161390461,4071.191132908064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.101381960911605,0.0,0.0,0.0,0.0,4447.236386841082,13724.654382584857,-258055.75441667906,0.0,22233.61933163197,-22233.61933163197,18511.37564975857,52510.88423201921,56.09356721985772,8381.025711170738,13724.654382584857,57.38316937603866,57.38316937603877,32.18826668683306,32.18826668683299,0.0,22233.61933163197,0.0,77436.28081222216,T_max_pv.csv,T,en_pv,T_max_pv,TIDNULL,TIDNULL,EA302_p_TOU9_FIT12,EA302_p,capex_low,20.0,0.06,T_max_pv,30.75,2.05,-17203.71696111194,-19676.510502220954,2472.7935411090148,1607.7917709391782,1607.7917709391782,3.0,43436.772229961585,33663.49847822022,2677.2580339728543,178.48386893152363,3569.6773786304725,123.63967705545073,1854.595155831761,a15_cp5,a15_cp5_pv030
384,T_bldg1_384,en_pv,15.0,T,3750.0,618.5293454260939,4659.845456103835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.101381960911605,0.0,0.0,0.0,0.0,4447.236386841082,13724.654382584857,-293860.8673898331,0.0,22753.029184114785,-22753.029184114785,18511.37564975857,52510.88423201921,56.09356721985772,8381.025711170738,13724.654382584857,57.38316937603866,57.38316937603877,32.18826668683306,32.18826668683299,0.0,22753.029184114785,0.0,77436.28081222216,T_max_pv.csv,T,en_pv,T_max_pv,TIDNULL,TIDNULL,EA302_p_TOU9_FIT12,EA302_p,capex_low,25.0,0.06,T_max_pv,30.75,2.05,-19590.72449265554,-21895.115061565764,2304.390568910225,1607.7917709391782,1607.7917709391782,4.0,43436.772229961585,33663.49847822022,2677.2580339728543,178.48386893152363,4462.096723288091,92.175622756409,1382.634341346135,a15_cp5,a15_cp5_pv030
385,T_bldg1_385,en_pv,15.0,T,3750.0,6031.834077181621,7989.860216082116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.101381960911605,0.0,0.0,0.0,0.0,4447.236386841082,13724.654382584857,-133817.98163999614,0.0,31496.3486758486,-31496.3486758486,18511.37564975857,52510.88423201921,56.09356721985772,8381.025711170738,13724.654382584857,57.38316937603866,57.38316937603877,32.18826668683306,32.18826668683299,0.0,31496.3486758486,0.0,77436.28081222216,T_max_pv.csv,T,en_pv,T_max_pv,TIDNULL,TIDNULL,EA302_p_TOU9_FIT12,EA302_p,capex_med,5.0,0.06,T_max_pv,30.75,2.05,-8921.198775999743,-7202.760348260654,-1718.438427739089,1607.7917709391782,1607.7917709391782,0.0,43436.772229961585,33663.49847822022,2677.2580339728543,178.48386893152363,892.4193446576181,-343.6876855478178,-5155.315283217267,a15_cp5,a15_cp5_pv030
386,T_bldg1_386,en_pv,15.0,T,3750.0,3463.839660579518,4588.255304244562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.101381960911605,0.0,0.0,0.0,0.0,4447.236386841082,13724.654382584857,-190437.67741003892,0.0,25526.74934740893,-25526.74934740893,18511.37564975857,52510.88423201921,56.09356721985772,8381.025711170738,13724.654382584857,57.38316937603866,57.38316937603877,32.18826668683306,32.18826668683299,0.0,25526.74934740893,0.0,77436.28081222216,T_max_pv.csv,T,en_pv,T_max_pv,TIDNULL,TIDNULL,EA302_p_TOU9_FIT12,EA302_p,capex_med,10.0,0.06,T_max_pv,30.75,2.05,-12695.845160669262,-12647.423514520991,-48.421646148270156,1607.7917709391782,1607.7917709391782,1.0,43436.772229961585,33663.49847822022,2677.2580339728543,178.48386893152363,1784.8386893152363,-4.842164614827015,-72.63246922240523,a15_cp5,a15_cp5_pv030
387,T_bldg1_387,en_pv,15.0,T,3750.0,2632.833303511203,4795.300811068192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.101381960911605,0.0,0.0,0.0,0.0,4447.236386841082,13724.654382584857,-245076.70943754754,0.0,24902.78849716425,-24902.78849716425,18511.37564975857,52510.88423201921,56.09356721985772,8381.025711170738,13724.654382584857,57.38316937603866,57.38316937603877,32.18826668683306,32.18826668683299,0.0,24902.78849716425,0.0,77436.28081222216,T_max_pv.csv,T,en_pv,T_max_pv,TIDNULL,TIDNULL,EA302_p_TOU9_FIT12,EA302_p,capex_med,15.0,0.06,T_max_pv,30.75,2.05,-16338.447295836502,-16683.945403902104,345.4981080656016,1607.7917709391782,1607.7917709391782,2.0,43436.772229961585,33663.49847822022,2677.2580339728543,178.48386893152363,2677.2580339728543,23.033207204373443,345.4981080656016,a15_cp5,a15_cp5_pv030
388,T_bldg1_388,en_pv,15.0,T,3750.0,2235.2649024519,4071.191132908064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.101381960911605,0.0,0.0,0.0,0.0,4447.236386841082,13724.654382584857,-276016.7968261535,0.0,23781.110417944823,-23781.110417944823,18511.37564975857,52510.88423201921,56.09356721985772,8381.025711170738,13724.654382584857,57.38316937603866,57.38316937603877,32.18826668683306,32.18826668683299,0.0,23781.110417944823,0.0,77436.28081222216,T_max_pv.csv,T,en_pv,T_max_pv,TIDNULL,TIDNULL,EA302_p_TOU9_FIT12,EA302_p,capex_med,20.0,0.06,T_max_pv,30.75,2.05,-18401.119788410237,-19676.510502220954,1275.390713810717,1607.7917709391782,1607.7917709391782,3.0,43436.772229961585,33663.49847822022,2677.2580339728543,178.48386893152363,3569.6773786304725,63.76953569053585,956.5430353580377,a15_cp5,a15_cp5_pv030
389,T_bldg1_389,en_pv,15.0,T,3750.0,2010.2203726348048,4659.845456103835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.101381960911605,0.0,0.0,0.0,0.0,4447.236386841082,13724.654382584857,-311834.89313756564,0.0,24144.720211323496,-24144.720211323496,18511.37564975857,52510.88423201921,56.09356721985772,8381.025711170738,13724.654382584857,57.38316937603866,57.38316937603877,32.18826668683306,32.18826668683299,0.0,24144.720211323496,0.0,77436.28081222216,T_max_pv.csv,T,en_pv,T_max_pv,TIDNULL,TIDNULL,EA302_p_TOU9_FIT12,EA302_p,capex_med,25.0,0.06,T_max_pv,30.75,2.05,-20788.99287583771,-21895.115061565764,1106.1221857280543,1607.7917709391782,1607.7917709391782,4.0,43436.772229961585,33663.49847822022,2677.2580339728543,178.48386893152363,4462.096723288091,44.24488742912217,663.6733114368326,a15_cp5,a15_cp5_pv030
390,T_bldg1_390,en_pv,15.0,T,3750.0,12991.6426277758,7989.860216082116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.101381960911605,0.0,0.0,0.0,0.0,4447.236386841082,13724.654382584857,-163387.99759411396,0.0,38456.15722644278,-38456.15722644278,18511.37564975857,52510.88423201921,56.09356721985772,8381.025711170738,13724.654382584857,57.38316937603866,57.38316937603877,32.18826668683306,32.18826668683299,0.0,38456.15722644278,0.0,77436.28081222216,T_max_pv.csv,T,en_pv,T_max_pv,TIDNULL,TIDNULL,EA302_p_TOU9_FIT12,EA302_p,capex_high,5.0,0.06,T_max_pv,30.75,2.05,-10892.53317294093,-7202.760348260654,-3689.7728246802762,1607.7917709391782,1607.7917709391782,0.0,43436.772229961585,33663.49847822022,2677.2580339728543,178.48386893152363,892.4193446576181,-737.9545649360552,-11069.318474040829,a15_cp5,a15_cp5_pv030
391,T_bldg1_391,en_pv,15.0,T,3750.0,7460.577730478959,4588.255304244562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.101381960911605,0.0,0.0,0.0,0.0,4447.236386841082,13724.654382584857,-220254.61590421465,0.0,29523.487417308374,-29523.487417308374,18511.37564975857,52510.88423201921,56.09356721985772,8381.025711170738,13724.654382584857,57.38316937603866,57.38316937603877,32.18826668683306,32.18826668683299,0.0,29523.487417308374,0.0,77436.28081222216,T_max_pv.csv,T,en_pv,T_max_pv,TIDNULL,TIDNULL,EA302_p_TOU9_FIT12,EA302_p,capex_high,10.0,0.06,T_max_pv,30.75,2.05,-14683.641060280976,-12647.423514520991,-2036.2175457599842,1607.7917709391782,1607.7917709391782,1.0,43436.772229961585,33663.49847822022,2677.2580339728543,178.48386893152363,1784.8386893152363,-203.6217545759984,-3054.3263186399763,a15_cp5,a15_cp5_pv030
392,T_bldg1_392,en_pv,15.0,T,3750.0,5670.717884485666,4795.300811068192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.101381960911605,0.0,0.0,0.0,0.0,4447.236386841082,13724.654382584857,-274973.55238913343,0.0,27940.67307813872,-27940.67307813872,18511.37564975857,52510.88423201921,56.09356721985772,8381.025711170738,13724.654382584857,57.38316937603866,57.38316937603877,32.18826668683306,32.18826668683299,0.0,27940.67307813872,0.0,77436.28081222216,T_max_pv.csv,T,en_pv,T_max_pv,TIDNULL,TIDNULL,EA302_p_TOU9_FIT12,EA302_p,capex_high,15.0,0.06,T_max_pv,30.75,2.05,-18331.57015927556,-16683.945403902104,-1647.6247553734574,1607.7917709391782,1607.7917709391782,2.0,43436.772229961585,33663.49847822022,2677.2580339728543,178.48386893152363,2677.2580339728543,-109.8416503582305,-1647.6247553734574,a15_cp5,a15_cp5_pv030
393,T_bldg1_393,en_pv,15.0,T,3750.0,4814.4167129733205,4071.191132908064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.101381960911605,0.0,0.0,0.0,0.0,4447.236386841082,13724.654382584857,-305951.86750861065,0.0,26360.262228466247,-26360.262228466247,18511.37564975857,52510.88423201921,56.09356721985772,8381.025711170738,13724.654382584857,57.38316937603866,57.38316937603877,32.18826668683306,32.18826668683299,0.0,26360.262228466247,0.0,77436.28081222216,T_max_pv.csv,T,en_pv,T_max_pv,TIDNULL,TIDNULL,EA302_p_TOU9_FIT12,EA302_p,capex_high,20.0,0.06,T_max_pv,30.75,2.05,-20396.79116724071,-19676.510502220954,-720.2806650197563,1607.7917709391782,1607.7917709391782,3.0,43436.772229961585,33663.49847822022,2677.2580339728543,178.48386893152363,3569.6773786304725,-36.014033250987815,-540.2104987648172,a15_cp5,a15_cp5_pv030
394,T_bldg1_394,en_pv,15.0,T,3750.0,4329.705417982657,4659.845456103835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.101381960911605,0.0,0.0,0.0,0.0,4447.236386841082,13724.654382584857,-341791.6027171208,0.0,26464.205256671343,-26464.205256671343,18511.37564975857,52510.88423201921,56.09356721985772,8381.025711170738,13724.654382584857,57.38316937603866,57.38316937603877,32.18826668683306,32.18826668683299,0.0,26464.205256671343,0.0,77436.28081222216,T_max_pv.csv,T,en_pv,T_max_pv,TIDNULL,TIDNULL,EA302_p_TOU9_FIT12,EA302_p,capex_high,25.0,0.06,T_max_pv,30.75,2.05,-22786.106847808052,-21895.115061565764,-890.9917862422881,1607.7917709391782,1607.7917709391782,4.0,43436.772229961585,33663.49847822022,2677.2580339728543,178.48386893152363,4462.096723288091,-35.63967144969152,-534.5950717453728,a15_cp5,a15_cp5_pv030
395,T_bldg1_395,en_pv,15.0,T,3750.0,1855.948946825114,7989.860216082116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.101381960911605,0.0,0.0,0.0,0.0,4447.236386841082,15288.977842249475,-122722.2855865567,0.0,28884.787005156708,-28884.787005156708,18511.37564975857,52510.88423201921,56.09356721985772,8381.025711170738,15288.977842249475,57.38316937603866,57.38316937603877,32.18826668683306,32.18826668683299,0.0,28884.787005156708,0.0,77436.28081222216,T_max_pv.csv,T,en_pv,T_max_pv,TIDNULL,TIDNULL,EA302_p_TOU12_FIT12,EA302_p,capex_low,5.0,0.06,T_max_pv,30.75,2.05,-8181.485705770447,-7202.760348260654,-978.725357509793,1607.7917709391782,1607.7917709391782,0.0,43436.772229961585,33663.49847822022,2677.2580339728543,178.48386893152363,892.4193446576181,-195.7450715019586,-2936.176072529379,a15_cp5,a15_cp5_pv030
396,T_bldg1_396,en_pv,15.0,T,3750.0,1065.7968186398516,4588.255304244562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.101381960911605,0.0,0.0,0.0,0.0,4447.236386841082,15288.977842249475,-184217.86537634133,0.0,24693.02996513389,-24693.02996513389,18511.37564975857,52510.88423201921,56.09356721985772,8381.025711170738,15288.977842249475,57.38316937603866,57.38316937603877,32.18826668683306,32.18826668683299,0.0,24693.02996513389,0.0,77436.28081222216,T_max_pv.csv,T,en_pv,T_max_pv,TIDNULL,TIDNULL,EA302_p_TOU12_FIT12,EA302_p,capex_low,10.0,0.06,T_max_pv,30.75,2.05,-12281.191025089422,-12647.423514520991,366.2324894315698,1607.7917709391782,1607.7917709391782,1.0,43436.772229961585,33663.49847822022,2677.2580339728543,178.48386893152363,1784.8386893152363,36.62324894315698,549.3487341473547,a15_cp5,a15_cp5_pv030
397,T_bldg1_397,en_pv,15.0,T,3750.0,810.1025549265239,4795.300811068192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.101381960911605,0.0,0.0,0.0,0.0,4447.236386841082,15288.977842249475,-242533.63647724755,0.0,24644.381208244195,-24644.381208244195,18511.37564975857,52510.88423201921,56.09356721985772,8381.025711170738,15288.977842249475,57.38316937603866,57.38316937603877,32.18826668683306,32.18826668683299,0.0,24644.381208244195,0.0,77436.28081222216,T_max_pv.csv,T,en_pv,T_max_pv,TIDNULL,TIDNULL,EA302_p_TOU12_FIT12,EA302_p,capex_low,15.0,0.06,T_max_pv,30.75,2.05,-16168.90909848317,-16683.945403902104,515.0363054189347,1607.7917709391782,1607.7917709391782,2.0,43436.772229961585,33663.49847822022,2677.2580339728543,178.48386893152363,2677.2580339728543,34.335753694595645,515.0363054189347,a15_cp5,a15_cp5_pv030
