scenario,cust_bill_T01_mean,cust_bill_T01_std,cust_bill_T02_mean,cust_bill_T02_std,cust_bill_T03_mean,cust_bill_T03_std,cust_bill_T04_mean,cust_bill_T04_std,cust_bill_T05_mean,cust_bill_T05_std,cust_bill_T06_mean,cust_bill_T06_std,cust_bill_T07_mean,cust_bill_T07_std,cust_bill_T08_mean,cust_bill_T08_std,cust_bill_T09_mean,cust_bill_T09_std,cust_bill_T10_mean,cust_bill_T10_std,cust_bill_T11_mean,cust_bill_T11_std,cust_bill_T12_A_mean,cust_bill_T12_A_std,cust_bill_T13_A_mean,cust_bill_T13_A_std,cust_bill_T14_A_mean,cust_bill_T14_A_std,cust_bill_T15_A_mean,cust_bill_T15_A_std,cust_solar_bill_T01_mean,cust_solar_bill_T01_std,cust_solar_bill_T02_mean,cust_solar_bill_T02_std,cust_solar_bill_T03_mean,cust_solar_bill_T03_std,cust_solar_bill_T04_mean,cust_solar_bill_T04_std,cust_solar_bill_T05_mean,cust_solar_bill_T05_std,cust_solar_bill_T06_mean,cust_solar_bill_T06_std,cust_solar_bill_T07_mean,cust_solar_bill_T07_std,cust_solar_bill_T08_mean,cust_solar_bill_T08_std,cust_solar_bill_T09_mean,cust_solar_bill_T09_std,cust_solar_bill_T10_mean,cust_solar_bill_T10_std,cust_solar_bill_T11_mean,cust_solar_bill_T11_std,cust_solar_bill_T12_A_mean,cust_solar_bill_T12_A_std,cust_solar_bill_T13_A_mean,cust_solar_bill_T13_A_std,cust_solar_bill_T14_A_mean,cust_solar_bill_T14_A_std,cust_solar_bill_T15_A_mean,cust_solar_bill_T15_A_std,cust_total$_T01_mean,cust_total$_T01_std,cust_total$_T02_mean,cust_total$_T02_std,cust_total$_T03_mean,cust_total$_T03_std,cust_total$_T04_mean,cust_total$_T04_std,cust_total$_T05_mean,cust_total$_T05_std,cust_total$_T06_mean,cust_total$_T06_std,cust_total$_T07_mean,cust_total$_T07_std,cust_total$_T08_mean,cust_total$_T08_std,cust_total$_T09_mean,cust_total$_T09_std,cust_total$_T10_mean,cust_total$_T10_std,cust_total$_T11_mean,cust_total$_T11_std,cust_total$_T12_A_mean,cust_total$_T12_A_std,cust_total$_T13_A_mean,cust_total$_T13_A_std,cust_total$_T14_A_mean,cust_total$_T14_A_std,cust_total$_T15_A_mean,cust_total$_T15_A_std
107,1108.7469519653487,,653.1449947943977,,924.87780261958,,831.3156879918237,,2521.6969963135143,,1332.502338715169,,899.0048430049904,,1368.923035053984,,917.336861732821,,913.2387065059814,,976.6259276607545,,1004.8142201789756,,1004.8142201789756,,1004.8142201789756,,1004.8142201789756,,416.3499103492362,,362.2195114396274,,682.2537320940448,,164.4595433472503,,1078.4395201246111,,478.5406366985302,,336.3330874128496,,455.22067125484193,,296.6243610695337,,180.8518351555025,,378.7674982713715,,282.8509358721234,,282.8509358721234,,282.8509358721234,,282.8509358721234,,1525.0968623145848,,1015.364506234025,,1607.131534713625,,995.7752313390739,,3600.1365164381255,,1811.0429754136992,,1235.33793041784,,1824.143706308826,,1213.9612228023545,,1094.090541661484,,1355.393425932126,,1287.6651560510988,,1287.6651560510988,,1287.6651560510988,,1287.6651560510988,
108,1108.7469519653487,,653.1449947943977,,924.87780261958,,831.3156879918237,,2521.6969963135143,,1332.502338715169,,899.0048430049904,,1368.923035053984,,917.336861732821,,913.2387065059814,,976.6259276607545,,1004.8142201789756,,1004.8142201789756,,1004.8142201789756,,1004.8142201789756,,416.3499103492362,,362.2195114396274,,682.2537320940448,,164.4595433472503,,1078.4395201246111,,478.5406366985302,,336.3330874128496,,455.22067125484193,,296.6243610695337,,180.8518351555025,,378.7674982713715,,282.8509358721234,,282.8509358721234,,282.8509358721234,,282.8509358721234,,1525.0968623145848,,1015.364506234025,,1607.131534713625,,995.7752313390739,,3600.1365164381255,,1811.0429754136992,,1235.33793041784,,1824.143706308826,,1213.9612228023545,,1094.090541661484,,1355.393425932126,,1287.6651560510988,,1287.6651560510988,,1287.6651560510988,,1287.6651560510988,
109,1108.7469519653487,,653.1449947943977,,924.87780261958,,831.3156879918237,,2521.6969963135143,,1332.502338715169,,899.0048430049904,,1368.923035053984,,917.336861732821,,913.2387065059814,,976.6259276607545,,1004.8142201789756,,1004.8142201789756,,1004.8142201789756,,1004.8142201789756,,416.3499103492362,,362.2195114396274,,682.2537320940448,,164.4595433472503,,1078.4395201246111,,478.5406366985302,,336.3330874128496,,455.22067125484193,,296.6243610695337,,180.8518351555025,,378.7674982713715,,282.8509358721234,,282.8509358721234,,282.8509358721234,,282.8509358721234,,1525.0968623145848,,1015.364506234025,,1607.131534713625,,995.7752313390739,,3600.1365164381255,,1811.0429754136992,,1235.33793041784,,1824.143706308826,,1213.9612228023545,,1094.090541661484,,1355.393425932126,,1287.6651560510988,,1287.6651560510988,,1287.6651560510988,,1287.6651560510988,
110,1306.730933224278,,824.6114977836208,,1271.5669425603203,,914.5717544961798,,3045.7708908953505,,1559.2443667261596,,1074.7839393142276,,1591.2651155369815,,1064.7991050107798,,1000.0719140143198,,1157.5079135924698,,1143.6599685015615,,1143.6599685015615,,1143.6599685015615,,1143.6599685015615,,223.8174775102005,,192.57950516284617,,353.1666656277004,,85.60612220794755,,588.396091786665,,258.6677914576768,,174.07336806986962,,242.57272573186285,,157.77009353799014,,96.5979771855813,,203.98773881978934,,152.02619277888792,,152.02619277888792,,152.02619277888792,,152.02619277888792,,1530.5484107344785,,1017.191002946467,,1624.733608188021,,1000.1778767041274,,3634.1669826820157,,1817.9121581838365,,1248.857307384097,,1833.8378412688444,,1222.56919854877,,1096.669891199901,,1361.495652412259,,1295.6861612804494,,1295.6861612804494,,1295.6861612804494,,1295.6861612804494,
111,1306.730933224278,,824.6114977836208,,1271.5669425603203,,914.5717544961798,,3045.7708908953505,,1559.2443667261596,,1074.7839393142276,,1591.2651155369815,,1064.7991050107798,,1000.0719140143198,,1157.5079135924698,,1143.6599685015615,,1143.6599685015615,,1143.6599685015615,,1143.6599685015615,,223.8174775102005,,192.57950516284617,,353.1666656277004,,85.60612220794755,,588.396091786665,,258.6677914576768,,174.07336806986962,,242.57272573186285,,157.77009353799014,,96.5979771855813,,203.98773881978934,,152.02619277888792,,152.02619277888792,,152.02619277888792,,152.02619277888792,,1530.5484107344785,,1017.191002946467,,1624.733608188021,,1000.1778767041274,,3634.1669826820157,,1817.9121581838365,,1248.857307384097,,1833.8378412688444,,1222.56919854877,,1096.669891199901,,1361.495652412259,,1295.6861612804494,,1295.6861612804494,,1295.6861612804494,,1295.6861612804494,
112,1306.730933224278,,824.6114977836208,,1271.5669425603203,,914.5717544961798,,3045.7708908953505,,1559.2443667261596,,1074.7839393142276,,1591.2651155369815,,1064.7991050107798,,1000.0719140143198,,1157.5079135924698,,1143.6599685015615,,1143.6599685015615,,1143.6599685015615,,1143.6599685015615,,223.8174775102005,,192.57950516284617,,353.1666656277004,,85.60612220794755,,588.396091786665,,258.6677914576768,,174.07336806986962,,242.57272573186285,,157.77009353799014,,96.5979771855813,,203.98773881978934,,152.02619277888792,,152.02619277888792,,152.02619277888792,,152.02619277888792,,1530.5484107344785,,1017.191002946467,,1624.733608188021,,1000.1778767041274,,3634.1669826820157,,1817.9121581838365,,1248.857307384097,,1833.8378412688444,,1222.56919854877,,1096.669891199901,,1361.495652412259,,1295.6861612804494,,1295.6861612804494,,1295.6861612804494,,1295.6861612804494,
113,1306.730933224278,,824.6114977836208,,1271.5669425603203,,914.5717544961798,,3045.7708908953505,,1559.2443667261596,,1074.7839393142276,,1591.2651155369815,,1064.7991050107798,,1000.0719140143198,,1157.5079135924698,,1143.6599685015615,,1143.6599685015615,,1143.6599685015615,,1143.6599685015615,,223.8174775102005,,192.57950516284617,,353.1666656277004,,85.60612220794755,,588.396091786665,,258.6677914576768,,174.07336806986962,,242.57272573186285,,157.77009353799014,,96.5979771855813,,203.98773881978934,,152.02619277888792,,152.02619277888792,,152.02619277888792,,152.02619277888792,,1530.5484107344785,,1017.191002946467,,1624.733608188021,,1000.1778767041274,,3634.1669826820157,,1817.9121581838365,,1248.857307384097,,1833.8378412688444,,1222.56919854877,,1096.669891199901,,1361.495652412259,,1295.6861612804494,,1295.6861612804494,,1295.6861612804494,,1295.6861612804494,
114,1306.730933224278,,824.6114977836208,,1271.5669425603203,,914.5717544961798,,3045.7708908953505,,1559.2443667261596,,1074.7839393142276,,1591.2651155369815,,1064.7991050107798,,1000.0719140143198,,1157.5079135924698,,1143.6599685015615,,1143.6599685015615,,1143.6599685015615,,1143.6599685015615,,223.8174775102005,,192.57950516284617,,353.1666656277004,,85.60612220794755,,588.396091786665,,258.6677914576768,,174.07336806986962,,242.57272573186285,,157.77009353799014,,96.5979771855813,,203.98773881978934,,152.02619277888792,,152.02619277888792,,152.02619277888792,,152.02619277888792,,1530.5484107344785,,1017.191002946467,,1624.733608188021,,1000.1778767041274,,3634.1669826820157,,1817.9121581838365,,1248.857307384097,,1833.8378412688444,,1222.56919854877,,1096.669891199901,,1361.495652412259,,1295.6861612804494,,1295.6861612804494,,1295.6861612804494,,1295.6861612804494,
115,1289.1876849560563,,806.9715056781101,,1235.2240186029737,,906.5735368039476,,3014.073485161627,,1540.4547279841115,,1058.9217607228343,,1572.3548334966808,,1053.2517660867084,,993.0387987543612,,1142.4894922493304,,1132.785172738034,,1132.785172738034,,1132.785172738034,,1132.785172738034,,241.36072577842245,,210.2194972683569,,389.5095895850469,,93.60433990017977,,620.0934975203885,,277.4574301997247,,189.9355466612628,,261.48300777216366,,169.3174324620616,,103.63109244553982,,219.00616016292878,,162.9009885424156,,162.9009885424156,,162.9009885424156,,162.9009885424156,,1530.5484107344787,,1017.191002946467,,1624.733608188021,,1000.1778767041274,,3634.1669826820157,,1817.9121581838363,,1248.857307384097,,1833.8378412688444,,1222.56919854877,,1096.669891199901,,1361.495652412259,,1295.6861612804494,,1295.6861612804494,,1295.6861612804494,,1295.6861612804494,
116,1289.1876849560563,,806.9715056781101,,1235.2240186029737,,906.5735368039476,,3014.073485161627,,1540.4547279841115,,1058.9217607228343,,1572.3548334966808,,1053.2517660867084,,993.0387987543612,,1142.4894922493304,,1132.785172738034,,1132.785172738034,,1132.785172738034,,1132.785172738034,,241.36072577842245,,210.2194972683569,,389.5095895850469,,93.60433990017977,,620.0934975203885,,277.4574301997247,,189.9355466612628,,261.48300777216366,,169.3174324620616,,103.63109244553982,,219.00616016292878,,162.9009885424156,,162.9009885424156,,162.9009885424156,,162.9009885424156,,1530.5484107344787,,1017.191002946467,,1624.733608188021,,1000.1778767041274,,3634.1669826820157,,1817.9121581838363,,1248.857307384097,,1833.8378412688444,,1222.56919854877,,1096.669891199901,,1361.495652412259,,1295.6861612804494,,1295.6861612804494,,1295.6861612804494,,1295.6861612804494,
117,1289.1876849560563,,806.9715056781101,,1235.2240186029737,,906.5735368039476,,3014.073485161627,,1540.4547279841115,,1058.9217607228343,,1572.3548334966808,,1053.2517660867084,,993.0387987543612,,1142.4894922493304,,1132.785172738034,,1132.785172738034,,1132.785172738034,,1132.785172738034,,241.36072577842245,,210.2194972683569,,389.5095895850469,,93.60433990017977,,620.0934975203885,,277.4574301997247,,189.9355466612628,,261.48300777216366,,169.3174324620616,,103.63109244553982,,219.00616016292878,,162.9009885424156,,162.9009885424156,,162.9009885424156,,162.9009885424156,,1530.5484107344787,,1017.191002946467,,1624.733608188021,,1000.1778767041274,,3634.1669826820157,,1817.9121581838363,,1248.857307384097,,1833.8378412688444,,1222.56919854877,,1096.669891199901,,1361.495652412259,,1295.6861612804494,,1295.6861612804494,,1295.6861612804494,,1295.6861612804494,
118,1289.1876849560563,,806.9715056781101,,1235.2240186029737,,906.5735368039476,,3014.073485161627,,1540.4547279841115,,1058.9217607228343,,1572.3548334966808,,1053.2517660867084,,993.0387987543612,,1142.4894922493304,,1132.785172738034,,1132.785172738034,,1132.785172738034,,1132.785172738034,,241.36072577842245,,210.2194972683569,,389.5095895850469,,93.60433990017977,,620.0934975203885,,277.4574301997247,,189.9355466612628,,261.48300777216366,,169.3174324620616,,103.63109244553982,,219.00616016292878,,162.9009885424156,,162.9009885424156,,162.9009885424156,,162.9009885424156,,1530.5484107344787,,1017.191002946467,,1624.733608188021,,1000.1778767041274,,3634.1669826820157,,1817.9121581838363,,1248.857307384097,,1833.8378412688444,,1222.56919854877,,1096.669891199901,,1361.495652412259,,1295.6861612804494,,1295.6861612804494,,1295.6861612804494,,1295.6861612804494,
119,1289.1876849560563,,806.9715056781101,,1235.2240186029737,,906.5735368039476,,3014.073485161627,,1540.4547279841115,,1058.9217607228343,,1572.3548334966808,,1053.2517660867084,,993.0387987543612,,1142.4894922493304,,1132.785172738034,,1132.785172738034,,1132.785172738034,,1132.785172738034,,241.36072577842245,,210.2194972683569,,389.5095895850469,,93.60433990017977,,620.0934975203885,,277.4574301997247,,189.9355466612628,,261.48300777216366,,169.3174324620616,,103.63109244553982,,219.00616016292878,,162.9009885424156,,162.9009885424156,,162.9009885424156,,162.9009885424156,,1530.5484107344787,,1017.191002946467,,1624.733608188021,,1000.1778767041274,,3634.1669826820157,,1817.9121581838363,,1248.857307384097,,1833.8378412688444,,1222.56919854877,,1096.669891199901,,1361.495652412259,,1295.6861612804494,,1295.6861612804494,,1295.6861612804494,,1295.6861612804494,
