scenario,cust_bill_T01_mean,cust_bill_T01_std,cust_bill_T02_mean,cust_bill_T02_std,cust_bill_T03_mean,cust_bill_T03_std,cust_bill_T04_mean,cust_bill_T04_std,cust_bill_T05_mean,cust_bill_T05_std,cust_bill_T06_mean,cust_bill_T06_std,cust_bill_T07_mean,cust_bill_T07_std,cust_bill_T08_mean,cust_bill_T08_std,cust_bill_T09_mean,cust_bill_T09_std,cust_bill_T10_mean,cust_bill_T10_std,cust_bill_T11_mean,cust_bill_T11_std,cust_bill_T12_A_mean,cust_bill_T12_A_std,cust_bill_T13_A_mean,cust_bill_T13_A_std,cust_bill_T14_A_mean,cust_bill_T14_A_std,cust_bill_T15_A_mean,cust_bill_T15_A_std,cust_solar_bill_T01_mean,cust_solar_bill_T01_std,cust_solar_bill_T02_mean,cust_solar_bill_T02_std,cust_solar_bill_T03_mean,cust_solar_bill_T03_std,cust_solar_bill_T04_mean,cust_solar_bill_T04_std,cust_solar_bill_T05_mean,cust_solar_bill_T05_std,cust_solar_bill_T06_mean,cust_solar_bill_T06_std,cust_solar_bill_T07_mean,cust_solar_bill_T07_std,cust_solar_bill_T08_mean,cust_solar_bill_T08_std,cust_solar_bill_T09_mean,cust_solar_bill_T09_std,cust_solar_bill_T10_mean,cust_solar_bill_T10_std,cust_solar_bill_T11_mean,cust_solar_bill_T11_std,cust_solar_bill_T12_A_mean,cust_solar_bill_T12_A_std,cust_solar_bill_T13_A_mean,cust_solar_bill_T13_A_std,cust_solar_bill_T14_A_mean,cust_solar_bill_T14_A_std,cust_solar_bill_T15_A_mean,cust_solar_bill_T15_A_std,cust_total$_T01_mean,cust_total$_T01_std,cust_total$_T02_mean,cust_total$_T02_std,cust_total$_T03_mean,cust_total$_T03_std,cust_total$_T04_mean,cust_total$_T04_std,cust_total$_T05_mean,cust_total$_T05_std,cust_total$_T06_mean,cust_total$_T06_std,cust_total$_T07_mean,cust_total$_T07_std,cust_total$_T08_mean,cust_total$_T08_std,cust_total$_T09_mean,cust_total$_T09_std,cust_total$_T10_mean,cust_total$_T10_std,cust_total$_T11_mean,cust_total$_T11_std,cust_total$_T12_A_mean,cust_total$_T12_A_std,cust_total$_T13_A_mean,cust_total$_T13_A_std,cust_total$_T14_A_mean,cust_total$_T14_A_std,cust_total$_T15_A_mean,cust_total$_T15_A_std
219,1316.4416072231572,,832.2463512480003,,1286.7182972739276,,918.7090161247039,,3072.749858886447,,1570.64921166797,,1083.066766452928,,1602.162545188248,,1071.626459972441,,1004.1908845798658,,1166.4214205307899,,1150.46330205508,,1150.46330205508,,1150.46330205508,,1150.46330205508,,241.4094033160813,,208.3668078036792,,382.2127068808947,,92.09442412062474,,634.024810568178,,278.9022150087428,,187.94283705533536,,261.52126389110714,,170.39416945801662,,104.14779065013117,,220.10292852647052,,164.00291771361415,,164.00291771361415,,164.00291771361415,,164.00291771361415,,1557.8510105392384,,1040.6131590516795,,1668.9310041548224,,1010.8034402453287,,3706.774669454625,,1849.551426676713,,1271.0096035082636,,1863.6838090793553,,1242.0206294304576,,1108.338675229997,,1386.5243490572602,,1314.4662197686941,,1314.4662197686941,,1314.4662197686941,,1314.4662197686941,
220,1302.4001873775967,,817.9786472881059,,1257.272646537465,,912.324407517435,,3047.66301430988,,1555.6033976622712,,1070.330818881478,,1587.055649932128,,1062.395072063048,,998.5730555411781,,1154.3605272435022,,1141.7235269672112,,1141.7235269672112,,1141.7235269672112,,1141.7235269672112,,255.4508231616418,,222.6345117635734,,411.6583576173571,,98.47903272789357,,659.1116551447445,,293.94802901444194,,200.67878462678541,,276.6281591472269,,179.62555736740927,,109.7656196888189,,232.1638218137579,,172.742692801483,,172.742692801483,,172.742692801483,,172.742692801483,,1557.8510105392386,,1040.6131590516793,,1668.9310041548222,,1010.8034402453285,,3706.7746694546245,,1849.5514266767132,,1271.0096035082636,,1863.683809079355,,1242.0206294304571,,1108.3386752299969,,1386.5243490572602,,1314.4662197686941,,1314.4662197686941,,1314.4662197686941,,1314.4662197686941,
221,1302.4001873775967,,817.9786472881059,,1257.272646537465,,912.324407517435,,3047.66301430988,,1555.6033976622712,,1070.330818881478,,1587.055649932128,,1062.395072063048,,998.5730555411781,,1154.3605272435022,,1141.7235269672112,,1141.7235269672112,,1141.7235269672112,,1141.7235269672112,,255.4508231616418,,222.6345117635734,,411.6583576173571,,98.47903272789357,,659.1116551447445,,293.94802901444194,,200.67878462678541,,276.6281591472269,,179.62555736740927,,109.7656196888189,,232.1638218137579,,172.742692801483,,172.742692801483,,172.742692801483,,172.742692801483,,1557.8510105392386,,1040.6131590516793,,1668.9310041548222,,1010.8034402453285,,3706.7746694546245,,1849.5514266767132,,1271.0096035082636,,1863.683809079355,,1242.0206294304571,,1108.3386752299969,,1386.5243490572602,,1314.4662197686941,,1314.4662197686941,,1314.4662197686941,,1314.4662197686941,
222,1302.4001873775967,,817.9786472881059,,1257.272646537465,,912.324407517435,,3047.66301430988,,1555.6033976622712,,1070.330818881478,,1587.055649932128,,1062.395072063048,,998.5730555411781,,1154.3605272435022,,1141.7235269672112,,1141.7235269672112,,1141.7235269672112,,1141.7235269672112,,255.4508231616418,,222.6345117635734,,411.6583576173571,,98.47903272789357,,659.1116551447445,,293.94802901444194,,200.67878462678541,,276.6281591472269,,179.62555736740927,,109.7656196888189,,232.1638218137579,,172.742692801483,,172.742692801483,,172.742692801483,,172.742692801483,,1557.8510105392386,,1040.6131590516793,,1668.9310041548222,,1010.8034402453285,,3706.7746694546245,,1849.5514266767132,,1271.0096035082636,,1863.683809079355,,1242.0206294304571,,1108.3386752299969,,1386.5243490572602,,1314.4662197686941,,1314.4662197686941,,1314.4662197686941,,1314.4662197686941,
223,1302.4001873775967,,817.9786472881059,,1257.272646537465,,912.324407517435,,3047.66301430988,,1555.6033976622712,,1070.330818881478,,1587.055649932128,,1062.395072063048,,998.5730555411781,,1154.3605272435022,,1141.7235269672112,,1141.7235269672112,,1141.7235269672112,,1141.7235269672112,,255.4508231616418,,222.6345117635734,,411.6583576173571,,98.47903272789357,,659.1116551447445,,293.94802901444194,,200.67878462678541,,276.6281591472269,,179.62555736740927,,109.7656196888189,,232.1638218137579,,172.742692801483,,172.742692801483,,172.742692801483,,172.742692801483,,1557.8510105392386,,1040.6131590516793,,1668.9310041548222,,1010.8034402453285,,3706.7746694546245,,1849.5514266767132,,1271.0096035082636,,1863.683809079355,,1242.0206294304571,,1108.3386752299969,,1386.5243490572602,,1314.4662197686941,,1314.4662197686941,,1314.4662197686941,,1314.4662197686941,
224,1302.4001873775967,,817.9786472881059,,1257.272646537465,,912.324407517435,,3047.66301430988,,1555.6033976622712,,1070.330818881478,,1587.055649932128,,1062.395072063048,,998.5730555411781,,1154.3605272435022,,1141.7235269672112,,1141.7235269672112,,1141.7235269672112,,1141.7235269672112,,255.4508231616418,,222.6345117635734,,411.6583576173571,,98.47903272789357,,659.1116551447445,,293.94802901444194,,200.67878462678541,,276.6281591472269,,179.62555736740927,,109.7656196888189,,232.1638218137579,,172.742692801483,,172.742692801483,,172.742692801483,,172.742692801483,,1557.8510105392386,,1040.6131590516793,,1668.9310041548222,,1010.8034402453285,,3706.7746694546245,,1849.5514266767132,,1271.0096035082636,,1863.683809079355,,1242.0206294304571,,1108.3386752299969,,1386.5243490572602,,1314.4662197686941,,1314.4662197686941,,1314.4662197686941,,1314.4662197686941,
225,1295.3794774548164,,810.8447953081588,,1242.549821169234,,909.1321032138006,,3035.1195920215964,,1548.0804906594212,,1063.962845095753,,1579.5022023040683,,1057.779378108352,,995.7641410218342,,1148.3300805998588,,1137.353639423277,,1137.353639423277,,1137.353639423277,,1137.353639423277,,262.4715330844221,,229.76836374352052,,426.3811829855884,,101.67133703152803,,671.6550774330279,,301.4709360172915,,207.04675841251043,,284.1816067752868,,184.2412513221056,,112.57453420816275,,238.19426845740153,,177.11258034541746,,177.11258034541746,,177.11258034541746,,177.11258034541746,,1557.8510105392384,,1040.6131590516793,,1668.9310041548224,,1010.8034402453285,,3706.7746694546245,,1849.5514266767125,,1271.0096035082634,,1863.683809079355,,1242.0206294304576,,1108.338675229997,,1386.5243490572602,,1314.4662197686944,,1314.4662197686944,,1314.4662197686944,,1314.4662197686944,
226,1295.3794774548164,,810.8447953081588,,1242.549821169234,,909.1321032138006,,3035.1195920215964,,1548.0804906594212,,1063.962845095753,,1579.5022023040683,,1057.779378108352,,995.7641410218342,,1148.3300805998588,,1137.353639423277,,1137.353639423277,,1137.353639423277,,1137.353639423277,,262.4715330844221,,229.76836374352052,,426.3811829855884,,101.67133703152803,,671.6550774330279,,301.4709360172915,,207.04675841251043,,284.1816067752868,,184.2412513221056,,112.57453420816275,,238.19426845740153,,177.11258034541746,,177.11258034541746,,177.11258034541746,,177.11258034541746,,1557.8510105392384,,1040.6131590516793,,1668.9310041548224,,1010.8034402453285,,3706.7746694546245,,1849.5514266767125,,1271.0096035082634,,1863.683809079355,,1242.0206294304576,,1108.338675229997,,1386.5243490572602,,1314.4662197686944,,1314.4662197686944,,1314.4662197686944,,1314.4662197686944,
227,1295.3794774548164,,810.8447953081588,,1242.549821169234,,909.1321032138006,,3035.1195920215964,,1548.0804906594212,,1063.962845095753,,1579.5022023040683,,1057.779378108352,,995.7641410218342,,1148.3300805998588,,1137.353639423277,,1137.353639423277,,1137.353639423277,,1137.353639423277,,262.4715330844221,,229.76836374352052,,426.3811829855884,,101.67133703152803,,671.6550774330279,,301.4709360172915,,207.04675841251043,,284.1816067752868,,184.2412513221056,,112.57453420816275,,238.19426845740153,,177.11258034541746,,177.11258034541746,,177.11258034541746,,177.11258034541746,,1557.8510105392384,,1040.6131590516793,,1668.9310041548224,,1010.8034402453285,,3706.7746694546245,,1849.5514266767125,,1271.0096035082634,,1863.683809079355,,1242.0206294304576,,1108.338675229997,,1386.5243490572602,,1314.4662197686944,,1314.4662197686944,,1314.4662197686944,,1314.4662197686944,
228,1295.3794774548164,,810.8447953081588,,1242.549821169234,,909.1321032138006,,3035.1195920215964,,1548.0804906594212,,1063.962845095753,,1579.5022023040683,,1057.779378108352,,995.7641410218342,,1148.3300805998588,,1137.353639423277,,1137.353639423277,,1137.353639423277,,1137.353639423277,,262.4715330844221,,229.76836374352052,,426.3811829855884,,101.67133703152803,,671.6550774330279,,301.4709360172915,,207.04675841251043,,284.1816067752868,,184.2412513221056,,112.57453420816275,,238.19426845740153,,177.11258034541746,,177.11258034541746,,177.11258034541746,,177.11258034541746,,1557.8510105392384,,1040.6131590516793,,1668.9310041548224,,1010.8034402453285,,3706.7746694546245,,1849.5514266767125,,1271.0096035082634,,1863.683809079355,,1242.0206294304576,,1108.338675229997,,1386.5243490572602,,1314.4662197686944,,1314.4662197686944,,1314.4662197686944,,1314.4662197686944,
229,1295.3794774548164,,810.8447953081588,,1242.549821169234,,909.1321032138006,,3035.1195920215964,,1548.0804906594212,,1063.962845095753,,1579.5022023040683,,1057.779378108352,,995.7641410218342,,1148.3300805998588,,1137.353639423277,,1137.353639423277,,1137.353639423277,,1137.353639423277,,262.4715330844221,,229.76836374352052,,426.3811829855884,,101.67133703152803,,671.6550774330279,,301.4709360172915,,207.04675841251043,,284.1816067752868,,184.2412513221056,,112.57453420816275,,238.19426845740153,,177.11258034541746,,177.11258034541746,,177.11258034541746,,177.11258034541746,,1557.8510105392384,,1040.6131590516793,,1668.9310041548224,,1010.8034402453285,,3706.7746694546245,,1849.5514266767125,,1271.0096035082634,,1863.683809079355,,1242.0206294304576,,1108.338675229997,,1386.5243490572602,,1314.4662197686944,,1314.4662197686944,,1314.4662197686944,,1314.4662197686944,
230,1265.4356405984001,,826.6677564955878,,1362.7808626433286,,859.5552462407838,,3345.107093425916,,1557.7327818647143,,1039.0661178115622,,1565.3178706206259,,1053.5846662562074,,959.4946178568229,,1157.9051654511607,,1041.6060698820222,,1041.6060698820222,,1041.6060698820222,,1041.6060698820222,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1770.9201024861893,,1332.152218383377,,1868.2653245311178,,1365.039708128573,,3850.5915553137047,,2063.2172437525032,,1544.5505796993516,,2070.802332508415,,1559.0691281439963,,1464.9790797446121,,1663.38962733895,,1547.0905317698114,,1547.0905317698114,,1547.0905317698114,,1547.0905317698114,
231,1265.4356405984001,,826.6677564955878,,1362.7808626433286,,859.5552462407838,,3345.107093425916,,1557.7327818647143,,1039.0661178115622,,1565.3178706206259,,1053.5846662562074,,959.4946178568229,,1157.9051654511607,,1041.6060698820222,,1041.6060698820222,,1041.6060698820222,,1041.6060698820222,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1555.715032320617,,1116.9471482178044,,1653.0602543655455,,1149.8346379630007,,3635.3864851481326,,1848.012173586931,,1329.345509533779,,1855.5972623428427,,1343.864057978424,,1249.7740095790398,,1448.1845571733775,,1331.885461604239,,1331.885461604239,,1331.885461604239,,1331.885461604239,
232,1265.4356405984001,,826.6677564955878,,1362.7808626433286,,859.5552462407838,,3345.107093425916,,1557.7327818647143,,1039.0661178115622,,1565.3178706206259,,1053.5846662562074,,959.4946178568229,,1157.9051654511607,,1041.6060698820222,,1041.6060698820222,,1041.6060698820222,,1041.6060698820222,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1568.813920633127,,1130.0460365303147,,1666.1591426780558,,1162.9335262755108,,3648.4853734606427,,1861.1110618994414,,1342.4443978462891,,1868.696150655353,,1356.9629462909343,,1262.8728978915499,,1461.2834454858876,,1344.9843499167491,,1344.9843499167491,,1344.9843499167491,,1344.9843499167491,
233,1265.4356405984001,,826.6677564955878,,1362.7808626433286,,859.5552462407838,,3345.107093425916,,1557.7327818647143,,1039.0661178115622,,1565.3178706206259,,1053.5846662562074,,959.4946178568229,,1157.9051654511607,,1041.6060698820222,,1041.6060698820222,,1041.6060698820222,,1041.6060698820222,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1523.0025821223771,,1084.2346980195646,,1620.3478041673056,,1117.1221877647608,,3602.6740349498928,,1815.2997233886913,,1296.6330593355392,,1822.8848121446028,,1311.1516077801841,,1217.0615593807997,,1415.4721069751376,,1299.1730114059992,,1299.1730114059992,,1299.1730114059992,,1299.1730114059992,
234,1265.4356405984001,,826.6677564955878,,1362.7808626433286,,859.5552462407838,,3345.107093425916,,1557.7327818647143,,1039.0661178115622,,1565.3178706206259,,1053.5846662562074,,959.4946178568229,,1157.9051654511607,,1041.6060698820222,,1041.6060698820222,,1041.6060698820222,,1041.6060698820222,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1560.244236638386,,1121.4763525355736,,1657.5894586833147,,1154.3638422807699,,3639.915689465902,,1852.5413779047003,,1333.8747138515482,,1860.1264666606119,,1348.3932622961934,,1254.3032138968088,,1452.7137614911467,,1336.414665922008,,1336.414665922008,,1336.414665922008,,1336.414665922008,
235,1143.8180959633517,,681.2989933247862,,1262.1605429758852,,688.34131823854,,3275.924284314371,,1440.1169225139136,,899.6734370437778,,1447.31099196332,,899.8830530983912,,788.8497436999497,,1018.3541642733192,,909.8726294522073,,909.8726294522073,,909.8726294522073,,909.8726294522073,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1649.3025578511408,,1186.7834552125755,,1767.6450048636743,,1193.825780126329,,3781.4087462021603,,1945.6013844017027,,1405.157898931567,,1952.7954538511092,,1405.3675149861804,,1294.3342055877388,,1523.8386261611083,,1415.3570913399965,,1415.3570913399965,,1415.3570913399965,,1415.3570913399965,
236,1143.8180959633517,,681.2989933247862,,1262.1605429758852,,688.34131823854,,3275.924284314371,,1440.1169225139136,,899.6734370437778,,1447.31099196332,,899.8830530983912,,788.8497436999497,,1018.3541642733192,,909.8726294522073,,909.8726294522073,,909.8726294522073,,909.8726294522073,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1434.0974876855682,,971.578385047003,,1552.439934698102,,978.6207099607567,,3566.203676036588,,1730.3963142361304,,1189.9528287659946,,1737.5903836855368,,1190.162444820608,,1079.1291354221664,,1308.633555995536,,1200.1520211744241,,1200.1520211744241,,1200.1520211744241,,1200.1520211744241,
237,1143.8180959633517,,681.2989933247862,,1262.1605429758852,,688.34131823854,,3275.924284314371,,1440.1169225139136,,899.6734370437778,,1447.31099196332,,899.8830530983912,,788.8497436999497,,1018.3541642733192,,909.8726294522073,,909.8726294522073,,909.8726294522073,,909.8726294522073,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1447.1963759980788,,984.6772733595132,,1565.538823010612,,991.7195982732669,,3579.3025643490982,,1743.4952025486407,,1203.0517170785047,,1750.689271998047,,1203.2613331331181,,1092.2280237346768,,1321.7324443080463,,1213.2509094869342,,1213.2509094869342,,1213.2509094869342,,1213.2509094869342,
238,1143.8180959633517,,681.2989933247862,,1262.1605429758852,,688.34131823854,,3275.924284314371,,1440.1169225139136,,899.6734370437778,,1447.31099196332,,899.8830530983912,,788.8497436999497,,1018.3541642733192,,909.8726294522073,,909.8726294522073,,909.8726294522073,,909.8726294522073,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1401.3850374873284,,938.8659348487631,,1519.7274844998622,,945.9082597625169,,3533.491225838348,,1697.6838640378905,,1157.2403785677548,,1704.877933487297,,1157.4499946223682,,1046.4166852239266,,1275.9211057972961,,1167.439570976184,,1167.439570976184,,1167.439570976184,,1167.439570976184,
239,1143.8180959633517,,681.2989933247862,,1262.1605429758852,,688.34131823854,,3275.924284314371,,1440.1169225139136,,899.6734370437778,,1447.31099196332,,899.8830530983912,,788.8497436999497,,1018.3541642733192,,909.8726294522073,,909.8726294522073,,909.8726294522073,,909.8726294522073,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1438.6266920033377,,976.1075893647721,,1556.969139015871,,983.1499142785258,,3570.7328803543573,,1734.9255185538996,,1194.4820330837638,,1742.1195880033058,,1194.6916491383772,,1083.6583397399356,,1313.1627603133052,,1204.681225492193,,1204.681225492193,,1204.681225492193,,1204.681225492193,
240,1083.0093236458276,,608.6146117393855,,1211.850383142163,,602.7343542374182,,3241.332879758598,,1381.3089928385132,,829.9770966598858,,1388.3075526346674,,823.0322465194831,,703.5273066215133,,948.5786636843985,,844.0059092372996,,844.0059092372996,,844.0059092372996,,844.0059092372996,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1588.4937855336166,,1114.0990736271747,,1717.3348450299525,,1108.2188161252072,,3746.8173416463874,,1886.7934547263023,,1335.4615585476747,,1893.7920145224564,,1328.5167084072723,,1209.0117685093023,,1454.0631255721878,,1349.4903711250888,,1349.4903711250888,,1349.4903711250888,,1349.4903711250888,
241,1083.0093236458276,,608.6146117393855,,1211.850383142163,,602.7343542374182,,3241.332879758598,,1381.3089928385132,,829.9770966598858,,1388.3075526346674,,823.0322465194831,,703.5273066215133,,948.5786636843985,,844.0059092372996,,844.0059092372996,,844.0059092372996,,844.0059092372996,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1373.2887153680442,,898.8940034616022,,1502.1297748643801,,893.0137459596349,,3531.6122714808153,,1671.58838456073,,1120.2564883821024,,1678.586944356884,,1113.3116382417,,993.80669834373,,1238.8580554066152,,1134.2853009595162,,1134.2853009595162,,1134.2853009595162,,1134.2853009595162,
242,1083.0093236458276,,608.6146117393855,,1211.850383142163,,602.7343542374182,,3241.332879758598,,1381.3089928385132,,829.9770966598858,,1388.3075526346674,,823.0322465194831,,703.5273066215133,,948.5786636843985,,844.0059092372996,,844.0059092372996,,844.0059092372996,,844.0059092372996,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1386.3876036805543,,911.9928917741123,,1515.2286631768902,,906.1126342721451,,3544.7111597933254,,1684.6872728732403,,1133.3553766946127,,1691.6858326693944,,1126.41052655421,,1006.9055866562402,,1251.9569437191253,,1147.3841892720266,,1147.3841892720266,,1147.3841892720266,,1147.3841892720266,
243,1083.0093236458276,,608.6146117393855,,1211.850383142163,,602.7343542374182,,3241.332879758598,,1381.3089928385132,,829.9770966598858,,1388.3075526346674,,823.0322465194831,,703.5273066215133,,948.5786636843985,,844.0059092372996,,844.0059092372996,,844.0059092372996,,844.0059092372996,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1340.5762651698044,,866.1815532633624,,1469.4173246661403,,860.3012957613951,,3498.899821282575,,1638.8759343624902,,1087.5440381838625,,1645.8744941586442,,1080.5991880434601,,961.0942481454902,,1206.1456052083754,,1101.5728507612764,,1101.5728507612764,,1101.5728507612764,,1101.5728507612764,
244,1083.0093236458276,,608.6146117393855,,1211.850383142163,,602.7343542374182,,3241.332879758598,,1381.3089928385132,,829.9770966598858,,1388.3075526346674,,823.0322465194831,,703.5273066215133,,948.5786636843985,,844.0059092372996,,844.0059092372996,,844.0059092372996,,844.0059092372996,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1377.8179196858132,,903.4232077793713,,1506.658979182149,,897.542950277404,,3536.1414757985845,,1676.1175888784992,,1124.7856926998716,,1683.1161486746535,,1117.840842559469,,998.3359026614992,,1243.3872597243844,,1138.8145052772854,,1138.8145052772854,,1138.8145052772854,,1138.8145052772854,
245,1308.571940814259,,864.0111549669698,,1441.1247325454494,,875.9768365529129,,3448.7426220843745,,1610.0457329967949,,1076.7069960921872,,1613.0338794153174,,1087.1987490428844,,978.7747131502125,,1200.2934319116334,,1077.22453354956,,1077.22453354956,,1077.22453354956,,1077.22453354956,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1662.0001011585687,,1217.4393153112792,,1794.552892889759,,1229.4049968972222,,3802.1707824286837,,1963.4738933411045,,1430.1351564364968,,1966.462039759627,,1440.6269093871938,,1332.202873494522,,1553.721592255943,,1430.6526938938696,,1430.6526938938696,,1430.6526938938696,,1430.6526938938696,
246,1308.571940814259,,864.0111549669698,,1441.1247325454494,,875.9768365529129,,3448.7426220843745,,1610.0457329967949,,1076.7069960921872,,1613.0338794153174,,1087.1987490428844,,978.7747131502125,,1200.2934319116334,,1077.22453354956,,1077.22453354956,,1077.22453354956,,1077.22453354956,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1511.5315155143464,,1066.9707296670574,,1644.084307245537,,1078.9364112530004,,3651.7021967844616,,1813.0053076968825,,1279.6665707922748,,1815.993454115405,,1290.1583237429718,,1181.7342878503,,1403.253006611721,,1280.1841082496476,,1280.1841082496476,,1280.1841082496476,,1280.1841082496476,
247,1308.571940814259,,864.0111549669698,,1441.1247325454494,,875.9768365529129,,3448.7426220843745,,1610.0457329967949,,1076.7069960921872,,1613.0338794153174,,1087.1987490428844,,978.7747131502125,,1200.2934319116334,,1077.22453354956,,1077.22453354956,,1077.22453354956,,1077.22453354956,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1520.6900878304107,,1076.1293019831212,,1653.242879561601,,1088.0949835690644,,3660.8607691005254,,1822.1638800129467,,1288.8251431083386,,1825.152026431469,,1299.3168960590358,,1190.892860166364,,1412.411578927785,,1289.3426805657116,,1289.3426805657116,,1289.3426805657116,,1289.3426805657116,
248,1308.571940814259,,864.0111549669698,,1441.1247325454494,,875.9768365529129,,3448.7426220843745,,1610.0457329967949,,1076.7069960921872,,1613.0338794153174,,1087.1987490428844,,978.7747131502125,,1200.2934319116334,,1077.22453354956,,1077.22453354956,,1077.22453354956,,1077.22453354956,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1488.6593958635444,,1044.0986100162552,,1621.212187594735,,1056.0642916021984,,3628.8300771336594,,1790.1331880460805,,1256.7944511414726,,1793.121334464603,,1267.2862040921698,,1158.862168199498,,1380.380886960919,,1257.3119885988456,,1257.3119885988456,,1257.3119885988456,,1257.3119885988456,
249,1308.571940814259,,864.0111549669698,,1441.1247325454494,,875.9768365529129,,3448.7426220843745,,1610.0457329967949,,1076.7069960921872,,1613.0338794153174,,1087.1987490428844,,978.7747131502125,,1200.2934319116334,,1077.22453354956,,1077.22453354956,,1077.22453354956,,1077.22453354956,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1514.6982762568516,,1070.1374904095624,,1647.2510679880422,,1082.1031719955056,,3654.868957526967,,1816.1720684393877,,1282.83333153478,,1819.1602148579102,,1293.325084485477,,1184.9010485928052,,1406.4197673542262,,1283.3508689921528,,1283.3508689921528,,1283.3508689921528,,1283.3508689921528,
250,1232.1799315522608,,765.7658803419473,,1377.2754412318877,,758.0255510556349,,3407.6960324236484,,1534.9994503829532,,985.4935626587746,,1539.0540278691683,,981.9000628219682,,860.349093306988,,1106.7631178936426,,993.0723332920904,,993.0723332920904,,993.0723332920904,,993.0723332920904,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1585.6080918965704,,1119.1940406862568,,1730.7036015761973,,1111.4537113999445,,3761.1241927679575,,1888.4276107272628,,1338.9217230030843,,1892.4821882134777,,1335.3282231662777,,1213.7772536512975,,1460.1912782379522,,1346.5004936363998,,1346.5004936363998,,1346.5004936363998,,1346.5004936363998,
251,1232.1799315522608,,765.7658803419473,,1377.2754412318877,,758.0255510556349,,3407.6960324236484,,1534.9994503829532,,985.4935626587746,,1539.0540278691683,,981.9000628219682,,860.349093306988,,1106.7631178936426,,993.0723332920904,,993.0723332920904,,993.0723332920904,,993.0723332920904,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1435.1395062523484,,968.7254550420349,,1580.235015931975,,960.9851257557224,,3610.655607123736,,1737.9590250830408,,1188.4531373588623,,1742.0136025692557,,1184.8596375220557,,1063.3086680070755,,1309.7226925937302,,1196.031907992178,,1196.031907992178,,1196.031907992178,,1196.031907992178,
